"CUST_ITEM_CF_HAIR_MED": "露肩"
"PLAYER_MORPH_EAR_DEPTH_TEXT": "耳朵深度"
"LOGO_MUSEUM_ERO_2": "埃罗墨诺斯博物馆 2"
"CUST_VARIANT_2COLOR_THICK": "双色，粗"
"CUST_ITEM_CF_HAIR_SWIRLUP": "蓬巴杜"
"CUST_ITEM_CM_FPIC_SETE": "浑身穿孔"
"CUST_ITEM_FEMALE_LP_UNDWEAR_2": "湿身时刻泳裤"
"CUST_ITEM_CF_NLMC_NECK_M_CHOKER": "被误解项圈"
"CUST_TATTOO_UPPER_BACK": "上背"
"CUST_ITEM_CF_PSF_UBDY_M_JERSEY32": "女式罚球球衣"
"CUST_ITEM_CM_SAINTSHEADSET": "Astro A40 圣徒耳机"
"CUSTOM_WALK_1": "痞气步伐 1"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_ELEVATION_TEXT": "上唇中部高低"
"PLAYER_CREATION_RANDOMIZE": "随机"
"CUST_ITEM_CF_PSG_UBDY_F_TANKTOP": "背心"
"MENU_STYLE": "风格"
"CUST_ITEM_LONG_SLEEVE_BUTTONED_SHIRT_AND_BOW_TIE": "时尚大衣配马甲"
"CUSTOM_WALK_15": "痞气步伐 10"
"PLAYER_MORPH_FAT_TEXT": "肥胖"
"PLAYER_MORPH_CHEEKS_TEXT": "脸颊"
"SLOT_FRONT_FENDERS": "前挡泥板"
"CUST_VARIANT_LEOPARD_2": "豹纹 2"
"CUST_SKIN_BLACK_05": "非裔 5"
"CUST_VARIANT_DIAMOND": "菱形"
"CUST_VARIANT_COLORED_COLLAR": "彩色衣领"
"CUST_ITEM_CF_NLME_UBDY_F_SADTEXT": "悲伤入骨连帽衫"
"CUST_SKIN_HISPANIC_02": "拉美裔 2"
"CUST_VARIANT_COLORB": "样式 2"
"CUST_SKIN_DEMON": "恶魔粉"
"CUST_PRESET_AGE": "年龄"
"PLAYER_MORPH_AFRICAN_TEXT": "非洲"
"CUST_TATTOO_ARMS": "手臂"
"PLAYER_MORPH_MOUTH_SIDES_ELEVATION_TEXT": "嘴角高低"
"PLAYER_CREATION_FIGURE_OBESE": "痴肥"
"CUST_ITEM_CM_DLC_UBDY_M_GPPANTS": "真人秀狂欢裤"
"CUST_COMPLIMENT_S": "河神"
"Gang_Customization": "帮派自定义"
"PLAYER_MORPH_DOUBLE_CHIN_DEPTH_TEXT": "双下巴深度"
"PLAYER_MORPH_BALL_ELEVATION_TEXT": "鼻尖高低"
"PLAYER_MORPH_BROW_TEXT": "眉骨"
"CUST_ITEM_CM_PSF_FOOT_M_HIGHTOPS": "跳跃鞋"
"CUST_VARIANT_ARMY": "军装"
"CUST_SKIN_ASIAN_05": "亚洲 5"
"PLAYER_MORPH_JAW_ELEVATION_TEXT": "下颌高低"
"CUST_MORPH_CAT_CROWN": "头顶"
"PLAYER_MORPH_EARS_HEIGHT_TEXT": "耳朵高度"
"CUST_VARIANT_2COLOR_THIN": "双色，细"
"PLAYER_MORPH_CHIN_PITCH_TEXT": "下巴俯仰"
"PLAYER_MORPH_BRIDGE_LENGTH_TEXT": "鼻梁长度"
"CUST_VARIANT_SERGIO": "塞尔吉奥"
"CUST_ITEM_BASIC_T_SHIRT": "轰炸机夹克"
"CUST_PRESET_FIGURE": "体型"
"PLAYER_MORPH_NOSE_DEPTH_TEXT": "鼻子深度"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_A": "街头营生"
"CUST_CAT_MEDALLION": "大奖章"
"CUST_TATTOO_LOWER_ARM_RIGHT": "右下臂"
"PLAYER_MORPH_BROW_SPACING_TEXT": "眉距"
"PLAYER_MORPH_MOUTH_STYLE_TEXT": "嘴型"
"CUST_CAT_EYES": "眼睛"
"CUST_VARIANT_ROPES": "绳饰"
"CUST_ITEM_CM_DLC_M_EARRINGS01": "Z 风耳环"
"CUST_ITEM_CM_NYTEBLAYDE": "夜刃"
"CUST_ITEM_CM_LLN_UBDY_M_SEQSHIRT": "迪斯科狂热衬衫"
"PLAYER_MORPH_FACE_SCALE_TEXT": "面部缩放"
"CUST_ITEM_CF_NLMH_EYES_F_HSNGLSTASSLES": "糖果小孩墨镜"
"CUST_ITEM_BASIC_LIPSTICK": "丝带发箍发型"
"CUST_BRO_COMPLIMENT_C": "兄弟会赞美 3"
"CUST_MOVEMENT_MELEE": "战斗风格"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRTLOW": "山丘夹克配马甲"
"CUST_ITEM_CM_NATIONALGUARD": "钢埠卫队制服"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_D": "电音 DJ"
"CUST_ITEM_5_O_CLOCK_SHADOW_1": "胡茬"
"RACE_AFRICAN": "非裔"
"RIM_176": "SD FTN59"
"CUST_VARIANT_PLAIN": "素面"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_E": "跳投"
"CUST_TATTOO_TORSO_LOWER_BACK": "下背"
"CUST_MOVEMENT_COMPLIMENT": "赞美"
"CUST_ITEM_FEMALE_LL_BRA_2": "真爱"
"CUST_ITEM_CM_LLL_FOOT_M_LBOOTS": "硬汉机车靴"
"CUST_DIALOG_DISROBE_TITLE": "脱掉全部衣物"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEUP": "痞子连帽衫"
"CUST_ITEM_CM_PSI_EYES_M_SHADES": "盖特风墨镜"
"CUST_MENU_RACE_PRESETS": "种族预设"
"PLAYER_MORPH_MOUTH_SIZE_TEXT": "嘴部大小"
"CUST_VARIANT_SHAGGY": "蓬乱"
"CUST_MENU_WEAR_OPTION": "穿着选项"
"PLAYER_MORPH_EARS_LENGTH_TEXT": "耳朵长度"
"LOGO_POT_LEAF": "草叶"
"CUST_WEAR_UNBUTTONED": "不扣"
"CUST_ITEM_CM_IMPN_UBDY_M_TURTLENECK": "现代高领衫"
"CUST_ITEM_WOMEN_S_PLATFORM_SHOES": "死亡赛靴"
"CUST_WEAR_TOP_BUTTONED": "扣顶扣"
"CUST_ITEM_CM_LPG_SUIT_M_ANIMALSUIT": "派对狂人"
"CUST_CAT_RIGHT_HAND": "右手"
"CUST_ITEM_CM_PSG_LBDY_M_TRACKPANTS": "运动裤"
"CUSTOM_WALK_FEMALE": "女性默认"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_NO_SUSPENDERS": "束入，超高腰裤"
"CUST_ITEM_CF_LLI_UBDY_F_JCKTTUBETOP": "抹胸配夹克"
"CUST_COMPLIMENT_W": "欢呼"
"PLAYER_MORPH_UPPER_LIP_LENGTH_TEXT": "上唇长度"
"PLAYER_MORPH_CHIN_WIDTH_TEXT": "下巴宽度"
"PLAYER_MORPH_EAR_TIP_TEXT": "耳尖"
"PLAYER_MORPH_LOWER_LID_LENGTH_TEXT": "下眼睑长度"
"PLAYER_MORPH_EARS_TEXT": "耳朵"
"CUST_ITEM_CM_DLC_UBDY_M_GPTOP": "欢乐时光！上衣"
"CUST_ITEM_LPA_M_SPACESUIT": "太空黑帮太空服"
"CUST_TATTOO_LOWER_LEG_LEFT": "左下腿"
"CUST_SKIN_ASIAN_01": "亚洲 1"
"CUST_TATTOO_LOWER_LEG_RIGHT": "右下腿"
"Default": "默认"
"CUST_SAMEDI_COMPLIMENT_A": "萨梅迪赞美 1"
"PLAYER_MORPH_CHEEKBONE_SIZE_TEXT": "颧骨大小"
"CUST_ITEM_FEMALE_NLM_BRA_1": "破碎的心"
"CUST_ITEM_CM_HAIR_MOHAWK": "莫西干"
"CUST_SAMEDI_TAUNT_D": "萨梅迪嘲讽 4"
"PLAYER_MORPH_NOSE_WIDTH_TEXT": "鼻子宽度"
"CUST_ITEM_CM_FPIC_NOSESLEFT": "左鼻钉"
"CUST_VARIANT_ULTOR_W_TIE": "乌托尔领带"
"PLAYER_MORPH_CHEEK_FATNESS_TEXT": "脸颊肉感"
"PLAYER_CREATION_BASIC": "基础"
"CUST_ITEM_FEMALE_LP_EARRINGS_5": "私家侦探耳环"
"PLAYER_MORPH_EAR_SPACING_TEXT": "耳朵间距"
"LINEUP_WARNING_BODY": "返回队列将放弃你当前的设置。\n确定要这么做吗？"
"CUST_ITEM_GASMASK": "熏蒸器 3000"
"CUST_ITEM_CF_LPE_LBDY_F_MPANTS": "作战裤"
"CUST_SKIN_BLUE_4": "一抹蓝"
"PLAYER_MORPH_DOUBLE_CHIN_ELEVATION_TEXT": "双下巴高低"
"CUST_ITEM_CM_PSG_HAT_M_BUCKETHAT": "Z 风"
"CUST_ITEM_SQUARE_BELT_1": "重磅紧身裤"
"CUST_MAX_COMPOSITE_WARNING": "你已达到可选择项的数量上限。"
"PLAYER_MORPH_UPPER_LIP_SIDES_ELEVATION_TEXT": "上唇侧高低"
"PLAYER_MORPH_DOUBLE_CHIN_WIDTH_TEXT": "双下巴宽度"
"PLAYER_MORPH_BRIDGE_ELEVATION_TEXT": "鼻梁高低"
"CUST_WEAR_TUCKED_LOW_PANT_NO_SUSPENDERS": "束入，低腰裤"
"CUST_INSULT_P": "枕头公主"
"CUST_COLOR_CLOTHING_RED-ORANGE_3": "红橙 3"
"CUST_VARIANT_PLAIN_NO_BOWTIE": "无领结"
"CUST_ITEM_CF_RING_F_SAINTSSET": "圣徒鸢尾戒指"
"CUST_ITEM_CF_NLMD_FACE_F_LIPRING": "摇滚唇环"
"CUST_VARIANT_STRETCH_TOP_2": "样式 2"
"PLAYER_MORPH_MOUTH_ANGLE_TEXT": "嘴部角度"
"CUST_ITEM_IMPRESSIONS_MALE_L": "新潮现代"
"PLAYER_MORPH_INNER_BROW_ELEVATION_TEXT": "眉头高低"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2E": "都市猎装有领款"
"PLAYER_MORPH_EYE_SEPARATION_TEXT": "眼距"
"CUST_WEAR_HALF-WAY BUTTONED": "扣一半"
"CUST_INSULT_T": "才不"
"SLOT_REINFORCED_BUMPER_DESC": "升级保险杠耐久度，就能对挡路的任何东西造成毁灭性伤害。"
"PLAYER_MORPH_FOREHEAD_SHAPE_TEXT": "额头形状"
"CUST_VARIANT_POLICE": "警察"
"CUST_VARIANT_COLOR": "彩色"
"CUST_BRA": "文胸"
"PLAYER_MORPH_CHIN_DEPTH_TEXT": "下巴深度"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT": "男模衬衫"
"CUST_ITEM_CM_HAIR_AFRO": "圣徒爆炸头"
"CUST_TATTOO_ENTIRE_LEG_LEFT": "整个左腿"
"CUST_TATTOO_HEAD_REAR": "后脑"
"PLAYER_MORPH_LOWER_LIP_SIZE_TEXT": "下唇大小"
"CUST_ITEM_CM_LLA_FOOT_M_LTHRBOOTS": "暗号靴"
"PLAYER_MORPH_EYEBALLS_SPACING_TEXT": "眼球间距"
"PLAYER_MORPH_NOSE_PITCH_TEXT": "鼻子俯仰"
"CUST_ITEM_CF_NLMC_UBDY_F_GOTHGIRL": "神秘人 T恤"
"PLAYER_MORPH_EAR_BOTTOM_TEXT": "耳底"
"CUST_SKIN_RED_YELLOW_4": "柠檬"
"CUST_SKIN_METAL_3": "金色"
"PLAYER_MORPH_NOSTRILS_SPACING_TEXT": "鼻孔间距"
"CUST_ITEM_CF_LLJ_EYES_F_SUNGLASSES": "奶奶眼镜"
"CUST_ITEM_CM_NLMA_HAND_M_GLOVESOFNGR": "蒸汽朋克手套"
"CUST_ITEM_CM_IMPN_UBDY_M_SWEATER": "现代男式毛衣"
"CUST_ITEM_CM_HAIR_COMBEDDOWNJAGGED": "巡航发型"
"CUST_CAT_HAIR_COLOR_FACE": "胡须颜色"
"COMPONENT_OPTION_D": "选项 D（勿用）"
"PLAYER_MORPH_UPPER_LIP_SIDES_SIZE_TEXT": "上唇侧大小"
"STORE_WEAPON_OWNED_EQUIPPED": "{0} 等级 {1} {2}（已装备）[/format]"
"CUST_VARIANT_SNAKESKIN": "蛇皮"
"CUST_WEAR_BACK": "背后"
"CUST_ITEM_CM_LPH_FOOT_M_PIRATEBOOTS": "船长靴"
"PLAYER_MORPH_TEMPLES_SPACING_TEXT": "太阳穴间距"
"CUST_ITEM_CM_IMPB_FOOT_M_LTHRSHOE": "正装鞋"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_E": "帝国斗士"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT2": "摩登男装配衬衫与领结"
"CUST_ITEM_CM_HAIR_COMBEDDOWNFLUSH": "少年梦想"
"CUST_ITEM_FEMALE_LP_EARRINGS_1": "瓢虫耳环"
"CUST_EXIT_WARNING_BODY": "退出角色创建？"
"PLAYER_CREATION_FIGURE_HUGE": "魁梧"
"LOGO_CAVE_2": "幻洞 2"
"CUST_ITEM_CF_PSA_UBDY_F_3RDSTREET": "第三街连帽衫"
"CUST_UNDERSHIRT": "打底衫"
"CUST_ITEM_CM_LPG_MASK_M_MASKLION": "大鬃毛面具"
"CUST_ITEM_CM_PSJ_FOOT_M_SNEAKERS": "极限"
"CUST_ITEM_AISHA_EAR_PIERCING_LEFT": "粗耳环"
"CUST_ITEM_LEATHER_LACE_FEMALE_T": "极速赛车手"
"CUST_ITEM_CF_NLMB_UBDY_F_VESTSHIRT": "叛逆马甲"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEDOWN": "公事公办连帽衫"
"CUST_ITEM_2015_SHADES": "2015 墨镜"
"PLAYER_CREATION_MENU_3": "眼睛"
"LOGO_KABRON": "KABRON 104.2"
"LEVEL_1": "等级 1"
"CUST_ITEM_FEMALE_LL_EARRINGS_1": "红心皇后耳环"
"CUST_VARIANT_CIRCLES": "圆圈"
"CUST_WEAR_FORWARD": "前侧"
"CUST_ITEM_CF_DLC_WP_HAT_F_HELMET": "女武神头盔"
"FEMALE_EMACIATED": "女性骨瘦"
"CUST_VARIANT_PIMPCOAT_LEOPARD": "豹纹 1"
"CUST_RONIN_TAUNT_B": "罗宁帮嘲讽 2"
"CANT_WEAR_PENDANT": "要佩戴这枚吊坠，你需要一条短项链。"
"SURGEON_PRESET_TEXT": "要选择这个预设吗？"
"CUST_VARIANT_BOXERS": "平角裤"
"PLAYER_MORPH_FOREHEAD_TEXT": "额头"
"PLAYER_MORPH_EAR_HEIGHT_TEXT": "耳朵高度"
"CUST_ITEM_CF_PSD_FOOT_F_FLIPFLOPS": "花之力凉鞋"
"CUST_VOICE_MALE_ASIAN": "男性 2"
"CUST_ITEM_CM_DLC_SUIT_M_BLINGPACK": "“Z”"
"CUST_ITEM_MALE_HEYDAYSHOES": "巅峰超级变速"
"CUST_ITEM_CM_LLK_FOOT_M_BUNNYSLIPPERS": "坏坏兔拖鞋"
"CUST_BRO_TAUNT_B": "兄弟会嘲讽 2"
"CUST_ITEM_CM_HAIR_VERYSHORTAFRO": "雕琢爆炸头"
"CUST_ITEM_CM_NLMA_EYES_M_SPGOGGLES": "蒸汽朋克护目镜"
"CUST_ITEM_CF_PSH_HAT_F_GFXCAP": "潮人卡车帽"
"CUST_COMPLIMENT_O": "七重纱"
"CUST_ITEM_CF_LPG_FOOT_F_COWGIRLBOOTS": "牛仔女王靴"
"CUST_ITEM_CM_PSE_LBDY_M_LSHORTS": "宽松短裤"
"CUST_COMP_FEMALE_EYEBROWS_4": "高弧度"
"COMPONENT_ADD_NITROUS": "氮气"
"CUST_VARIANT_MED": "中等"
"CUST_VARIANT_DESERT_CAMO": "沙漠迷彩"
"CUST_VARIANT_MATERIAL__15": "材质 #15"
"CUST_ITEM_CM_IMPO_UBDY_M_SHIRTWTIE": "邻居衬衫配领带"
"CUST_ITEM_CF_HAIR_LONGWAVY": "蓬松波浪"
"CUST_TATTOO_ENTIRE_ARM_RIGHT": "整个右臂"
"CUST_VARIANT_NAILS_A": "指甲 1"
"CUST_SKIN_GREY_3": "炭灰"
"PLAYER_MORPH_TEMPLES_DEPTH_TEXT": "太阳穴深度"
"PLAYER_MORPH_TEMPLE_ELEVATION_TEXT": "太阳穴高低"
"RACE_CAUCASIAN": "高加索"
"PLAYER_MORPH_LOWER_LIP_LENGTH_TEXT": "下唇长度"
"CUST_WEAR_LEFT_ROLLED_HIGH": "左侧卷起，高位"
"CUST_ITEM_STRETCHPANTS_OUTFIT": "弹力裤套装"
"CUST_ITEM_CF_PSC_LBDY_F_STRETCHPANTS": "香肠肠衣"
"CUST_ITEM_METAL_BRACELET_LEFT": "贵宾腕表"
"CUST_ITEM_CF_HAIR_PONYTAIL": "紧马尾"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_LENGTH_TEXT": "上唇中部长度"
"CUST_CAT_HAIR_COLOR_PRIMARY": "头发主色"
"CUST_VARIANT_PLAID_2": "格纹 2"
"CUST_VARIANT_MATERIAL_2": "材质 #2"
"CUST_ITEM_FEMALE_PS_EARRINGS_2": "驱魔耳环"
"CUST_ITEM_CM_PSI_MASK_M_DOORAG": "圣徒劫案头巾"
"CUST_COMPLIMENT_K": "黄金时段"
"CUST_ITEM_CF_PSG_FOOT_F_OTHEALS": "派对女孩高跟鞋"
"CUST_INSULT_D": "道格拉斯"
"PLAYER_MORPH_UPPER_LID_LENGTH_TEXT": "上眼睑长度"
"SURGEON_CONFIRM_ENTRY_TEXT": "你有 %ls。手术费用 %ls。\n你想做手术吗？\n已做的更改无法撤销。"
"COLOR_SLOT_BIKE": "机车"
"CUST_VARIANT_CMHAT_CHILD": "细条纹"
"CUST_VARIANT_BIKER": "机车"
"CUST_COLOR_PURPLE_1": "紫色 1"
"CUST_VARIANT_MED_STRIPE": "中等条纹"
"PLAYER_MORPH_EAR_LENGTH_TEXT": "耳朵长度"
"CUST_ITEM_CF_LLS_LBDY_F_HOTPANTS": "花哨渔网"
"CUST_ITEM_CM_NLME_LBDY_M_CARGOPANTS": "网络工装裤"
"CUST_ITEM_CM_NLMD_FACE_M_NOSERING": "朋克鼻环"
"RACE_HISPANIC": "拉美裔"
"PLAYER_MORPH_CHEEKBONE_DEPTH_TEXT": "颧骨深度"
"LOGO_NUKE_1": "斯蒂尔沃特核能"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_6": "精心打扮"
"PLAYER_CREATION_MENU_7": "退出"
"CUST_ITEM_CF_IMPP_FACE_F_DRESS": "优雅时装"
"CUST_ITEM_CM_HAIR_MEDTOPSHVDSIDS": "泽西式"
"PLAYER_MORPH_MOUTH_TEXT": "嘴部"
"PLAYER_MORPH_FACE_FATNESS_TEXT": "面部肉感"
"CUST_SKIN_GREEN_3": "青蛙王子"
"CUSTOM_WALK_8": "痞气步伐 4"
"PLAYER_CREATION_FIGURE_EMACIATED": "骨瘦如柴"
"CUST_ITEM_CM_DLC_SAM_SUIT_M_ARMOR": "武士铠甲"
"CUST_ITEM_MALE_LP_UNDWEAR_1": "日常平角裤"
"PLAYER_MORPH_SKIN_TEXT": "肤色"
"CUST_VARIANT_DRAGON_TIE": "龙纹领带"
"CUST_VARIANT_CHECKER": "棋盘格"
"CUST_ITEM_CM_IMPM_UBDY_M_POLOSHIRT": "卡巴纳 Polo 衫"
"FACIAL_EXPRESSION_ANGRY": "愤怒 "
"CUST_ITEM_FEMALE_NLM_OUTFIT_B": "朋克美味"
"CUST_CAT_SUITS": "西装"
"CUST_ITEM_CM_PSD_EYES_M_HPGLASS": "潮人眼镜"
"CUST_TATTOO_LOWER_BACK": "下背"
"PLAYER_MORPH_MOUTH_SIDES_DEPTH_TEXT": "嘴角深度"
"CUST_ITEM_FEMALE_LL_UNDWEAR_3": "恶魔泳裤"
"CUST_CAT_FACE_PIERCINGS": "面部穿刺"
"RACE_ASIAN": "亚洲"
"CUST_ITEM_CF_LPC_UBDY_F_FEMHEROSHIRT": "钢埠女英雄衬衫"
"CUST_TATTOO_ENTIRE_LEG_RIGHT": "整个右腿"
"CUST_INSULT_L": "天使狂热"
"SURGEON_CAT_HEAD": "头部"
"CUSTOM_WALK_FEMALE_6": "淑女摇曳"
"CUST_INSULT_PISS": "撒尿狗"
"CUST_MENU_SEX_PRESETS": "性别预设"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS_TIE": "束入，扣上，超高腰裤，吊带，领带"
"PLAYER_MORPH_NOSTRILS_HEIGHT_TEXT": "鼻孔高度"
"JEWELRY_NAME": "如履薄冰"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_A": "假装一下（女款 A）"
"CUST_COMPLIMENT_C": "野马"
"CUSTOM_PREVIEW_UNAVAILABLE": "预览不可用"
"CUST_VARIANT_ULTOR1": "乌托尔 1"
"CUST_RONIN_COMPLIMENT_D": "罗宁帮赞美 4"
"CUST_MENU_START_GAME": "开始游戏"
"CUST_ITEM_CM_EYE_CARDNIAL_GLASSES": "红衣主教眼镜"
"CUST_SKIN_HISPANIC_03": "拉美裔 3"
"CUST_VARIANT_DUAL_STRIPES_LARGE": "宽双条纹"
"CUSTOM_WALK_14": "痞气步伐 9"
"PLAYER_MORPH_DOUBLECHIN_TEXT": "双下巴"
"COMPONENT_DECAL_1": "贴花 1"
"CUST_ITEM_ANGLE_MEDALLION_LONG": "天后耳环"
"CUST_TATTOO_TORSO_STOMACH": "腹部"
"CUST_SKIN_BLACK_04": "非裔 4"
"PLAYER_MORPH_JAWS_TEXT": "下巴与下颌"
"CUST_ITEM_CM_FPIC_NOSESRIGHT": "右鼻钉"
"CUST_ITEM_CM_HAIR_MTOPSHVDSIDS": "泽西式"
"CUST_VARIANT_THICK_BELT": "粗款"
"HAIR_SALON_NAME_DO_IT_UP": "做起来"
"CUST_VARIANT_PIMPCOAT_STRIPES": "条纹"
"CUST_WEAR_UNBUTTONED_HOOD_DOWN": "不扣，帽子放下"
"CUST_ITEM_CM_PSJ_HAT_M_SRCAP": "钢埠惊艳帽"
"PLAYER_MORPH_JOWLS_DEPTH_TEXT": "双下巴深度"
"CUST_ITEM_CM_DLC_AB_OUTFIT": "祭坛男孩"
"CUST_ITEM_CM_FPIC_SETD": "右眉环与鼻钉"
"CUST_ITEM_CM_HAIR_MIDPARTMED": "中分"
"CUST_CAT_MAKEUP_ENTIRE_FACE": "全脸"
"CUST_ITEM_CM_NLMB_HAT_M_SKULLYKNIT": "兄弟骷髅针织帽"
"CUST_ITEM_FEMALE_PLANETSAINTS_BRA_1": "圣徒中的圣徒文胸"
"CUST_ITEM_5_O'CLOCK_SHADOW": "军士长"
"CUST_ITEM_MID_LENGTH_LARGE_CHAIN": "21世纪牛仔裤"
"PLAYER_MORPH_BALL_HEIGHT_TEXT": "鼻尖高低"
"CUST_VARIANT_ANIMAL": "动物"
"CUST_WEAR_BUTTONED": "扣上"
"FACIAL_EXPRESSION_SLEEPY": "困倦 "
"CUST_SKIN_PURPLE_3": "柔紫"
"CUSTOM_WALK_10": "痞气步伐 6"
"PLAYER_MORPH_MOUTH_SIDES_SIZE_TEXT": "嘴角大小"
"CUST_ITEM_CM_LLO_HAND_M_SBLGLOVES": "口袋火箭手套"
"FACIAL_EXPRESSION_MELLOW": "慵懒 "
"PLAYER_MORPH_EARS_SPACING_TEXT": "耳朵间距"
"PLAYER_MORPH_CHEEKBONE_WIDTH_TEXT": "颧骨宽度"
"CUST_ITEM_LIPS_01": "唇彩"
"CUST_TIE": "领带"
"CUSTOM_WALK_4": "疯狂风"
"PLAYER_MORPH_EAR_CURVE_TEXT": "耳朵弧度"
"CUST_ITEM_CF_LLS_FOOT_F_BOOTIES": "帮派粉碎短靴"
"CUST_VOICE_FEMALE_WHITE": "女性 1"
"CM_BLOWUPDOLL": "充气娃娃"
"CUST_ITEM_BIKER_BOOTS_5": "重磅靴"
"PLAYER_MORPH_LOWER_LIP_WIDTH_TEXT": "下唇宽度"
"CUST_ITEM_FEMALE_NLM_OUTFIT_F": "蒸汽朋克时装"
"CUST_ITEM_CF_LLR_SUIT_F_LACE": "啤酒节短裙"
"CUST_ITEM_CF_NLMD_RWRST_F_WRISTBAND": "摇滚腕带"
"CUST_ITEM_CF_NLMB_LBDY_F_SKIRT": "野孩子裤"
"CUST_ITEM_LEATHER_UNIFORM_GLOVES": "皮手套"
"CUST_TATTOO_NECK": "颈部"
"CUST_VARIANT_FEMALE_SNAKE": "蛇"
"CUST_VARIANT_ALTERNATING": "交替"
"CUST_ITEM_WOMEN_S_BONDAGE_TOP_2": "三秒压制上衣"
"PLAYER_CREATION_FIGURE_AVERAGE": "标准"
"STORE_WEAPON_CACHE": "使用据点武器"
"MALE_ATHLETIC": "男性运动"
"CUST_WEAR_UNTUCKED_UNBUTTONED": "外放，不扣"
"CUST_TATTOO_UPPER_BODY": "上半身"
"PLAYER_MORPH_SKULL_TOP_WIDTH_TEXT": "颅顶宽度"
"CUST_ITEM_FEMALE_NLM_EARRINGS_6": "学院风耳钉"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_E": "战斗宝贝"
"CUST_ITEM_CF_IMPQ_SUIT_F_LATEXDRESS": "林沃德"
"CUST_COMPLIMENT_G": "告诉他们"
"CUST_VARIANT_PIN_STRIPES": "细条"
"CUST_ITEM_CM_DLC_SAM_HAT_M_HELMET": "武士头盔"
"CUST_CAT_SPECIAL_TSHIRTS": "特别T恤"
"PLAYER_MORPH_EYE_SET_TEXT": "眼型套装"








