"CUST_ITEM_CF_HAIR_MED": "SCHULTERLANG"
"SLOT_FRONT_FENDERS": "FRONTKOTFLÜGEL"
"CUST_VARIANT_LEOPARD_2": "LEOPARD 2"
"CUST_SKIN_BLACK_05": "DUNKELHÄUTIG 5"
"CUST_TATTOO_RHAND_2": "KNOCHEN"
"BRIGHT_YELLOW": "HELLGELB"
"CUST_VARIANT_DIAMOND": "DIAMANT"
"CUST_COMP_FACE_MAKEUP_2": "GESPALTENE PERSÖNLICHKEIT"
"HAIR_COLOR_PINK_MATTE": "MATTROSA"
"CUST_VARIANT_STRIPESB": "STREIFEN 2"
"CUST_VARIANT_COLORED_COLLAR": "GEFÄRBTES HALSBAND"
"CUST_ITEM_CF_NLME_UBDY_F_SADTEXT": "TRAURIGER KAPUZENPULLI"
"CUST_SKIN_HISPANIC_02": "LATINO 2"
"CUST_COLOR_ROSE_2": "ROSE 2"
"LOGO_NUMBER10": "NUMMER 10"
"CUST_VARIANT_COLORB": "STIL 2"
"RIM_SET_013": "FELGENSATZ 13"
"LOGO_K12": "K12 97.6"
"CUST_ITEM_CF_LLR_HAND_F_LACYGLOVE": "BAD-GIRL-HANDSCHUHE"
"CUST_SKIN_DEMON": "DÄMONENROSA"
"CUST_PRESET_AGE": "ALTER"
"PLAYER_MORPH_AFRICAN_TEXT": "AFRIKANISCH"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_4": "VIOLETTBLAU 4"
"VEHICLE_COLOR_BRONZE": "BRONZE"
"CUST_VARIANT_TYEDYE": "STIL 1"
"CUST_CAT_LOWER_BODY": "UNTERKÖRPER"
"CUST_TATTOO_ARMS": "ARME"
"PLAYER_MORPH_MOUTH_SIDES_ELEVATION_TEXT": "MUNDSEITENHÖHE"
"PLAYER_CREATION_FIGURE_OBESE": "FETT"
"CUST_COLOR_CLOTHING_GREENS_8": "GRÜN 8"
"CUST_TATTOO_STOMACH_6": "3RD STREET SAINTS"
"CUST_WEAR_TATTOO_MAY_LION": "LÖWE"
"CUST_WEAR_FINGER_RR": "RECHTER RINGFINGER"
"CUST_ITEM_CM_DLC_UBDY_M_GPPANTS": "GENKI-HOSE"
"CUST_COMPLIMENT_S": "PARTY-DANCE"
"Gang_Customization": "BANDENANPASSUNG"
"BRIGHT_PINK": "HELLROSA"
"CUST_SKIN_CAUCASIAN_04": "KAUKASISCH 4"
"FACIAL_EXPRESSION_INEBRIATED": "BETRUNKEN"
"PLAYER_MORPH_DOUBLE_CHIN_DEPTH_TEXT": "DOPPELKINNTIEFE"
"PLAYER_MORPH_BALL_ELEVATION_TEXT": "NASENSPITZENHÖHE"
"PLAYER_MORPH_BROW_TEXT": "AUGENBRAUEN"
"CUST_VARIANT_BUTTONED_SHIRT": "ANZUGHEMD"
"CUST_ITEM_CM_PSF_FOOT_M_HIGHTOPS": "JUMPS"
"CUST_TATTOO_RARM_3": "BRUDERSCHAFT"
"VEHICLE_COLOR_TINT_80": "80%% DECKKRAFT"
"RIM_157": "RADIANT"
"SLOT_DECAL_9": "AUFKLEBER 9"
"CUST_VARIANT_ARMY": "ARMEE"
"CUST_SKIN_ASIAN_05": "ASIATISCH 5"
"PLAYER_MORPH_JAW_ELEVATION_TEXT": "GEBISSHÖHE"
"CUST_COLOR_CLOTHING_BLUES_9": "BLAU 9"
"VEHICLE_PAINT_CLOTH": "STOFF"
"CUST_MORPH_CAT_CROWN": "SCHEITEL"
"PLAYER_MORPH_EARS_HEIGHT_TEXT": "OHRGRÖSSE"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_LAUNCHER_3": "Erhöhe die Munitionskapazität."
"CUST_GANG_HO": "NUTTE"
"COLOR_SLOT_PAINT_1_AND_TRIM": "LACK 1 UND ZIERSTREIFEN"
"CUST_VARIANT_PINSTRIPES": "NADELSTREIFEN"
"CUST_VARIANT_2COLOR_THIN": "ZWEIFARBIG, DÜNN"
"PLAYER_MORPH_CHIN_PITCH_TEXT": "KINNFLUCHT"
"PLAYER_MORPH_BRIDGE_LENGTH_TEXT": "NASENRÜCKENLÄNGE"
"CUST_TATTOO_LFORARM_1": "LE ROI EST MOI"
"COLOR_SLOT_TRIM_2": "ZIERSTREIFEN 2"
"CUST_VARIANT_SERGIO": "SERGIO"
"CUST_ITEM_BASIC_T_SHIRT": "BOMBERJACKE"
"LOGO_FIRE": "FEUERWEHRMANN"
"CUST_VARIANT_SOLID2": "ROBUSTER SONNENSCHIRM"
"CUST_ITEM_LEFT_UPPER_ARM_BARB_WIRE_01": "MURDERBRAWL-HANDSCHUH"
"CUST_PRESET_FIGURE": "KÖRPERBAU"
"PLAYER_MORPH_NOSE_DEPTH_TEXT": "NASENTIEFE"
"CUST_COMP_MUSTACHE_23": "RUNDBART"
"CUST_VARIANT_LARGE_POLKA_DOTS": "GROSSE PUNKTE"
"CUST_WEAR_LOW_LEFT_UNZIPPED_RIGHT_ZIPPED": "LINKS OFFEN, TIEF"
"CUST_ITEM_CF_NLME_LBDY_F_KHAKIS": "CAMO-KHAKIS"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_A": "BORDSTEINSCHWALBE"
"CUST_CAT_MEDALLION": "MEDAILLONS"
"CUST_TATTOO_LOWER_ARM_RIGHT": "RECHTER UNTERARM"
"PLAYER_MORPH_BROW_SPACING_TEXT": "AUGENBRAUENABSTAND"
"LOGO_GHETTO_1": "GHETTOBLASTER 1"
"PLAYER_MORPH_MOUTH_STYLE_TEXT": "MUNDSTIL"
"CUST_ITEM_CM_NLMD_LBDY_M_PANTS": "FLUORESZIERENDE HOSE"
"CUST_ITEM_MALE_MURDERBRAWL_OUTFIT": "3-COUNT-HERRENANZUG"
"CUST_CAT_EYES": "AUGEN"
"CUST_COLOR_CLOTHING_YELLOWS_1": "GELB 1"
"CUST_TATTOO_RUPPARM_1": "SEELE DES WOLFES"
"VEHICLE_PAINT_MODERN": "MODERN"
"SLOT_SPARE_TIRE": "ERSATZRÄDER"
"MALE_OBESE": "MÄNNLICH, FETT"
"CUST_VARIANT_ROPES": "SEILE"
"CUST_ITEM_CM_DLC_M_EARRINGS01": "Z-STYLE DICKE OHRRINGE"
"CUST_ITEM_CM_NYTEBLAYDE": "NYTE BLAYDE"
"CUST_ITEM_CM_LLN_UBDY_M_SEQSHIRT": "DISCO-FIEBER-HEMD"
"PLAYER_MORPH_FACE_SCALE_TEXT": "GESICHTSGRÖSSE"
"CUST_COLOR_CLOTHING_VIOLET_2": "VIOLETT 2"
"CUST_WEAR_BOTH_ROLLED_HIGH": "BEIDE HOCHGEKREMPELT, HOCH"
"CUST_ITEM_CM_NECK_PEARLS": "SCHICKE PERLENKETTE"
"CUST_ITEM_CM_IMPN_LBDY_M_PANTS": "METRO ANZUGHOSE"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRT": "HILLS FREIZEIT-OUTFIT"
"CUST_ITEM_CF_NLMH_EYES_F_HSNGLSTASSLES": "HERZCHENSONNENBRILLE"
"CUST_ITEM_BASIC_LIPSTICK": "STACY-FRISUR MIT HAARBAND"
"CUST_BRO_COMPLIMENT_C": "BRUDERSCHAFT-KOMLIMENT 3"
"CUST_MOVEMENT_MELEE": "KAMPFSTIL"
"CUST_TATTOO_LFORARM_5": "STEUERRAD"
"CUST_VARIANT_COW": "KUH"
"CUST_ITEM_CM_IMPL_LBDY_M_DRESSPANTS": "HOSE IM EUROPÄISCHEN STIL"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRTLOW": "HILLS JACKETT MIT WESTE"
"CUST_ITEM_CM_NATIONALGUARD": "GARDEUNIFORM"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_D": "ELEKTRO-DJ"
"CUST_GANG_LUCHADOR": "LUCHADOR"
"LOGO_NODRUGS": "KEINE DROGEN"
"CUST_VARIANT_DOTS": "PUNKTE"
"CUST_ITEM_5_O_CLOCK_SHADOW_1": "FEIERABENDSCHATTEN"
"RACE_AFRICAN": "DUNKELHÄUTIG"
"CUST_WPN_UPGRADE_DESC_PISTOL_POLICE_3": "Ein Schalldämpfer erhöht den Schaden und verringert den Rückstoß."
"CUST_COMP_MUSTACHE_27": "HUFEISEN"
"VEHICLE_COLOR_YELLOW_LIGHT_TINT": "HELLGELB GETÖNT"
"VEHICLE_COLOR_MUSTARD_GREEN": "SENFGRÜN"
"RIM_176": "SD FTN59"
"CUST_VARIANT_PLAIN": "UNI"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_E": "SPRUNGWURF"
"CUST_TATTOO_TORSO_LOWER_BACK": "UNTERER RÜCKEN"
"CUST_ITEM_FEMALE_PS_UNDWEAR_3": "AUSSER-KONTROLLE-STRING"
"CUST_MOVEMENT_COMPLIMENT": "KOMPLIMENT"
"CUST_VARIANT_CIRCLE": "KREISE"
"CUST_VARIANT_METAL": "METALL"
"CUST_VARIANT_FADED": "VERBLASST"
"CUST_ITEM_CM_DLC_KNIGHT": "RITTER"
"CUST_ITEM_FEMALE_LL_BRA_2": "WAHRE LIEBE"
"CUST_ITEM_CM_LLL_FOOT_M_LBOOTS": "BIKER-LEDERSTIEFEL"
"CUST_DIALOG_DISROBE_TITLE": "ALLE KLEIDUNG ENTFERNEN"
"CUST_WPN_UPGRADE_DESC_SPECIAL_SNIPER_4": "Erhöhe die Munitionskapazität. Der verlängerte Lauf verringert den Rückstoß und erhöht den Schaden."
"VEHICLE_PAINT_CLASSIC_50_S___60_S": "KLASSICH 50ER - 60ER"
"CUST_COLOR_BRIGHT_GREEN": "HELLGRÜN"
"CUST_VARIANT_DROOPS": "DAUNEN"
"CUST_ITEM_CF_LLI_LBDY_F_SHORTS": "KURZE ENGE SHORTS"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEUP": "HIPPIE-KAPUZENPULLI"
"CUST_ITEM_CM_PSI_EYES_M_SHADES": "GAT-STYLE SONNENBRILLE"
"CUST_MENU_RACE_PRESETS": "ETHNISCHE VOREINST."
"PLAYER_MORPH_MOUTH_SIZE_TEXT": "MUNDGRÖSSE"
"CUST_COLOR_CLOTHING_VIOLET_6": "VIOLETT 6"
"SLOT_SECONDARY_SURFACES": "ZWEITOBERFLÄCHE"
"LOGO_RFG": "RFG"
"CUST_VARIANT_SHAGGY": "ZOTTELIG"
"CUST_MENU_WEAR_OPTION": "TRAGEOPTIONEN"
"PLAYER_MORPH_EARS_LENGTH_TEXT": "OHRLÄNGE"
"CUST_COLOR_CLOTHING_YELLOWS_5": "GELB 5"
"CUST_TATTOO_RUPPARM_5": "DER TEUFEL IN DIR"
"VEHICLE_COLOR_FOREST_GREEN": "WALDGRÜN"
"VEHICLE_COLOR_ORANGE_DARK_TINT": "DUNKELORANGE GETÖNT"
"SLOT_SPINNERS": "PROPELLER"
"LOGO_POT_LEAF": "HANFBLATT"
"CUST_WEAR_UNBUTTONED": "OFFEN"
"CUST_ITEM_CM_IMPN_UBDY_M_TURTLENECK": "MODERNER ROLLKRAGENPULLI"
"CUST_ITEM_WOMEN_S_PLATFORM_SHOES": "DEATHMATCH-STIEFEL"
"CUST_GANG_SPACE": "SPACE SAINTS"
"RIM_SET_017": "FELGENSATZ 17"
"CUST_VARIANT_PATTERN_A": "STIL 1"
"CUST_WEAR_TOP_BUTTONED": "OBEN GEKNÖPFT"
"CUST_ITEM_CM_LPG_SUIT_M_ANIMALSUIT": "PARTY ANIMAL"
"CUST_CAT_RIGHT_HAND": "RECHTE HAND"
"CUST_COLOR_RED_2": "ROT 2"
"CUST_VARIANT_LARGE_STRIPE": "GROSSE STREIFEN"
"CUST_ITEM_CM_PSG_LBDY_M_TRACKPANTS": "TRAININGSHOSE"
"CUSTOM_WALK_FEMALE": "STANDARD FRAU"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_3": "Wirf weiter."
"CUST_TATTOO_STOMACH_2": "ROBOTER-SAN"
"CUST_COMP_MUSTACHE_4": "DALI"
"LOGO_KRUNCH": "THE BLOOD 106.66"
"CUST_VARIANT_STRIPES_A": "STREIFEN 1"
"CUST_WEAR_BOTH": "BEIDE"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_NO_SUSPENDERS": "IN HOSE, SEHR HOHE HOSE"
"CUST_ITEM_CF_LLI_UBDY_F_JCKTTUBETOP": "ROLLI MIT JACKE"
"CUST_COMPLIMENT_W": "JUBELN"
"PLAYER_MORPH_UPPER_LIP_LENGTH_TEXT": "OBERLIPPENLÄNGE"
"PLAYER_MORPH_CHIN_WIDTH_TEXT": "KINNBREITE"
"COLOR_SLOT_PAINT_TRIM_AND_RIMS": "LACK, ZIERSTREIFEN UND FELGEN"
"PLAYER_MORPH_EAR_TIP_TEXT": "OHRSPITZE"
"CUST_ITEM_CF_PSD_UBDY_F_GFXHOODCOMBOUP": "LOUNGE-KAPUZENPULLI"
"CUST_ITEM_CF_PSF_UBDY_F_LEFLEUR": "FLEUR DE SAINTS KAPUZENPULLI"
"CUST_ITEM_CM_HAIR_TRIBALMULLET": "VOKUHILA"
"PLAYER_MORPH_LOWER_LID_LENGTH_TEXT": "UNTERLIDLÄNGE"
"PLAYER_MORPH_EARS_TEXT": "OHREN"
"CUST_ITEM_CM_LLN_FOOT_M_LSHOES": "HERREN-DISCO-STIEFEL"
"tat_neck_fleur": "FLEUR DE SAINTS"
"CUST_TATTOO_RARM_7": "TRIBAL BAND"
"RIM_153": "LX-2"
"CUST_WEAR_UNTUCKED_TOP_BUTTON": "HERAUSHÄNGEND, OBERSTER KNOPF"
"CUST_ITEM_CM_DLC_UBDY_M_GPTOP": "FUNTIME!-TOP"
"CUST_ITEM_LPA_M_SPACESUIT": "GANGSTER IM RAUMANZUG"
"CUST_TATTOO_LOWER_LEG_LEFT": "LINKER UNTERSCHENKEL"
"CUST_SKIN_ASIAN_01": "ASIATISCH 1"
"CUST_VARIANT_POLKA_DOT": "GEPUNKTET"
"CUST_ITEM_CF_RING_F_BIGGEM": "FAMILIENERBE"
"CUST_TATTOO_LOWER_LEG_RIGHT": "RECHTER UNTERSCHENKEL"
"LOGO_UNIVERSITY_NEWS": "Stilwater U. News"
"Default": "STANDARD"
"LOGO_VOLITION_2": "VOLITION 2"
"LOGO_SECURITY_1": "SICHERHEIT 1"
"CUST_ITEM_CF_HAIR_MEDIUMBOB": "NORMALER BOB"
"CUST_SAMEDI_COMPLIMENT_A": "SAMEDI-KOMLIMENT 1"
"PLAYER_MORPH_CHEEKBONE_SIZE_TEXT": "WANGENKNOCHENGRÖSSE"
"VEHICLE_COLOR_ORANGE_LIGHT_TINT": "HELLORANGE GETÖNT"
"RIM_130": "T130"
"CUST_ITEM_MALE_PS_UNDWEAR_1": "SAINTS-LOGO-BOXERSHORTS"
"CUST_ITEM_FEMALE_NLM_BRA_1": "GEBROCHENES HERZ"
"CUST_ITEM_CM_HAIR_MOHAWK": "IROKESENSCHNITT"
"DARK_BLUE": "DUNKELBLAU"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_A": "INTERGALAKTISCHER MANN"
"CUST_SAMEDI_TAUNT_D": "SAMEDI-SPOTTGESTE 4"
"PLAYER_MORPH_NOSE_WIDTH_TEXT": "NASENBREITE"
"VEHICLE_COLOR_SNAPPER_RED": "SCHNAPPERROT"
"CUST_COLOR_YELLOW_1": "GELB 1"
"CUST_ITEM_CM_FPIC_NOSESLEFT": "NASENSTECKER LINKS"
"CUST_COLOR_CLOTHING_RED_6": "ROT 6"
"CUST_WPN_UPGRADE_DESC_MELEE_BAT_2": "Erhöhe Schaden."
"RIM_195": "AF1 MONOBLACK CX 504"
"CUST_VARIANT_ULTOR_W_TIE": "ULTOR MIT KRAWATTE"
"PLAYER_MORPH_CHEEK_FATNESS_TEXT": "WANGENDICKE"
"PLAYER_CREATION_BASIC": "EINFACH"
"CUST_COMP_FACE_WART_3": "WARZE 3"
"VEHICLE_COLOR_GALACTIC_DOVE_GRAY": "TAUBENGRAU"
"COMPONENT_EXTRA_LOW_PROFILE": "EXTRA NIEDRIG"
"player_lips": "LIPPENSTIFT"
"CUST_ITEM_FEMALE_LP_EARRINGS_5": "NAZAR-OHRRINGE"
"PLAYER_MORPH_EAR_SPACING_TEXT": "OHRABSTAND"
"LINEUP_WARNING_BODY": "Wenn du zur Gegenüberstellung zurückkehrst, werden deine aktuellen Einstellungen verworfen.\nBist du sicher, dass du das möchtest?"
"CUST_COLOR_CLOTHING_GREENS_4": "GRÜN 4"
"LOGO_UNIVERSITY_3": "STILWATER U 3"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATERTN": "PARISER LAUFSTEGJACKETT"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2A": "URBAN SAFARI JACKE MIT TIEF AUSGESCHNITTENEM T-SHIRT"
"CUST_ITEM_GASMASK": "GASMASKE 3000"
"CUST_ITEM_CF_LPE_LBDY_F_MPANTS": "KAMPFHOSE"
"CUST_SKIN_BLUE_4": "HELLES BLAU"
"PLAYER_MORPH_DOUBLE_CHIN_ELEVATION_TEXT": "DOPPELKINNHÖHE"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_8": "VIOLETTBLAU 8"
"LOGO_NEVERLAND": "NIMMERLAND"
"FEMALE_ATHLETIC": "WEIBLICH, ATHLETISCH"
"CUST_ITEM_CF_DREADSINPIGTAILS": "DREADS IN ZÖPFEN"
"CUST_ITEM_CM_PSG_HAT_M_BUCKETHAT": "Z-STYLE HUT"
"CUST_ITEM_SQUARE_BELT_1": "SCHWERGEWICHT-LEGGINGS"
"CUST_MAX_COMPOSITE_WARNING": "Du hast das Maximum an Auswahlen erreicht."
"PLAYER_MORPH_UPPER_LIP_SIDES_ELEVATION_TEXT": "OBERLIPPENSEITENHÖHE"
"SLOT_BED_OPTIONS": "LADEFLÄCHEN"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2B": "URBAN SAFARI T-SHIRT"
"CUST_ITEM_CM_HAIR_FLATTOP": "MILITÄR"
"PLAYER_MORPH_DOUBLE_CHIN_WIDTH_TEXT": "DOPPELKINNBREITE"
"PLAYER_MORPH_BRIDGE_ELEVATION_TEXT": "NASENRÜCKENHÖHE"
"CUST_COLOR_CLOTHING_BLUE-GREEN_3": "BLAUGRÜN 3"
"VEHICLE_COLOR_CANDY_CHEW_ORANGE": "BONBONORANGE"
"VEHICLE_COLOR_CHAZ_BEIGE": "MELIERTES BEIGE"
"CUST_WEAR_TUCKED_LOW_PANT_NO_SUSPENDERS": "IN HOSE, TIEFE HOSE"
"CUST_INSULT_P": "VORSPIEL"
"CUST_COLOR_CLOTHING_BLUES_5": "BLAU 5"
"CUST_COLOR_CLOTHING_RED-ORANGE_3": "ROTORANGE 3"
"VEHICLE_COLOR_BLUE_WAVE": "BLAUE WELLE"
"SLOT_DECAL_5": "AUFKLEBER 5"
"CUST_COLOR_BRIGHT_ORANGE": "HELLORANGE"
"CUST_COLOR_BLUE_1": "BLAU 1"
"CUST_VARIANT_PLAIN_NO_BOWTIE": "KEINE KRAWATTE"
"CUST_ITEM_CF_RING_F_SAINTSSET": "FLEUR DE SAINTS RINGE"
"CUST_ITEM_CF_NLMD_FACE_F_LIPRING": "RAWK-LIPPENRING"
"CUST_ITEM_CM_NLMA_UBDY_M_SPSHIRTVEST": "STYLISCHER STEAMPUNK"
"SLOT_NITROUS": "NITRO"
"CUST_VARIANT_LARGEPLAID": "GROSSE KAROS"
"CUST_VARIANT_STRETCH_TOP_2": "STIL 2"
"PLAYER_MORPH_MOUTH_ANGLE_TEXT": "MUNDSTELLUNG"
"CUST_VARIANT_MATERIAL__8": "CUST_VARIANT_MATERIAL_#8"
"CUST_WEAR_FINGER_LI": "LINKER ZEIGEFINGER"
"CUST_ITEM_IMPRESSIONS_MALE_L": "MODERN UND IM TREND"
"PLAYER_MORPH_INNER_BROW_ELEVATION_TEXT": "INNERE BRAUENHÖHE"
"CUST_COMP_FACE_SCAR_4": "GROSSE NARBE 4"
"CUST_COMP_MUSTACHE_8": "MONSIEUR"
"LOGO_TEXAS": "TEXAS"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2E": "URBAN SAFARI JACKE MIT KNÖPF-SHIRT"
"PLAYER_MORPH_EYE_SEPARATION_TEXT": "AUGENABSTAND"
"CUST_COLOR_CLOTHING_BLUE-GREEN_7": "BLAUGRÜN 7"
"VEHICLE_COLOR_COLDWASH_BLUE": "VERWASCHENES BLAU"
"CUST_WEAR_HALF-WAY BUTTONED": "HALB GEKNÖPFT"
"CUST_INSULT_T": "VERGISS ES"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_3": "Erhöhe Schussfrequenz, Magazingröße und Schaden. Ein Eisenvisier vorne verbessert die Zielgenauigkeit."
"CUST_COMP_TEST_FACE_MAKEUP": "DÄMONISCHES GRINSEN"
"SLOT_REINFORCED_BUMPER_DESC": "Durch das Verbessern der Haltbarkeit der Stoßstangen kannst du allem, was dir in die Quere kommt einen ordentlichen Schaden verpassen."
"PLAYER_MORPH_FOREHEAD_SHAPE_TEXT": "STIRNFORM"
"VEHICLE_COLOR_GRAY_DARK": "DUNKELGRAU"
"SLOT_DECAL_1": "AUFKLEBER 1"
"LOGO_ZOMBIE": "ZOMBIE"
"LOGO_SR_1": "SAINTS ROW"
"CUST_VARIANT_CRAZY_JACKET_PLAID": "KARIERTE JACKE"
"CUST_VARIANT_POLICE": "POLIZEI"
"CUST_VARIANT_COLOR": "GEFÄRBT"
"CUST_BRA": "BH"
"PLAYER_MORPH_CHIN_DEPTH_TEXT": "KINNTIEFE"
"CUST_COLOR_CLOTHING_BLUES_1": "BLAU 1"
"CUST_COLOR_CLOTHING_RED-ORANGE_7": "ROTORANGE 7"
"COLOR_SLOT_TRIM": "ZIERSTREIFEN"
"COLOR_SLOT_PAINT_3_AND_TRIM": "LACK 3 UND ZIERSTREIFEN"
"CUST_VARIANT_TANK_TOP_2": "STIL 2"
"CUST_ITEM_CF_DLC_WP_LBDY_F_LOWER": "KRIEGERPRINZESSIN UNTEN"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT": "HERREN-MODEL HEMD"
"CUST_ITEM_CM_HAIR_AFRO": "SAINTS AFRO"
"CUST_TATTOO_ENTIRE_LEG_LEFT": "GANZES LINKES BEIN"
"CUST_TATTOO_HEAD_REAR": "HINTERKOPF"
"PLAYER_MORPH_LOWER_LIP_SIZE_TEXT": "UNTERLIPPENGRÖSSE"
"VEHICLE_COLOR_BRIGHT_RED": "HELLROT"
"CUST_COLOR_REDHEAD": "ROTSCHOPF"
"CUST_VARIANT_STYLE_A": "STIL 1"
"CUST_ITEM_CM_LLA_FOOT_M_LTHRBOOTS": "SAFEWORD-STIEFEL"
"PLAYER_MORPH_EYEBALLS_SPACING_TEXT": "AUGAPFELABSTAND"
"PLAYER_MORPH_NOSE_PITCH_TEXT": "NASENSPITZENWINKEL"
"VEHICLE_COLOR_AUTUMN_WOOD_BROWN": "HERBSTWALDBRAUN"
"LOGO_DUCKS": "DUCK TRUCKS"
"CUST_ITEM_CF_NLMC_UBDY_F_GOTHGIRL": "MYSTERY-MAN-T-SHIRT"
"PLAYER_MORPH_EAR_BOTTOM_TEXT": "UNTEROHR"
"LOGO_REPAIR_1": "SERVICETECHNIKER"
"CUST_VARIANT_THICK": "DICKE STREIFEN"
"CUST_ITEM_IMPRESSIONS_FEMALE_P": "KLEINES SCHWARZES"
"CUST_ITEM_FEMALE_LP_BRA_3": "BEACH-BANDEAU"
"CUST_SKIN_RED_YELLOW_4": "ZITRONE"
"CUST_SKIN_METAL_3": "GOLD"
"PLAYER_MORPH_NOSTRILS_SPACING_TEXT": "NASENLOCHABSTAND"
"CUST_COMP_FACE_MAKEUP_10": "BLAUES AUGE LINKS"
"VEHICLE_COLOR_CHOCOLATE_BROWN": "SCHOKOLADENBRAUN"
"CUST_VARIANT_NO_TIE": "OHNE KRAWATTE"
"CUST_ITEM_CF_LLJ_EYES_F_SUNGLASSES": "OMA-SONNENBRILLE"
"CUST_ITEM_CM_NLMA_HAND_M_GLOVESOFNGR": "STEAM PUNK HANDSCHUH"
"SLOT_TORQUE_DESC": "Ein verbessertes Drehmoment sorgt für die nötige Beschleunigung, um Straßenrennen zu gewinnen oder der Polizei zu entkommen."
"CUST_COLOR_LIGHT_BROWN": "HELLBRAUN"
"CUST_VARIANT_CMOVS_MSUNSHINE": "PAISLEY"
"CUST_VARIANT_TINTED": "GETÖNT"
"CUST_ITEM_CM_IMPN_UBDY_M_SWEATER": "MODERNER SWEATER"
"CUST_ITEM_CM_HAIR_COMBEDDOWNJAGGED": "WIRR UND VERWIRRT"
"CUST_CAT_HAIR_COLOR_FACE": "GESICHTSHAARFARBE"
"VEHICLE_COLOR_LIPSTICK_RED": "LIPPENSTIFTROT"
"COLOR_SLOT_PAINT_4": "LACK 4"
"COLOR_SLOT_INTERIOR_4": "INNENAUSSTATTUNG 4"
"COMPONENT_OPTION_D": "OPTION D"
"PLAYER_MORPH_UPPER_LIP_SIDES_SIZE_TEXT": "OBERLIPPENSEITENGRÖSSE"
"STORE_WEAPON_OWNED_EQUIPPED": "{0} STUFE {1} {2}(AUSGERÜSTET)[/format]"
"CUST_COLOR_CLOTHING_YELLOWS_9": "GELB 9"
"SLOT_WINGS": "FLÜGEL"
"CUST_COLOR_ORANGE_2": "ORANGE 2"
"LOGO_STILWATER_BIKE": "STILWATER BIKE CLUB"
"CUST_VARIANT_SNAKESKIN": "SCHLANGENHAUT"
"CUST_WEAR_BACK": "HINTEN"
"CUST_ITEM_CM_LPH_FOOT_M_PIRATEBOOTS": "KAPITÄNSSTIEFEL"
"PLAYER_MORPH_TEMPLES_SPACING_TEXT": "SCHLÄFENABSTAND"
"CUST_WEAR_MID-HEIGHT": "MITTELHOCH"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRT": "ANZUGHEMD"
"CUST_ITEM_CM_IMPB_FOOT_M_LTHRSHOE": "ANZUGSCHUHE"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_E": "KÄMPFER DES IMPERIUMS"
"SLOT_DEFENSE": "DEFENSIV"
"SLOT_HANDLEBARS": "GRIFFE"
"SLOT_WHEEL_COVERS": "RADKASTENVERKLEIDUNGEN"
"IRIDESCENT_2": "IRISIEREND 2"
"CUST_VARIANT_VEST_B": "STIL 2"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT2": "MOD MIT HEMD UND FLIEGE"
"CUST_ITEM_CM_HAIR_COMBEDDOWNFLUSH": "TEENIE-SCHWARM"
"CUST_ITEM_FEMALE_LP_EARRINGS_1": "MARIENKÄFEROHRRINGE"
"CUST_EXIT_WARNING_BODY": "Spielererstellung verlassen?"
"PLAYER_CREATION_FIGURE_HUGE": "STÄMMIG"
"CUST_COLOR_CLOTHING_RED_2": "ROT 2"
"VEHICLE_COLOR_FAINT_TARRAGON_GRAY": "BLASSES TARRAGON-GRAU"
"RIM_RBP": "RBP"
"RIM_191": "C-X 504 PURPLE-WHITE"
"LOGO_CAVE_2": "PHANTOMHÖHLE 2"
"CUST_ITEM_CF_PSA_UBDY_F_3RDSTREET": "3RD STREET KAPUZENPULLI"
"CUST_UNDERSHIRT": "UNTERHEMDEN"
"CUST_COMP_MUSTACHE_18": "HOLLYWOODSTAR"
"CUST_COMP_FEMALE_EYEBROWS": "NATÜRLICH WEIBLICH"
"OPTION_38": "OPTION 38"
"HAIR_COLOR_AUBURN": "KASTANIE"
"CUST_ITEM_CM_LPG_MASK_M_MASKLION": "LÖWENMASKE"
"CUST_ITEM_CM_PSJ_FOOT_M_SNEAKERS": "ULTRAS"
"CUST_ITEM_AISHA_EAR_PIERCING_LEFT": "DICKER RING"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_2": "GELBORANGE 2"
"CUST_TATTOO_FACE_8": "BOUNTY"
