"CUST_ITEM_CF_HAIR_MED": "MI-LONGS"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_ELEVATION_TEXT": "HAUTEUR MILIEU LÈVRE SUPÉRIEURE"
"PLAYER_CREATION_RANDOMIZE": "ALÉATOIRE"
"CUST_TATTOO_LOWBACK_6": "AS DES AS"
"VEHICLE_PAINT_HEROGLOSS_PAINT": "BRILLANT"
"CUST_VARIANT_POLISHED_LEATHER": "CUIR POLI"
"CUST_ITEM_CF_PSG_UBDY_F_TANKTOP": "DÉBARDEUR"
"MENU_STYLE": "STYLE"
"CUST_TATTOO_FACE_5": "PRODUCTION DE MASSE"
"LOGO_BROTHERHOOD_2": "BROTHERHOOD 2"
"CUST_VARIANT_COLOR_BOTTOMS": "PANTALON COLORÉ"
"CUST_WEAR_FOREWARD": "AVANT"
"CUST_ITEM_LONG_SLEEVE_BUTTONED_SHIRT_AND_BOW_TIE": "MANTEAU STYLÉ AVEC VESTE"
"CUSTOM_WALK_15": "STYLE VOYOU 10"
"PLAYER_MORPH_FAT_TEXT": "GRAISSE"
"PLAYER_MORPH_CHEEKS_TEXT": "JOUES"
"CUST_COLOR_CLOTHING_VIOLET-RED_3": "VIOLET-ROUGE 3"
"CUST_COLOR_CLOTHING_BROWNS_2": "BRUN 2"
"CUST_COMP_MUSTACHE_15": "COLLIER"
"SLOT_FRONT_FENDERS": "AILES AVANT"
"CUST_VARIANT_LEOPARD_2": "LÉOPARD 2"
"CUST_SKIN_BLACK_05": "AFRO-AMÉRICAIN 5"
"CUST_TATTOO_RHAND_2": "DÉSOSSÉ"
"BRIGHT_YELLOW": "JAUNE CLAIR"
"CUST_VARIANT_DIAMOND": "DIAMANT"
"CUST_COMP_FACE_MAKEUP_2": "DOUBLE PERSONNALITÉ"
"HAIR_COLOR_PINK_MATTE": "ROSE MAT"
"CUST_VARIANT_STRIPESB": "BANDES 2"
"CUST_VARIANT_COLORED_COLLAR": "COLLIER COLORÉ"
"CUST_ITEM_CF_NLME_UBDY_F_SADTEXT": "SWEAT PLUS TRISTE TU MEURS"
"CUST_SKIN_HISPANIC_02": "HISPANIQUE 2"
"CUST_COLOR_ROSE_2": "ROSE 2"
"LOGO_NUMBER10": "NUMÉRO 10"
"CUST_VARIANT_COLORB": "STYLE 2"
"RIM_SET_013": "PACK JANTES 13"
"LOGO_K12": "K12 97.6"
"CUST_ITEM_CF_LLR_HAND_F_LACYGLOVE": "GANTS DE COQUINE"
"CUST_SKIN_DEMON": "ROSE DÉMON"
"CUST_PRESET_AGE": "ÂGE"
"PLAYER_MORPH_AFRICAN_TEXT": "AFRICAIN"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_4": "VIOLET-BLEU 4"
"VEHICLE_COLOR_BRONZE": "BRONZE"
"CUST_VARIANT_TYEDYE": "STYLE 1"
"CUST_CAT_LOWER_BODY": "BAS DU CORPS"
"CUST_TATTOO_ARMS": "BRAS"
"PLAYER_MORPH_MOUTH_SIDES_ELEVATION_TEXT": "HAUTEUR CÔTÉS BOUCHE"
"PLAYER_CREATION_FIGURE_OBESE": "OBÈSE"
"CUST_COLOR_CLOTHING_GREENS_8": "VERT 8"
"CUST_TATTOO_STOMACH_6": "THIRD STREET SAINTS"
"CUST_WEAR_TATTOO_MAY_LION": "LION CHINOIS"
"CUST_WEAR_FINGER_RR": "ANNULAIRE DROIT"
"CUST_ITEM_CM_DLC_UBDY_M_GPPANTS": "PANTALON REALITY CLIMAX"
"CUST_COMPLIMENT_S": "DE LA RIVIÈRE"
"Gang_Customization": "PERSONNALISATION GANG"
"BRIGHT_PINK": "ROSE CLAIR"
"CUST_SKIN_CAUCASIAN_04": "CAUCASIEN 4"
"FACIAL_EXPRESSION_INEBRIATED": "IVRE"
"PLAYER_MORPH_DOUBLE_CHIN_DEPTH_TEXT": "PROFONDEUR DU DOUBLE MENTON"
"PLAYER_MORPH_BALL_ELEVATION_TEXT": "ÉLÉVATION DE LA POINTE"
"PLAYER_MORPH_BROW_TEXT": "SOURCILS"
"CUST_VARIANT_BUTTONED_SHIRT": "CHEMISE HABILLÉE"
"CUST_ITEM_CM_PSF_FOOT_M_HIGHTOPS": "JUMPS"
"CUST_TATTOO_RARM_3": "FRATERNITÉ"
"VEHICLE_COLOR_TINT_80": "TEINTE 80%%"
"RIM_157": "RADIANT"
"SLOT_DECAL_9": "STICKER 9"
"CUST_VARIANT_ARMY": "ARMÉE"
"CUST_SKIN_ASIAN_05": "ASIATIQUE 5"
"PLAYER_MORPH_JAW_ELEVATION_TEXT": "HAUTEUR DE LA MÂCHOIRE"
"CUST_COLOR_CLOTHING_BLUES_9": "BLEU 9"
"VEHICLE_PAINT_CLOTH": "TISSU"
"CUST_MORPH_CAT_CROWN": "TÊTE"
"PLAYER_MORPH_EARS_HEIGHT_TEXT": "TAILLE DES OREILLES"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_LAUNCHER_3": "Augmente la capacité de munitions."
"CUST_GANG_HO": "PUTE"
"COLOR_SLOT_PAINT_1_AND_TRIM": "PEINTURE 1 ET GARNITURES"
"CUST_VARIANT_PINSTRIPES": "RAYURES"
"CUST_VARIANT_2COLOR_THIN": "BICOLORE, FIN"
"PLAYER_MORPH_CHIN_PITCH_TEXT": "INCLINAISON DU MENTON"
"PLAYER_MORPH_BRIDGE_LENGTH_TEXT": "LONGUEUR DE L'ARÊTE NASALE"
"CUST_TATTOO_LFORARM_1": "ROI"
"COLOR_SLOT_TRIM_2": "GARNITURE 2"
"CUST_VARIANT_SERGIO": "SERGIO"
"CUST_ITEM_BASIC_T_SHIRT": "BLOUSON D'AVIATEUR"
"LOGO_FIRE": "POMPIERS"
"CUST_VARIANT_SOLID2": "VISIÈRE SOLIDE"
"CUST_ITEM_LEFT_UPPER_ARM_BARB_WIRE_01": "GANT MURDERBRAWL"
"CUST_PRESET_FIGURE": "CARRURE"
"PLAYER_MORPH_NOSE_DEPTH_TEXT": "PROFONDEUR DU NEZ"
"CUST_COMP_MUSTACHE_23": "PROÉMINENTE"
"CUST_VARIANT_LARGE_POLKA_DOTS": "POIS, GROS"
"CUST_WEAR_LOW_LEFT_UNZIPPED_RIGHT_ZIPPED": "OUVERT GAUCHE, BAS"
"CUST_ITEM_CF_NLME_LBDY_F_KHAKIS": "CAPRI CAMOUFLAGE"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_A": "TRAVAILLEUSE DE RUE"
"CUST_CAT_MEDALLION": "MÉDAILLONS"
"CUST_TATTOO_LOWER_ARM_RIGHT": "BRAS DROIT BAS"
"PLAYER_MORPH_BROW_SPACING_TEXT": "ESPACEMENT DES SOURCILS"
"LOGO_GHETTO_1": "GHETTO BLASTER 1"
"PLAYER_MORPH_MOUTH_STYLE_TEXT": "STYLE DE BOUCHE"
"CUST_ITEM_CM_NLMD_LBDY_M_PANTS": "PANTALON DAYGLO"
"CUST_ITEM_MALE_MURDERBRAWL_OUTFIT": "TENUE THREE COUNT (HOMME)"
"CUST_CAT_EYES": "YEUX"
"CUST_COLOR_CLOTHING_YELLOWS_1": "JAUNE 1"
"CUST_TATTOO_RUPPARM_1": "ESPRIT DU LOUP"
"VEHICLE_PAINT_MODERN": "MODERNE"
"SLOT_SPARE_TIRE": "PNEUS DE RECHANGE"
"MALE_OBESE": "HOMME, OBÈSE"
"CUST_VARIANT_ROPES": "CORDES"
"CUST_ITEM_CM_DLC_M_EARRINGS01": "ANNEAUX STYLE Z"
"CUST_ITEM_CM_NYTEBLAYDE": "NYTE BLAYDE"
"CUST_ITEM_CM_LLN_UBDY_M_SEQSHIRT": "CHEMISE FIÈVRE DE LA DISCO"
"PLAYER_MORPH_FACE_SCALE_TEXT": "AJUSTEMENT DES TRAITS"
"CUST_COLOR_CLOTHING_VIOLET_2": "VIOLET 2"
"CUST_WEAR_BOTH_ROLLED_HIGH": "REVERS, HAUT"
"CUST_ITEM_CM_NECK_PEARLS": "COLLIER CLASSE"
"CUST_ITEM_CM_IMPN_LBDY_M_PANTS": "PANTALON MÉTRO"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRT": "T-SHIRT BRANCHÉ DÉCONTRACT'"
"CUST_ITEM_CF_NLMH_EYES_F_HSNGLSTASSLES": "LUNETTES DU CANDY KID"
"CUST_ITEM_BASIC_LIPSTICK": "CHEVEUX BOUCLÉS AVEC BANDEAU"
"CUST_BRO_COMPLIMENT_C": "COMPLIMENT BROTHERHOOD 3"
"CUST_MOVEMENT_MELEE": "STYLE DE COMBAT"
"CUST_TATTOO_LFORARM_5": "ROUE DE BATEAU"
"CUST_VARIANT_COW": "VACHE"
"CUST_ITEM_CM_IMPL_LBDY_M_DRESSPANTS": "PANTALON MODÈLE EUROPÉEN"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRTLOW": "VESTE BRANCHÉE ET DÉBARDEUR"
"CUST_ITEM_CM_NATIONALGUARD": "UNIFORME DE GARDE DE STEELPORT"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_D": "DJ ÉLECTRO"
"CUST_GANG_LUCHADOR": "LUCHADOR"
"LOGO_NODRUGS": "NO DRUGS"
"CUST_VARIANT_DOTS": "POINTS"
"CUST_ITEM_5_O_CLOCK_SHADOW_1": "BARBE D'UN JOUR"
"RACE_AFRICAN": "AFRO-AMÉRICAIN"
"CUST_WPN_UPGRADE_DESC_PISTOL_POLICE_3": "Le silencieux augmente les dégâts et diminue le recul."
"CUST_COMP_MUSTACHE_27": "FER À CHEVAL"
"VEHICLE_COLOR_YELLOW_LIGHT_TINT": "TEINTE JAUNE CLAIR"
"VEHICLE_COLOR_MUSTARD_GREEN": "VERT MOUTARDE"
"RIM_176": "SD FTN59"
"CUST_VARIANT_PLAIN": "UNI"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_E": "GRAND ATHLÈTE"
"CUST_TATTOO_TORSO_LOWER_BACK": "BAS DU DOS"
"CUST_ITEM_FEMALE_PS_UNDWEAR_3": "STRING SAINTS CHAUD DEVANT"
"CUST_MOVEMENT_COMPLIMENT": "COMPLIMENT"
"CUST_VARIANT_CIRCLE": "CERCLES"
"CUST_VARIANT_METAL": "MÉTAL"
"CUST_VARIANT_FADED": "DÉLAVÉ"
"CUST_ITEM_CM_DLC_KNIGHT": "CHEVALIER"
"CUST_ITEM_FEMALE_LL_BRA_2": "AMOUR VÉRITABLE"
"CUST_ITEM_CM_LLL_FOOT_M_LBOOTS": "BOTTES DE MOTARD DUR À CUIRE"
"CUST_DIALOG_DISROBE_TITLE": "RETIRER TOUS VÊTEMENTS"
"CUST_WPN_UPGRADE_DESC_SPECIAL_SNIPER_4": "Augmente la capacité de munitions. Le canon allongé augmente les dégâts et diminue le recul."
"VEHICLE_PAINT_CLASSIC_50_S___60_S": "ANNÉES 50 - 60"
"CUST_COLOR_BRIGHT_GREEN": "VERT CLAIR"
"CUST_VARIANT_DROOPS": "AFFAISSEMENT"
"CUST_ITEM_CF_LLI_LBDY_F_SHORTS": "SHORT MOULANT COURT"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEUP": "SWEAT DE KIFFEUSE (CAPUCHE)"
"CUST_ITEM_CM_PSI_EYES_M_SHADES": "LUNETTES FLINGUE"
"CUST_MENU_RACE_PRESETS": "PRÉRÉGLAGES TYPE"
"PLAYER_MORPH_MOUTH_SIZE_TEXT": "TAILLE DE LA BOUCHE"
"CUST_COLOR_CLOTHING_VIOLET_6": "VIOLET 6"
"SLOT_SECONDARY_SURFACES": "SURFACES SECONDAIRES"
"LOGO_RFG": "RFG"
"CUST_VARIANT_SHAGGY": "HIRSUTE"
"CUST_MENU_WEAR_OPTION": "OPTIONS VÊTEMENTS"
"PLAYER_MORPH_EARS_LENGTH_TEXT": "LONGUEUR DES OREILLES"
"CUST_COLOR_CLOTHING_YELLOWS_5": "JAUNE 5"
"CUST_TATTOO_RUPPARM_5": "LE DIABLE QUE TU CONNAIS"
"VEHICLE_COLOR_FOREST_GREEN": "VERT FORÊT"
"VEHICLE_COLOR_ORANGE_DARK_TINT": "TEINTE ORANGE FONCÉ"
"SLOT_SPINNERS": "ENJOLIVEURS TOURNANTS"
"LOGO_POT_LEAF": "FEUILLE DE CANNA"
"CUST_WEAR_UNBUTTONED": "NON BOUTONNÉ"
"CUST_ITEM_CM_IMPN_UBDY_M_TURTLENECK": "COL ROULÉ MODERNE"
"CUST_ITEM_WOMEN_S_PLATFORM_SHOES": "BOTTES DE COMBAT À MORT"
"CUST_GANG_SPACE": "SAINTS DE L'ESPACE"
"RIM_SET_017": "PACK JANTES 17"
"CUST_VARIANT_PATTERN_A": "STYLE 1"
"CUST_WEAR_TOP_BUTTONED": "BOUTONNÉ EN HAUT"
"CUST_ITEM_CM_LPG_SUIT_M_ANIMALSUIT": "ANIMAL DE FÊTE"
"CUST_CAT_RIGHT_HAND": "MAIN DROITE"
"CUST_COLOR_RED_2": "ROUGE 2"
"CUST_VARIANT_LARGE_STRIPE": "BANDES LARGES"
"CUST_ITEM_CM_PSG_LBDY_M_TRACKPANTS": "PANTALON DE GYM"
"CUSTOM_WALK_FEMALE": "FEMME PAR DÉFAUT"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_3": "Se lance plus loin."
"CUST_TATTOO_STOMACH_2": "ROBOTO-SAN"
"CUST_COMP_MUSTACHE_4": "DALI"
"LOGO_KRUNCH": "THE BLOOD 106.66"
"CUST_VARIANT_STRIPES_A": "BANDES 1"
"CUST_WEAR_BOTH": "LES DEUX"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_NO_SUSPENDERS": "RENTRÉ, TRÈS HAUT"
"CUST_ITEM_CF_LLI_UBDY_F_JCKTTUBETOP": "BUSTIER AVEC VESTE"
"CUST_COMPLIMENT_W": "À LA VÔTRE"
"PLAYER_MORPH_UPPER_LIP_LENGTH_TEXT": "LONGUEUR LÈVRE SUPÉRIEURE"
"PLAYER_MORPH_CHIN_WIDTH_TEXT": "LARGEUR DU MENTON"
"COLOR_SLOT_PAINT_TRIM_AND_RIMS": "PEINTURE, GARNITURE ET JANTES"
"PLAYER_MORPH_EAR_TIP_TEXT": "POINTE DES OREILLES"
"CUST_ITEM_CF_PSD_UBDY_F_GFXHOODCOMBOUP": "SWEAT À CAPUCHE LOUNGE"
"CUST_ITEM_CF_PSF_UBDY_F_LEFLEUR": "SWEAT \"FLEURS DE SAINTS\""
"CUST_ITEM_CM_HAIR_TRIBALMULLET": "NUQUE LONGUE"
"PLAYER_MORPH_LOWER_LID_LENGTH_TEXT": "LONGUEUR LÈVRE INFÉRIEURE"
"PLAYER_MORPH_EARS_TEXT": "OREILLES"
"CUST_ITEM_CM_LLN_FOOT_M_LSHOES": "TALONS DISCO"
"tat_neck_fleur": "FLEUR DE SAINTS"
"CUST_TATTOO_RARM_7": "POIGNET TRIBAL"
"RIM_153": "LX-2"
"CUST_WEAR_UNTUCKED_TOP_BUTTON": "NON RENTRÉ, BOUTON DU HAUT"
"CUST_ITEM_CM_DLC_UBDY_M_GPTOP": "HAUT FUNTIME!"
"CUST_ITEM_LPA_M_SPACESUIT": "GANGSTERS EN COMBINAISON SPATIALE"
"CUST_TATTOO_LOWER_LEG_LEFT": "JAMBE GAUCHE BAS"
"CUST_SKIN_ASIAN_01": "ASIATIQUE 1"
"CUST_VARIANT_POLKA_DOT": "POIS"
"CUST_ITEM_CF_RING_F_BIGGEM": "BIJOUX DE FAMILLE"
"CUST_TATTOO_LOWER_LEG_RIGHT": "JAMBE DROITE BAS"
"LOGO_UNIVERSITY_NEWS": "Stilwater U. News"
"Default": "DÉFAUT"
"LOGO_VOLITION_2": "VOLITION 2"
"LOGO_SECURITY_1": "SÉCURITÉ 1"
"CUST_ITEM_CF_HAIR_MEDIUMBOB": "CARRÉ MI-LONG"
"CUST_SAMEDI_COMPLIMENT_A": "COMPLIMENT SAMEDI 1"
"PLAYER_MORPH_CHEEKBONE_SIZE_TEXT": "TAILLE DES POMMETTES"
"VEHICLE_COLOR_ORANGE_LIGHT_TINT": "TEINTE ORANGE CLAIR"
"RIM_130": "T130"
"CUST_ITEM_MALE_PS_UNDWEAR_1": "BOXER À LOGO"
"CUST_ITEM_FEMALE_NLM_BRA_1": "CŒUR BRISÉ"
"CUST_ITEM_CM_HAIR_MOHAWK": "CRÊTE"
"DARK_BLUE": "BLEU FONCÉ"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_A": "HOMME DE L'ESPACE"
"CUST_SAMEDI_TAUNT_D": "VANNE SAMEDI 4"
"PLAYER_MORPH_NOSE_WIDTH_TEXT": "LARGEUR DU NEZ"
"VEHICLE_COLOR_SNAPPER_RED": "ROUGE POISSON"
"CUST_COLOR_YELLOW_1": "JAUNE 1"
"CUST_ITEM_CM_FPIC_NOSESLEFT": "CLOU DE NARINE (GAUCHE)"
"CUST_COLOR_CLOTHING_RED_6": "ROUGE 6"
"CUST_WPN_UPGRADE_DESC_MELEE_BAT_2": "Augmente les dégâts."
"RIM_195": "AF1 MONOBLACK CX 504"
"CUST_VARIANT_ULTOR_W_TIE": "ULTOR AVEC CRAVATE"
"PLAYER_MORPH_CHEEK_FATNESS_TEXT": "REMPLISSAGE DES JOUES"
"PLAYER_CREATION_BASIC": "NORMALE"
"CUST_COMP_FACE_WART_3": "VERRUE 3"
"VEHICLE_COLOR_GALACTIC_DOVE_GRAY": "GRIS COLOMBE GALACTIQUE"
"COMPONENT_EXTRA_LOW_PROFILE": "SILHOUETTE EXTRA BASSE"
"player_lips": "ROUGE À LÈVRES"
"CUST_ITEM_FEMALE_LP_EARRINGS_5": "ŒIL POUR ŒIL"
"PLAYER_MORPH_EAR_SPACING_TEXT": "ESPACEMENT DES OREILLES"
"LINEUP_WARNING_BODY": "Revenir au tapissage annulera tes paramètres actuels.\nVeux-tu vraiment le faire?"
"CUST_COLOR_CLOTHING_GREENS_4": "VERT 4"
"LOGO_UNIVERSITY_3": "U STILWATER 3"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATERTN": "VESTE DÉFILÉ PARISIEN"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2A": "BLOUSON \"SAFARI URBAIN\" AVEC T-SHIRT DÉCOLLETÉ"
"CUST_ITEM_GASMASK": "FUMIGATOR 3000"
"CUST_ITEM_CF_LPE_LBDY_F_MPANTS": "PANTALON DE COMBAT"
"CUST_SKIN_BLUE_4": "LÉGÈREMENT BLEU"
"PLAYER_MORPH_DOUBLE_CHIN_ELEVATION_TEXT": "HAUTEUR DU DOUBLE MENTON"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_8": "VIOLET-BLEU 8"
"LOGO_NEVERLAND": "NEVER LAND"
"FEMALE_ATHLETIC": "FEMME, ATHLÉTIQUE"
"CUST_ITEM_CF_DREADSINPIGTAILS": "NATTES DE DREADS"
"CUST_ITEM_CM_PSG_HAT_M_BUCKETHAT": "STYLE Z"
"CUST_ITEM_SQUARE_BELT_1": "COLLANTS DE POIDS LOURD"
"CUST_MAX_COMPOSITE_WARNING": "Tu as atteint le nombre maximum de sélections autorisées."
"PLAYER_MORPH_UPPER_LIP_SIDES_ELEVATION_TEXT": "HAUTEUR CÔTÉS LÈVRE SUPÉRIEURE"
"SLOT_BED_OPTIONS": "MODIFS PLATEAU"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2B": "T-SHIRT \"SAFARI URBAIN\""
"CUST_ITEM_CM_HAIR_FLATTOP": "COUPE MILITAIRE"
"PLAYER_MORPH_DOUBLE_CHIN_WIDTH_TEXT": "LARGEUR DU DOUBLE MENTON"
"PLAYER_MORPH_BRIDGE_ELEVATION_TEXT": "HAUTEUR DE L'ARÊTE NASALE"
"CUST_COLOR_CLOTHING_BLUE-GREEN_3": "BLEU-VERT 3"
"VEHICLE_COLOR_CANDY_CHEW_ORANGE": "ORANGE BONBON"
"VEHICLE_COLOR_CHAZ_BEIGE": "BEIGE CHAZE"
"CUST_WEAR_TUCKED_LOW_PANT_NO_SUSPENDERS": "RENTRÉ, BAS"
"CUST_INSULT_P": "PRINCESSE OREILLER"
"CUST_COLOR_CLOTHING_BLUES_5": "BLEU 5"
"CUST_COLOR_CLOTHING_RED-ORANGE_3": "ROUGE-ORANGE 3"
"VEHICLE_COLOR_BLUE_WAVE": "BLEU OCÉAN"
"SLOT_DECAL_5": "STICKER 5"
"CUST_COLOR_BRIGHT_ORANGE": "ORANGE CLAIR"
"CUST_COLOR_BLUE_1": "BLEU 1"
"CUST_VARIANT_PLAIN_NO_BOWTIE": "PAS DE CRAVATE"
"CUST_ITEM_CF_RING_F_SAINTSSET": "BAGUES \"FLEUR DE SAINTS\""
"CUST_ITEM_CF_NLMD_FACE_F_LIPRING": "ANNEAU À LA LÈVRE"
"CUST_ITEM_CM_NLMA_UBDY_M_SPSHIRTVEST": "STEAMPUNK STYLÉ"
"SLOT_NITROUS": "NITRO"
"CUST_VARIANT_LARGEPLAID": "TISSU ÉCOSSAIS"
"CUST_VARIANT_STRETCH_TOP_2": "STYLE 2"
"PLAYER_MORPH_MOUTH_ANGLE_TEXT": "ANGLE DE LA BOUCHE"
"CUST_VARIANT_MATERIAL__8": "CUST_VARIANT_MATERIAL_#8"
"CUST_WEAR_FINGER_LI": "INDEX GAUCHE"
"CUST_ITEM_IMPRESSIONS_MALE_L": "MODERNE ET À LA MODE"
"PLAYER_MORPH_INNER_BROW_ELEVATION_TEXT": "HAUTEUR INTÉRIEUR DES SOURCILS"
"CUST_COMP_FACE_SCAR_4": "GRANDE CICATRICE 4"
"CUST_COMP_MUSTACHE_8": "MONSIEUR"
"LOGO_TEXAS": "TEXAS"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2E": "BLOUSON \"SAFARI URBAIN\" AVEC CHEMISE"
"PLAYER_MORPH_EYE_SEPARATION_TEXT": "SÉPARATION DES YEUX"
"CUST_COLOR_CLOTHING_BLUE-GREEN_7": "BLEU-VERT 7"
"VEHICLE_COLOR_COLDWASH_BLUE": "BLEU FROID"
"CUST_WEAR_HALF-WAY BUTTONED": "MI-BOUTONNÉ"
"CUST_INSULT_T": "NAN"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_3": "Augmente la cadence de tir, la capacité des chargeurs et les dégâts. La mire métallique améliore la précision en visée."
"CUST_COMP_TEST_FACE_MAKEUP": "SOURIRE MACABRE"
"SLOT_REINFORCED_BUMPER_DESC": "Améliorer la durabilité de ton pare-choc te permet de réduire en bouillie tout ce qui se trouve sur ton chemin."
"PLAYER_MORPH_FOREHEAD_SHAPE_TEXT": "FORME DU FRONT"
"VEHICLE_COLOR_GRAY_DARK": "GRIS FONCÉ"
"SLOT_DECAL_1": "DÉCALCO 1"
"LOGO_ZOMBIE": "ZOMBIE"
"LOGO_SR_1": "SAINTS ROW"
"CUST_VARIANT_CRAZY_JACKET_PLAID": "VESTE FANTAISIE ÉCOSSAISE"
"CUST_VARIANT_POLICE": "POLICE"
"CUST_VARIANT_COLOR": "COLORÉ"
"CUST_BRA": "SOUTIEN-GORGE"
"PLAYER_MORPH_CHIN_DEPTH_TEXT": "PROFONDEUR DU MENTON"
"CUST_COLOR_CLOTHING_BLUES_1": "BLEU 1"
"CUST_COLOR_CLOTHING_RED-ORANGE_7": "ROUGE-ORANGE 7"
"COLOR_SLOT_TRIM": "GARNITURE"
"COLOR_SLOT_PAINT_3_AND_TRIM": "PEINTURE 3 ET GARNITURE"
"CUST_VARIANT_TANK_TOP_2": "STYLE 2"
"CUST_ITEM_CF_DLC_WP_LBDY_F_LOWER": "BAS DE PRINCESSE GUERRIÈRE"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT": "CHEMISE \"BEAU GOSSE\""
"CUST_ITEM_CM_HAIR_AFRO": "AFRO SAINTS"
"CUST_TATTOO_ENTIRE_LEG_LEFT": "JAMBE GAUCHE COMPLÈTE"
"CUST_TATTOO_HEAD_REAR": "ARRIÈRE CRÂNE"
"PLAYER_MORPH_LOWER_LIP_SIZE_TEXT": "TAILLE DE LA LÈVRE INFÉRIEURE"
"VEHICLE_COLOR_BRIGHT_RED": "ROUGE CLAIR"
"CUST_COLOR_REDHEAD": "ROUX"
"CUST_VARIANT_STYLE_A": "STYLE 1"
"CUST_ITEM_CM_LLA_FOOT_M_LTHRBOOTS": "BOTTES SADO MASO"
"PLAYER_MORPH_EYEBALLS_SPACING_TEXT": "ESPACEMENT GLOBES OCULAIRES"
"PLAYER_MORPH_NOSE_PITCH_TEXT": "REDRESSEMENT DU NEZ"
"VEHICLE_COLOR_AUTUMN_WOOD_BROWN": "MARRON AUTOMNAL"
"LOGO_DUCKS": "DUCK TRUCKS"
"CUST_ITEM_CF_NLMC_UBDY_F_GOTHGIRL": "T-SHIRT \"HOMME MYSTÉRIEUX\""
"PLAYER_MORPH_EAR_BOTTOM_TEXT": "BAS DES OREILLES"
"LOGO_REPAIR_1": "RÉPARATEUR"
"CUST_VARIANT_THICK": "GROSSES BANDES"
"CUST_ITEM_IMPRESSIONS_FEMALE_P": "ROBE DE SOIRÉE"
"CUST_ITEM_FEMALE_LP_BRA_3": "BANDEAU DE PLAGE"
"CUST_SKIN_RED_YELLOW_4": "CITRON"
"CUST_SKIN_METAL_3": "OR"
"PLAYER_MORPH_NOSTRILS_SPACING_TEXT": "ESPACEMENT DES NARINES"
"CUST_COMP_FACE_MAKEUP_10": "ŒIL AU BEURRE NOIR GAUCHE"
"VEHICLE_COLOR_CHOCOLATE_BROWN": "CHOCOLAT"
"CUST_VARIANT_NO_TIE": "SANS CRAVATE"
"CUST_ITEM_CF_LLJ_EYES_F_SUNGLASSES": "LUNETTES DE GRAND-MÈRE"
"CUST_ITEM_CM_NLMA_HAND_M_GLOVESOFNGR": "GANT STEAMPUNK"
"SLOT_TORQUE_DESC": "Un couple amélioré t'offrira plus d'accélération pour remporter les courses de rue, ou pour éviter la flicaille."
"CUST_COLOR_LIGHT_BROWN": "CHÂTAIN CLAIR"
"CUST_VARIANT_CMOVS_MSUNSHINE": "CACHEMIRE"
"CUST_VARIANT_TINTED": "TEINTÉ"
"CUST_ITEM_CM_IMPN_UBDY_M_SWEATER": "PULL MODERNE HOMME"
"CUST_ITEM_CM_HAIR_COMBEDDOWNJAGGED": "MÈCHES IRRÉGULIÈRES"
"CUST_CAT_HAIR_COLOR_FACE": "COULEUR DES POILS DU VISAGE"
"VEHICLE_COLOR_LIPSTICK_RED": "ROUGE VAMP"
"COLOR_SLOT_PAINT_4": "PEINTURE 4"
"COLOR_SLOT_INTERIOR_4": "INTÉRIEUR 4"
"COMPONENT_OPTION_D": "OPTION D"
"PLAYER_MORPH_UPPER_LIP_SIDES_SIZE_TEXT": "TAILLE CÔTÉS LÈVRE SUPÉRIEURE"
"STORE_WEAPON_OWNED_EQUIPPED": "{0} NIVEAU {1} {2}(ÉQUIPÉ)[/format]"
"CUST_COLOR_CLOTHING_YELLOWS_9": "JAUNE 9"
"SLOT_WINGS": "AILERONS"
"CUST_COLOR_ORANGE_2": "ORANGE 2"
"LOGO_STILWATER_BIKE": "STILWATER BIKE CLUB"
"CUST_VARIANT_SNAKESKIN": "PEAU DE SERPENT"
"CUST_WEAR_BACK": "ARRIÈRE"
"CUST_ITEM_CM_LPH_FOOT_M_PIRATEBOOTS": "BOTTES DU CAPITAINE"
"PLAYER_MORPH_TEMPLES_SPACING_TEXT": "ESPACEMENT DES TEMPES"
"CUST_WEAR_MID-HEIGHT": "MI-HAUTEUR"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRT": "CHEMISE PRO DÉCONTRACT'"
"CUST_ITEM_CM_IMPB_FOOT_M_LTHRSHOE": "CHAUSSURES CHIC"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_E": "COMBATTANT DE L'EMPIRE"
