"CUST_ITEM_CF_HAIR_MED": "POR EL HOMBRO"
"CUST_COMP_EYE_MAKEUP_16": "SACERDOTE EGIPCIO"
"VEHICLE_COLOR_BRUISED_PLUM_PURPLE": "MORADO CIRUELA"
"CUST_VARIANT_BEAT_COP": "INSIGNIA DE PATRULLERO"
"CUST_ITEM_CM_FPIC_SETE": "TODO AGUJEREADO"
"CUST_ITEM_FEMALE_LP_UNDWEAR_2": "BRAGA HORA DE MOJARSE"
"CUST_ITEM_CF_NLMC_NECK_M_CHOKER": "GARGANTILLA INCOMPRENDIDA"
"CUST_TATTOO_UPPER_BACK": "ESPALDA SUPERIOR"
"VEHICLE_COLOR_TABLETOP_GRAY": "GRIS TABLERO"
"VEHICLE_COLOR_REGATTA_BLUE": "AZUL REGATA"
"COMPONENT_OPTION_2": "OPCIÓN 2"
"SK01": "PIEL01"
"CUST_VARIANT_THIN_TRI_COLOR": "TRICOLOR FINO"
"CUST_WEAR_TUCKED_BUTTONED_TIE": "POR DENTRO, ABROCHADO, CORBATA"
"CUST_ITEM_CF_PSF_UBDY_M_JERSEY32": "JERSEY TIRO LIBRE DE MUJER"
"CUST_ITEM_CM_SAINTSHEADSET": "ASTRO A40 SAINTS HEADSET"
"CUSTOM_WALK_1": "MATÓN ESTILO 1"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_ELEVATION_TEXT": "ALTURA MEDIA LABIO SUPERIOR"
"PLAYER_CREATION_RANDOMIZE": "ALEATORIO"
"CUST_TATTOO_LOWBACK_6": "CARTAS SOBRE LA MESA"
"VEHICLE_PAINT_HEROGLOSS_PAINT": "BRILLANTE"
"CUST_VARIANT_POLISHED_LEATHER": "PIEL CURTIDA"
"CUST_ITEM_CF_PSG_UBDY_F_TANKTOP": "CAMISETA SIN MANGAS"
"MENU_STYLE": "ESTILO"
"CUST_TATTOO_FACE_5": "PRODUCCIÓN EN MASA"
"LOGO_BROTHERHOOD_2": "BROTHERHOOD 2"
"CUST_VARIANT_COLOR_BOTTOMS": "PANTALONES DE COLORES"
"CUST_WEAR_FOREWARD": "ADELANTE"
"CUST_ITEM_LONG_SLEEVE_BUTTONED_SHIRT_AND_BOW_TIE": "CHAQUETA ELEGANTE CON CHALECO"
"CUSTOM_WALK_15": "MATÓN ESTILO 10"
"PLAYER_MORPH_FAT_TEXT": "GORDURA"
"PLAYER_MORPH_CHEEKS_TEXT": "MEJILLAS"
"CUST_COLOR_CLOTHING_VIOLET-RED_3": "ROJO VIOLETA 3"
"CUST_COLOR_CLOTHING_BROWNS_2": "MARRÓN 2"
"CUST_COMP_MUSTACHE_15": "EN COLLAR"
"SLOT_FRONT_FENDERS": "GUARDABARROS DELANTEROS"
"CUST_VARIANT_LEOPARD_2": "LEOPARDO 2"
"CUST_SKIN_BLACK_05": "AFROAMERICANO 5"
"CUST_TATTOO_RHAND_2": "HUESUDO"
"BRIGHT_YELLOW": "AMARILLO BRILLANTE"
"CUST_VARIANT_DIAMOND": "DIAMANTE"
"CUST_COMP_FACE_MAKEUP_2": "DOBLE PERSONALIDAD"
"HAIR_COLOR_PINK_MATTE": "ROSA MATE"
"CUST_VARIANT_STRIPESB": "RAYAS 2"
"CUST_VARIANT_COLORED_COLLAR": "CUELLO DE COLOR"
"CUST_ITEM_CF_NLME_UBDY_F_SADTEXT": "SUDADERA TRISTE HASTA LA MÉDULA"
"CUST_SKIN_HISPANIC_02": "HISPANO 2"
"CUST_COLOR_ROSE_2": "ROSA 2"
"LOGO_NUMBER10": "NÚMERO 10"
"CUST_VARIANT_COLORB": "ESTILO 2"
"RIM_SET_013": "JUEGO DE LLANTAS 13"
"LOGO_K12": "K12 97.6"
"CUST_ITEM_CF_LLR_HAND_F_LACYGLOVE": "GUANTES DE CHICA MALA"
"CUST_SKIN_DEMON": "DEMONIO ROSA"
"CUST_PRESET_AGE": "EDAD"
"PLAYER_MORPH_AFRICAN_TEXT": "AFRICANO"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_4": "AZUL VIOLETA 4"
"VEHICLE_COLOR_BRONZE": "BRONCE"
"CUST_VARIANT_TYEDYE": "ESTILO 1"
"CUST_CAT_LOWER_BODY": "PIERNAS"
"CUST_TATTOO_ARMS": "BRAZOS"
"PLAYER_MORPH_MOUTH_SIDES_ELEVATION_TEXT": "ALTURA LADO BOCA"
"PLAYER_CREATION_FIGURE_OBESE": "OBESO"
"CUST_COLOR_CLOTHING_GREENS_8": "VERDE 8"
"CUST_TATTOO_STOMACH_6": "3RD STREET SAINTS"
"CUST_WEAR_TATTOO_MAY_LION": "LEÓN DE MAYO"
"CUST_WEAR_FINGER_RR": "DEDO ANULAR DERECHO"
"CUST_ITEM_CM_DLC_UBDY_M_GPPANTS": "PANTALÓN DE CLÍMAX DE REALIDAD"
"CUST_COMPLIMENT_S": "DEL RÍO"
"Gang_Customization": "PERSONALIZACIÓN"
"BRIGHT_PINK": "ROSA BRILLANTE"
"CUST_SKIN_CAUCASIAN_04": "CAUCÁSICO 4"
"FACIAL_EXPRESSION_INEBRIATED": "EBRIO"
"PLAYER_MORPH_DOUBLE_CHIN_DEPTH_TEXT": "PROFUNDIDAD PAPADA"
"PLAYER_MORPH_BALL_ELEVATION_TEXT": "ALTURA PUNTA"
"PLAYER_MORPH_BROW_TEXT": "FRENTE"
"CUST_VARIANT_BUTTONED_SHIRT": "CAMISA DE VESTIR"
"CUST_ITEM_CM_PSF_FOOT_M_HIGHTOPS": "JUMPS"
"CUST_TATTOO_RARM_3": "LA HERMANDAD"
"VEHICLE_COLOR_TINT_80": "TINTE 80%%"
"RIM_157": "RADIANT"
"SLOT_DECAL_9": "PEGATINA 9"
"CUST_VARIANT_ARMY": "MILITAR"
"CUST_SKIN_ASIAN_05": "ASIÁTICO 5"
"PLAYER_MORPH_JAW_ELEVATION_TEXT": "ALTURA MANDÍBULA"
"CUST_COLOR_CLOTHING_BLUES_9": "AZUL 9"
"VEHICLE_PAINT_CLOTH": "TELA"
"CUST_MORPH_CAT_CROWN": "CORONILLA"
"PLAYER_MORPH_EARS_HEIGHT_TEXT": "ALTURA OREJAS"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_LAUNCHER_3": "Aumenta la capacidad de munición."
"CUST_GANG_HO": "CHICA"
"COLOR_SLOT_PAINT_1_AND_TRIM": "PINTURA 1 Y EMBELLECEDOR LATERAL"
"CUST_VARIANT_PINSTRIPES": "MIL RAYAS"
"CUST_VARIANT_2COLOR_THIN": "BICOLOR, FINO"
"PLAYER_MORPH_CHIN_PITCH_TEXT": "ÁNGULO BARBILLA"
"PLAYER_MORPH_BRIDGE_LENGTH_TEXT": "LONGITUD CABALLETE"
"CUST_TATTOO_LFORARM_1": "CORÓNAME"
"COLOR_SLOT_TRIM_2": "EMBELLECEDOR LATERAL 2"
"CUST_VARIANT_SERGIO": "SERGIO"
"CUST_ITEM_BASIC_T_SHIRT": "CHAQUETA BÓMBER"
"LOGO_FIRE": "BOMBERO"
"CUST_VARIANT_SOLID2": "VISERA RÍGIDA"
"CUST_ITEM_LEFT_UPPER_ARM_BARB_WIRE_01": "GUANTELETE DE MURDERBRAWL"
"CUST_PRESET_FIGURE": "COMPLEXIÓN"
"PLAYER_MORPH_NOSE_DEPTH_TEXT": "PROFUNDIDAD DE NARIZ"
"CUST_COMP_MUSTACHE_23": "ALDABA"
"CUST_VARIANT_LARGE_POLKA_DOTS": "TOPOS GRANDES"
"CUST_WEAR_LOW_LEFT_UNZIPPED_RIGHT_ZIPPED": "IZQUIERDA CREM. BAJADA, BAJO"
"CUST_ITEM_CF_NLME_LBDY_F_KHAKIS": "PIRATAS DE CAMUFLAJE"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_A": "HACIENDO LAS CALLES"
"CUST_CAT_MEDALLION": "MEDALLONES"
"CUST_TATTOO_LOWER_ARM_RIGHT": "BRAZO DERECHO INFERIOR"
"PLAYER_MORPH_BROW_SPACING_TEXT": "DISTANCIA CEJAS"
"LOGO_GHETTO_1": "SUPERLORO 1"
"PLAYER_MORPH_MOUTH_STYLE_TEXT": "ESTILO DE BOCA"
"CUST_ITEM_CM_NLMD_LBDY_M_PANTS": "PIRATAS FOSFORESCENTES"
"CUST_ITEM_MALE_MURDERBRAWL_OUTFIT": "TRAJE DE HOMBRE DE 3 COUNT"
"CUST_CAT_EYES": "OJOS"
"CUST_COLOR_CLOTHING_YELLOWS_1": "AMARILLO 1"
"CUST_TATTOO_RUPPARM_1": "ESPÍRITU DEL LOBO"
"VEHICLE_PAINT_MODERN": "MODERNO"
"SLOT_SPARE_TIRE": "RUEDAS DE REPUESTO"
"MALE_OBESE": "VARÓN OBESO"
"CUST_VARIANT_ROPES": "CUERDAS"
"CUST_ITEM_CM_DLC_M_EARRINGS01": "AROS ESTILO Z"
"CUST_ITEM_CM_NYTEBLAYDE": "NYTE BLAYDE"
"CUST_ITEM_CM_LLN_UBDY_M_SEQSHIRT": "CAMISA FIEBRE DISCO"
"PLAYER_MORPH_FACE_SCALE_TEXT": "ESCALADO DE CARA"
"CUST_COLOR_CLOTHING_VIOLET_2": "VIOLETA 2"
"CUST_WEAR_BOTH_ROLLED_HIGH": "ENROLLADOS ALTOS"
"CUST_ITEM_CM_NECK_PEARLS": "COLLAR CLÁSICO"
"CUST_ITEM_CM_IMPN_LBDY_M_PANTS": "PANTALONES DE METROSEXUAL"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRT": "CAMISETA INFORMAL HILLS"
"CUST_ITEM_CF_NLMH_EYES_F_HSNGLSTASSLES": "GAFAS DE SOL LLAMATIVAS"
"CUST_ITEM_BASIC_LIPSTICK": "PELO RECOGIDO CON TURBANTE"
"CUST_BRO_COMPLIMENT_C": "CUMPLIDO DE LA BROTHERHOOD 3"
"CUST_MOVEMENT_MELEE": "ESTILO COMBATE"
"CUST_TATTOO_LFORARM_5": "AL TIMÓN"
"CUST_VARIANT_COW": "VACA"
"CUST_ITEM_CM_IMPL_LBDY_M_DRESSPANTS": "PANTALONES ESTILO EUROPEO"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRTLOW": "CHALECO HILLS"
"CUST_ITEM_CM_NATIONALGUARD": "UNIFORME DE GUARDIA DE STEELPORT"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_D": "DJ ELECTRÓNICO"
"CUST_GANG_LUCHADOR": "LUCHADOR"
"LOGO_NODRUGS": "SIN DROGAS"
"CUST_VARIANT_DOTS": "LUNARES"
"CUST_ITEM_5_O_CLOCK_SHADOW_1": "BARBA DE UN DÍA"
"RACE_AFRICAN": "AFROAMERICANO"
"CUST_WPN_UPGRADE_DESC_PISTOL_POLICE_3": "El supresor aumenta el daño y reduce el retroceso."
"CUST_COMP_MUSTACHE_27": "HERRADURA"
"VEHICLE_COLOR_YELLOW_LIGHT_TINT": "TINTE AMARILLO CLARO"
"VEHICLE_COLOR_MUSTARD_GREEN": "VERDE MOSTAZA"
"RIM_176": "SD FTN59"
"CUST_VARIANT_PLAIN": "LISO"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_E": "TIRO EN ELEVACIÓN"
"CUST_TATTOO_TORSO_LOWER_BACK": "ESPALDA INFERIOR"
"CUST_ITEM_FEMALE_PS_UNDWEAR_3": "TANGA DE LOS SAINTS DE LOCURA"
"CUST_MOVEMENT_COMPLIMENT": "CUMPLIDO"
"CUST_VARIANT_CIRCLE": "CÍRCULOS"
"CUST_VARIANT_METAL": "METAL"
"CUST_VARIANT_FADED": "DESVAÍDO"
"CUST_ITEM_CM_DLC_KNIGHT": "CABALLERO"
"CUST_ITEM_FEMALE_LL_BRA_2": "AMOR VERDADERO"
"CUST_ITEM_CM_LLL_FOOT_M_LBOOTS": "BOTAS DE MOTORISTA DURO"
"CUST_DIALOG_DISROBE_TITLE": "QUITAR TODA LA ROPA"
"CUST_WPN_UPGRADE_DESC_SPECIAL_SNIPER_4": "Aumenta la capacidad de munición. El cañón más largo aumenta el daño con menos retroceso."
"VEHICLE_PAINT_CLASSIC_50_S___60_S": "CLÁSICO DE LOS 50 Y 60"
"CUST_COLOR_BRIGHT_GREEN": "VERDE VIVO"
"CUST_VARIANT_DROOPS": "CAÍDAS"
"CUST_ITEM_CF_LLI_LBDY_F_SHORTS": "PANTALÓN SUPERCORTO Y AJUSTADO"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEUP": "SUDADERA DE MATONA"
"CUST_ITEM_CM_PSI_EYES_M_SHADES": "GAFAS DE SOL ESTILO GAT"
"CUST_MENU_RACE_PRESETS": "RAZA PREDEFINIDA"
"PLAYER_MORPH_MOUTH_SIZE_TEXT": "TAMAÑO DE BOCA"
"CUST_COLOR_CLOTHING_VIOLET_6": "VIOLETA 6"
"SLOT_SECONDARY_SURFACES": "SUPERFICIES SECUNDARIAS"
"LOGO_RFG": "RFG"
"CUST_VARIANT_SHAGGY": "DESPEINADO"
"CUST_MENU_WEAR_OPTION": "PERSONALIZACIÓN"
"PLAYER_MORPH_EARS_LENGTH_TEXT": "LARGURA OREJAS"
"CUST_COLOR_CLOTHING_YELLOWS_5": "AMARILLO 5"
"CUST_TATTOO_RUPPARM_5": "EL DIABLO QUE CONOCES"
"VEHICLE_COLOR_FOREST_GREEN": "VERDE BOSQUE"
"VEHICLE_COLOR_ORANGE_DARK_TINT": "TINTE NARANJA OSCURO"
"SLOT_SPINNERS": "ADORNOS GIRATORIOS"
"LOGO_POT_LEAF": "HOJA DE MARÍA"
"CUST_WEAR_UNBUTTONED": "DESABROCHADO"
"CUST_ITEM_CM_IMPN_UBDY_M_TURTLENECK": "CUELLO VUELTO MODERN"
"CUST_ITEM_WOMEN_S_PLATFORM_SHOES": "BOTAS COMBATE A MUERTE"
"CUST_GANG_SPACE": "SAINTS ESPACIALES"
"RIM_SET_017": "JUEGO DE LLANTAS 17"
"CUST_VARIANT_PATTERN_A": "ESTILO 1"
"CUST_WEAR_TOP_BUTTONED": "ABROCHADO ARRIBA"
"CUST_ITEM_CM_LPG_SUIT_M_ANIMALSUIT": "FIESTERO"
"CUST_CAT_RIGHT_HAND": "MANO DERECHA"
"CUST_COLOR_RED_2": "ROJO 2"
"CUST_VARIANT_LARGE_STRIPE": "RAYA GRANDE"
"CUST_ITEM_CM_PSG_LBDY_M_TRACKPANTS": "PANTALONES DE CHÁNDAL"
"CUSTOM_WALK_FEMALE": "MUJER PREDETERMINADA"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_3": "Lanza más lejos."
"CUST_TATTOO_STOMACH_2": "ROBOTO-SAN"
"CUST_COMP_MUSTACHE_4": "DALÍ"
"LOGO_KRUNCH": "THE BLOOD 106.66"
"CUST_VARIANT_STRIPES_A": "RAYAS 1"
"CUST_WEAR_BOTH": "AMBOS"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_NO_SUSPENDERS": "POR DENTRO, EXTRA ALTO"
"CUST_ITEM_CF_LLI_UBDY_F_JCKTTUBETOP": "TOP AJUSTADO CON CHAQUETA"
"CUST_COMPLIMENT_W": "ANIMAR"
"PLAYER_MORPH_UPPER_LIP_LENGTH_TEXT": "LONGITUD DE LABIO SUPERIOR"
"PLAYER_MORPH_CHIN_WIDTH_TEXT": "ANCHURA DE BARBILLA"
"COLOR_SLOT_PAINT_TRIM_AND_RIMS": "PINTURA, EMBELLECEDOR LATERAL Y LLANTAS"
"PLAYER_MORPH_EAR_TIP_TEXT": "PUNTA DE OREJAS"
"CUST_ITEM_CF_PSD_UBDY_F_GFXHOODCOMBOUP": "SUDADERA LOUNGE"
"CUST_ITEM_CF_PSF_UBDY_F_LEFLEUR": "SUDADERA FLOR DE LOS SAINTS"
"CUST_ITEM_CM_HAIR_TRIBALMULLET": "MELENA TRIBAL"
"PLAYER_MORPH_LOWER_LID_LENGTH_TEXT": "LONGITUD LABIO INFERIOR"
"PLAYER_MORPH_EARS_TEXT": "OREJAS"
"CUST_ITEM_CM_LLN_FOOT_M_LSHOES": "ZAPATOS DE DISCOTECA"
"tat_neck_fleur": "FLOR DE LOS SAINTS"
"CUST_TATTOO_RARM_7": "BRAZALETE TRIBAL"
"RIM_153": "LX-2"
"CUST_WEAR_UNTUCKED_TOP_BUTTON": "POR FUERA, BOTÓN SUPERIOR"
"CUST_ITEM_CM_DLC_UBDY_M_GPTOP": "TOP DE JUERGA"
"CUST_ITEM_LPA_M_SPACESUIT": "GÁNSTERES EN TRAJE ESPACIAL"
"CUST_TATTOO_LOWER_LEG_LEFT": "PIERNA IZQUIERDA INFERIOR"
"CUST_SKIN_ASIAN_01": "ASIÁTICO 1"
"CUST_VARIANT_POLKA_DOT": "A TOPOS"
"CUST_ITEM_CF_RING_F_BIGGEM": "JOYAS DE FAMILIA"
"CUST_TATTOO_LOWER_LEG_RIGHT": "PIERNA DERECHA INFERIOR"
"LOGO_UNIVERSITY_NEWS": "Stilwater U. News"
"Default": "PREDETERMINADO"
"LOGO_VOLITION_2": "VOLITION 2"
"LOGO_SECURITY_1": "SEGURIDAD 1"
"CUST_ITEM_CF_HAIR_MEDIUMBOB": "BOB BÁSICO"
"CUST_SAMEDI_COMPLIMENT_A": "CUMPLIDO DE LOS SAMEDI 1"
"PLAYER_MORPH_CHEEKBONE_SIZE_TEXT": "TAMAÑO DE PÓMULOS"
"VEHICLE_COLOR_ORANGE_LIGHT_TINT": "TINTE NARANJA CLARO"
"RIM_130": "T130"
"CUST_ITEM_MALE_PS_UNDWEAR_1": "BÓXER CON LOGO"
"CUST_ITEM_FEMALE_NLM_BRA_1": "CORAZÓN ROTO"
"CUST_ITEM_CM_HAIR_MOHAWK": "CRESTA"
"DARK_BLUE": "AZUL OSCURO"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_A": "INTERGALÁCTICO"
"CUST_SAMEDI_TAUNT_D": "PROVOCACIÓN DE LOS SAMEDI 4"
"PLAYER_MORPH_NOSE_WIDTH_TEXT": "ANCHURA DE NARIZ"
"VEHICLE_COLOR_SNAPPER_RED": "SNAPPER RED"
"CUST_COLOR_YELLOW_1": "AMARILLO 1"
"CUST_ITEM_CM_FPIC_NOSESLEFT": "PIERCING NARIZ LADO IZQUIERDO"
"CUST_COLOR_CLOTHING_RED_6": "ROJO 6"
"CUST_WPN_UPGRADE_DESC_MELEE_BAT_2": "Aumenta el daño."
"RIM_195": "AF1 MONOBLACK CX 504"
"CUST_VARIANT_ULTOR_W_TIE": "CORBATA ULTOR"
"PLAYER_MORPH_CHEEK_FATNESS_TEXT": "GROSOR DE MEJILLAS"
"PLAYER_CREATION_BASIC": "BÁSICO"
"CUST_COMP_FACE_WART_3": "VERRUGA 3"
"VEHICLE_COLOR_GALACTIC_DOVE_GRAY": "GRIS PERLA GALÁCTICO"
"COMPONENT_EXTRA_LOW_PROFILE": "PERFIL EXTRABAJO"
"player_lips": "PINTALABIOS"
"CUST_ITEM_FEMALE_LP_EARRINGS_5": "PENDIENTES DE OJO LOCO"
"PLAYER_MORPH_EAR_SPACING_TEXT": "DISTANCIA OREJAS"
"LINEUP_WARNING_BODY": "Volver a la formación descartará tu configuración actual.\n¿Seguro que quieres hacerlo?"
"CUST_COLOR_CLOTHING_GREENS_4": "VERDE 4"
"LOGO_UNIVERSITY_3": "U DE STILWATER 3"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATERTN": "CHAQUETA PASARELA PARISINA"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2A": "TOP CON ESCOTE URBAN SAFARI"
"CUST_ITEM_GASMASK": "FUMIGADOR 3000"
"CUST_ITEM_CF_LPE_LBDY_F_MPANTS": "PANTALONES DE COMBATE"
"CUST_SKIN_BLUE_4": "AIRE AZULADO"
"PLAYER_MORPH_DOUBLE_CHIN_ELEVATION_TEXT": "ALTURA PAPADA"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_8": "AZUL VIOLETA 8"
"LOGO_NEVERLAND": "TIERRA DE NUNCA JAMÁS"
"FEMALE_ATHLETIC": "MUJER ATLÉTICA"
"CUST_ITEM_CF_DREADSINPIGTAILS": "RASTAS EN TRENZAS"
"CUST_ITEM_CM_PSG_HAT_M_BUCKETHAT": "Z STYLE"
"CUST_ITEM_SQUARE_BELT_1": "LEOTARDOS DE PESO PESADO"
"CUST_MAX_COMPOSITE_WARNING": "Has alcanzado el máximo de selecciones permitidas."
"PLAYER_MORPH_UPPER_LIP_SIDES_ELEVATION_TEXT": "ALTURA LADO LABIO SUPERIOR"
"SLOT_BED_OPTIONS": "MODIFICACIONES DE CAJA"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2B": "CAMISETA URBAN SAFARI"
"CUST_ITEM_CM_HAIR_FLATTOP": "CORTE MILITAR"
"PLAYER_MORPH_DOUBLE_CHIN_WIDTH_TEXT": "ANCHURA PAPADA"
"PLAYER_MORPH_BRIDGE_ELEVATION_TEXT": "ALTURA CABALLETE"
"CUST_COLOR_CLOTHING_BLUE-GREEN_3": "VERDE AZULADO 3"
"VEHICLE_COLOR_CANDY_CHEW_ORANGE": "NARANJA CHICLE"
"VEHICLE_COLOR_CHAZ_BEIGE": "BEIGE CHAZ"
"CUST_WEAR_TUCKED_LOW_PANT_NO_SUSPENDERS": "POR DENTRO, BAJO"
"CUST_INSULT_P": "PRINCESA ALMOHADA"
"CUST_COLOR_CLOTHING_BLUES_5": "AZUL 5"
"CUST_COLOR_CLOTHING_RED-ORANGE_3": "NARANJA ROJIZO 3"
"VEHICLE_COLOR_BLUE_WAVE": "AZUL OLA"
"SLOT_DECAL_5": "PEGATINA 5"
"CUST_COLOR_BRIGHT_ORANGE": "NARANJA VIVO"
"CUST_COLOR_BLUE_1": "AZUL 1"
"CUST_VARIANT_PLAIN_NO_BOWTIE": "SIN CORBATA"
"CUST_ITEM_CF_RING_F_SAINTSSET": "ANILLOS ESTILO FLOR DE LOS SAINTS"
"CUST_ITEM_CF_NLMD_FACE_F_LIPRING": "ARO EN EL LABIO ROCKERO"
"CUST_ITEM_CM_NLMA_UBDY_M_SPSHIRTVEST": "ESTILO STEAMPUNK"
"SLOT_NITROUS": "SISTEMA DE NITRO"
"CUST_VARIANT_LARGEPLAID": "CUADROS GRANDES"
"CUST_VARIANT_STRETCH_TOP_2": "ESTILO 2"
"PLAYER_MORPH_MOUTH_ANGLE_TEXT": "ÁNGULO DE BOCA"
"CUST_VARIANT_MATERIAL__8": "CUST_VARIANT_MATERIAL_#8"
"CUST_WEAR_FINGER_LI": "DEDO ÍNDICE IZQUIERDO"
"CUST_ITEM_IMPRESSIONS_MALE_L": "MODERNÍSIMO"
"PLAYER_MORPH_INNER_BROW_ELEVATION_TEXT": "ALTURA PARTE INTERIOR CEJA"
"CUST_COMP_FACE_SCAR_4": "CICATRIZ GRANDE 4"
"CUST_COMP_MUSTACHE_8": "MONSIEUR"
"LOGO_TEXAS": "TEXAS"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2E": "CAMISA CON CHAQUETA URBAN SAFARI"
"PLAYER_MORPH_EYE_SEPARATION_TEXT": "SEPARACIÓN DE OJOS"
"CUST_COLOR_CLOTHING_BLUE-GREEN_7": "VERDE AZULADO 7"
"VEHICLE_COLOR_COLDWASH_BLUE": "AZUL BAÑO FRÍO"
"CUST_WEAR_HALF-WAY BUTTONED": "ABROCHADO A LA MITAD"
"CUST_INSULT_T": "NOP"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_3": "Aumenta la cadencia de fuego, el tamaño de tus cargadores y el daño. El punto de mira mejora la precisión al apuntar."
"CUST_COMP_TEST_FACE_MAKEUP": "SONRISA MACABRA"
"SLOT_REINFORCED_BUMPER_DESC": "Si mejoras la resistencia del parachoques, provocarás grandes daños a todo lo que se te ponga por delante."
"PLAYER_MORPH_FOREHEAD_SHAPE_TEXT": "FORMA DE FRENTE"
"VEHICLE_COLOR_GRAY_DARK": "GRIS OSCURO"
"SLOT_DECAL_1": "PEGATINA 1"
"LOGO_ZOMBIE": "ZOMBI"
"LOGO_SR_1": "SAINTS ROW"
"CUST_VARIANT_CRAZY_JACKET_PLAID": "CHAQUETA A CUADROS"
"CUST_VARIANT_POLICE": "POLICÍA"
"CUST_VARIANT_COLOR": "TEÑIDO"
"CUST_BRA": "SOSTÉN"
"PLAYER_MORPH_CHIN_DEPTH_TEXT": "PROFUNDIDAD BARBILLA"
"CUST_COLOR_CLOTHING_BLUES_1": "AZUL 1"
"CUST_COLOR_CLOTHING_RED-ORANGE_7": "NARANJA ROJIZO 7"
"COLOR_SLOT_TRIM": "EMBELLECEDOR LATERAL"
"COLOR_SLOT_PAINT_3_AND_TRIM": "PINTURA 3 Y EMBELLECEDOR LATERAL"
"CUST_VARIANT_TANK_TOP_2": "ESTILO 2"
"CUST_ITEM_CF_DLC_WP_LBDY_F_LOWER": "PARTE DE ABAJO DE PRINCESA GUERRERA"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT": "CAMISA DE HOMBRE"
"CUST_ITEM_CM_HAIR_AFRO": "SAINTS AFRO"
"CUST_TATTOO_ENTIRE_LEG_LEFT": "TODA LA PIERNA IZQUIERDA"
"CUST_TATTOO_HEAD_REAR": "PARTE TRASERA CABEZA"
"PLAYER_MORPH_LOWER_LIP_SIZE_TEXT": "TAMAÑO DE LABIO INFERIOR"
"VEHICLE_COLOR_BRIGHT_RED": "ROJO VIVO"
"CUST_COLOR_REDHEAD": "PELIRROJO"
"CUST_VARIANT_STYLE_A": "ESTILO 1"
"CUST_ITEM_CM_LLA_FOOT_M_LTHRBOOTS": "BOTAS DE SAFEWORD"
"PLAYER_MORPH_EYEBALLS_SPACING_TEXT": "DISTANCIA GLOBOS OCULARES"
"PLAYER_MORPH_NOSE_PITCH_TEXT": "ÁNGULO DE NARIZ"
"VEHICLE_COLOR_AUTUMN_WOOD_BROWN": "MARRÓN MADERA OTOÑAL"
"LOGO_DUCKS": "CAMIONES"
"CUST_ITEM_CF_NLMC_UBDY_F_GOTHGIRL": "CAMISETA HOMBRE MISTERIOSO"
"PLAYER_MORPH_EAR_BOTTOM_TEXT": "FONDO OREJAS"
"LOGO_REPAIR_1": "MECÁNICO"
"CUST_VARIANT_THICK": "RAYAS GRUESAS"
"CUST_ITEM_IMPRESSIONS_FEMALE_P": "VESTIDO NEGRO DE GALA"
"CUST_ITEM_FEMALE_LP_BRA_3": "TOP DE PLAYA"
"CUST_SKIN_RED_YELLOW_4": "LIMÓN"
"CUST_SKIN_METAL_3": "ORO"
"PLAYER_MORPH_NOSTRILS_SPACING_TEXT": "DISTANCIA ORIFICIOS NASALES"
"CUST_COMP_FACE_MAKEUP_10": "OJO MORADO IZQUIERDO"
"VEHICLE_COLOR_CHOCOLATE_BROWN": "MARRÓN CHOCOLATE"
"CUST_VARIANT_NO_TIE": "SIN CORBATA"
"CUST_ITEM_CF_LLJ_EYES_F_SUNGLASSES": "GAFAS DE ABUELA"
"CUST_ITEM_CM_NLMA_HAND_M_GLOVESOFNGR": "GUANTE STEAMPUNK"
"SLOT_TORQUE_DESC": "Un torque mejorado te dará ese plus de aceleración necesario para ganar en las carreras callejeras o escapar de las autoridades."
"CUST_COLOR_LIGHT_BROWN": "CASTAÑO CLARO"
"CUST_VARIANT_CMOVS_MSUNSHINE": "CACHEMIR"
"CUST_VARIANT_TINTED": "TEÑIDO"
"CUST_ITEM_CM_IMPN_UBDY_M_SWEATER": "SUÉTER DE HOMBRE MODERN"
"CUST_ITEM_CM_HAIR_COMBEDDOWNJAGGED": "IRREGULAR"
"CUST_CAT_HAIR_COLOR_FACE": "COLOR VELLO FACIAL"
"VEHICLE_COLOR_LIPSTICK_RED": "ROJO LÁPIZ DE LABIOS"
"COLOR_SLOT_PAINT_4": "PINTURA 4"
"COLOR_SLOT_INTERIOR_4": "INTERIOR 4"
