"CUST_ITEM_CF_HAIR_MED": "OFF THE SHOULDER"
"FACIAL_EXPRESSION_INEBRIATED": "DRONKEN"
"PLAYER_MORPH_DOUBLE_CHIN_DEPTH_TEXT": "DIEPTE DUBBELE ONDERKIN"
"PLAYER_MORPH_BALL_ELEVATION_TEXT": "VERHOGING VAN DE PUNT"
"PLAYER_MORPH_BROW_TEXT": "WENKBRAUW"
"CUST_VARIANT_BUTTONED_SHIRT": "NET SHIRT"
"CUST_ITEM_CM_PSF_FOOT_M_HIGHTOPS": "JUMPS"
"CUST_TATTOO_RARM_3": "DE BROTHERHOOD"
"VEHICLE_COLOR_TINT_80": "TINT 80%%"
"RIM_157": "RADIANT"
"SLOT_DECAL_9": "DECORATIE 9"
"CUST_VARIANT_ARMY": "LEGER"
"CUST_SKIN_ASIAN_05": "AZIATISCH 5"
"PLAYER_MORPH_JAW_ELEVATION_TEXT": "KAAKHOOGTE"
"CUST_COLOR_CLOTHING_BLUES_9": "BLAUW 9"
"VEHICLE_PAINT_CLOTH": "STOF"
"CUST_MORPH_CAT_CROWN": "KRUIN"
"PLAYER_MORPH_EARS_HEIGHT_TEXT": "OOROMVANG"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_LAUNCHER_3": "Vergroot de munitiecapaciteit."
"CUST_GANG_HO": "HOER"
"COLOR_SLOT_PAINT_1_AND_TRIM": "VERF 1 EN SIERLIJST"
"CUST_VARIANT_PINSTRIPES": "KRIJTSTREPEN"
"CUST_VARIANT_2COLOR_THIN": "TWEE KLEUREN, DUN"
"PLAYER_MORPH_CHIN_PITCH_TEXT": "KININTENSITEIT"
"PLAYER_MORPH_BRIDGE_LENGTH_TEXT": "LENGTE BRUG"
"CUST_TATTOO_LFORARM_1": "IK KONING"
"COLOR_SLOT_TRIM_2": "SIERLIJST 2"
"CUST_VARIANT_SERGIO": "SERGIO"
"CUST_ITEM_BASIC_T_SHIRT": "PILOTENJAS"
"LOGO_FIRE": "BRANDWEERMAN"
"CUST_VARIANT_SOLID2": "EGALE ZONNEKLEP"
"CUST_ITEM_LEFT_UPPER_ARM_BARB_WIRE_01": "MURDERBRAWL-ARMHANDSCHOEN"
"CUST_PRESET_FIGURE": "BOUW"
"PLAYER_MORPH_NOSE_DEPTH_TEXT": "DIEPTE NEUS"
"CUST_COMP_MUSTACHE_23": "DEURKLOPPER"
"CUST_VARIANT_LARGE_POLKA_DOTS": "GROTE STIPPEN"
"CUST_WEAR_LOW_LEFT_UNZIPPED_RIGHT_ZIPPED": "OPENGERITST, LINKS, LAAG"
"CUST_ITEM_CF_NLME_LBDY_F_KHAKIS": "CAMO CAPRIS"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_A": "WORKIN' THE STREETS"
"CUST_CAT_MEDALLION": "MEDALLIONS"
"CUST_TATTOO_LOWER_ARM_RIGHT": "RECHTER ONDERARM"
"PLAYER_MORPH_BROW_SPACING_TEXT": "PLAATSING WENKBRAUWEN"
"LOGO_GHETTO_1": "GHETTOBLASTER 1"
"PLAYER_MORPH_MOUTH_STYLE_TEXT": "MONDSTIJL"
"CUST_ITEM_CM_NLMD_LBDY_M_PANTS": "DAY GLO BROEK"
"CUST_ITEM_MALE_MURDERBRAWL_OUTFIT": "THREE COUNT-PAK MAN"
"CUST_CAT_EYES": "OGEN"
"CUST_COLOR_CLOTHING_YELLOWS_1": "GEEL 1"
"CUST_TATTOO_RUPPARM_1": "GEEST VAN DE WOLF"
"VEHICLE_PAINT_MODERN": "MODERN"
"SLOT_SPARE_TIRE": "RESERVEBANDEN"
"MALE_OBESE": "MAN ZWAARLIJVIG"
"CUST_VARIANT_ROPES": "TOUWEN"
"CUST_ITEM_CM_DLC_M_EARRINGS01": "Z-STIJL HOEPELS"
"CUST_ITEM_CM_NYTEBLAYDE": "NYTE BLAYDE"
"CUST_ITEM_CM_LLN_UBDY_M_SEQSHIRT": "DISCO FEVER SHIRT"
"PLAYER_MORPH_FACE_SCALE_TEXT": "VERHOUDING GEZICHT"
"CUST_COLOR_CLOTHING_VIOLET_2": "PAARS 2"
"CUST_WEAR_BOTH_ROLLED_HIGH": "BEIDE GEROLD, HOOG"
"CUST_ITEM_CM_NECK_PEARLS": "ELEGANT HALSSNOER"
"CUST_ITEM_CM_IMPN_LBDY_M_PANTS": "METRO BROEK"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRT": "HILLS CASUAL T"
"CUST_ITEM_CF_NLMH_EYES_F_HSNGLSTASSLES": "CANDY KINDERZONNEBRIL"
"CUST_ITEM_BASIC_LIPSTICK": "COOL HAAR MET HAARBAND"
"CUST_BRO_COMPLIMENT_C": "BROTHERHOODCOMPLIMENT 3"
"CUST_MOVEMENT_MELEE": "VECHTSTIJL"
"CUST_TATTOO_LFORARM_5": "STUUR DE BOOT"
"CUST_VARIANT_COW": "KOE"
"CUST_ITEM_CM_IMPL_LBDY_M_DRESSPANTS": "EUROPESE NETTE BROEK"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRTLOW": "HILLS JASJE MET VEST"
"CUST_ITEM_CM_NATIONALGUARD": "STEELPORT GARDE-UNIFORM"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_D": "ELECTRO DJ"
"CUST_GANG_LUCHADOR": "LUCHADOR"
"LOGO_NODRUGS": "GEEN DRUGS"
"CUST_VARIANT_DOTS": "STIPPEN"
"CUST_ITEM_5_O_CLOCK_SHADOW_1": "STOPPELBAARD"
"RACE_AFRICAN": "AFRIKAANS-AMERIKAANS"
"CUST_WPN_UPGRADE_DESC_PISTOL_POLICE_3": "De aanjager vergroot de schade en reduceert de terugslag."
"CUST_COMP_MUSTACHE_27": "HOEFIJZER"
"VEHICLE_COLOR_YELLOW_LIGHT_TINT": "LICHTGELE TINT"
"VEHICLE_COLOR_MUSTARD_GREEN": "MOSTERDGROEN"
"RIM_176": "SD FTN59"
"CUST_VARIANT_PLAIN": "EFFEN"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_E": "JUMP SHOT"
"CUST_TATTOO_TORSO_LOWER_BACK": "ONDERRUG"
"CUST_ITEM_FEMALE_PS_UNDWEAR_3": "SAINTS GONE WILD G-STRING"
"CUST_MOVEMENT_COMPLIMENT": "COMPLIMENT"
"CUST_VARIANT_CIRCLE": "CIRKELS"
"CUST_VARIANT_METAL": "METAAL"
"CUST_VARIANT_FADED": "VERVAAGD"
"CUST_ITEM_CM_DLC_KNIGHT": "RIDDER"
"CUST_ITEM_FEMALE_LL_BRA_2": "ECHTE LIEFDE"
"CUST_ITEM_CM_LLL_FOOT_M_LBOOTS": "TOUGH RIDER LAARZEN"
"CUST_DIALOG_DISROBE_TITLE": "ALLE KLEDING VERWIJDEREN"
"CUST_WPN_UPGRADE_DESC_SPECIAL_SNIPER_4": "Vergroot de munitiecapaciteit. Verlengde loop vergroot de schade en reduceert de terugslag."
"VEHICLE_PAINT_CLASSIC_50_S___60_S": "KLASSIEK JAREN 50 - 60"
"CUST_COLOR_BRIGHT_GREEN": "FELGROEN"
"CUST_VARIANT_DROOPS": "HANGEND"
"CUST_ITEM_CF_LLI_LBDY_F_SHORTS": "SKINNY SHORT-SHORTS"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEUP": "THUG HOODIE"
"CUST_ITEM_CM_PSI_EYES_M_SHADES": "GAT STIJL ZONNEBRIL"
"CUST_MENU_RACE_PRESETS": "INSTELLINGEN RAS"
"PLAYER_MORPH_MOUTH_SIZE_TEXT": "MONDFORMAAT"
"CUST_COLOR_CLOTHING_VIOLET_6": "PAARS 6"
"SLOT_SECONDARY_SURFACES": "SECUNDAIRE OPPERVLAKKEN"
"LOGO_RFG": "RFG"
"CUST_VARIANT_SHAGGY": "RUIG"
"CUST_MENU_WEAR_OPTION": "DRAAGOPTIES"
"PLAYER_MORPH_EARS_LENGTH_TEXT": "OORLENGTE"
"CUST_COLOR_CLOTHING_YELLOWS_5": "GEEL 5"
"CUST_TATTOO_RUPPARM_5": "DE DUIVEL DIE JE KENT"
"VEHICLE_COLOR_FOREST_GREEN": "BOSGROEN"
"VEHICLE_COLOR_ORANGE_DARK_TINT": "DONKERORANJE TINT"
"SLOT_SPINNERS": "SPINNERS"
"LOGO_POT_LEAF": "WIETBLAD"
"CUST_WEAR_UNBUTTONED": "OPENGEKNOOPT"
"CUST_ITEM_CM_IMPN_UBDY_M_TURTLENECK": "MODERNE POLO"
"CUST_ITEM_WOMEN_S_PLATFORM_SHOES": "DEATHMATCH-LAARZEN"
"CUST_GANG_SPACE": "SPACE SAINTS"
"RIM_SET_017": "VELGSET 17"
"CUST_VARIANT_PATTERN_A": "STIJL 1"
"CUST_WEAR_TOP_BUTTONED": "BOVENSTE KNOOP DICHT"
"CUST_ITEM_CM_LPG_SUIT_M_ANIMALSUIT": "PARTY ANIMAL"
"CUST_CAT_RIGHT_HAND": "RECHTERHAND"
"CUST_COLOR_RED_2": "ROOD 2"
"CUST_VARIANT_LARGE_STRIPE": "BREDE STREEP"
"CUST_ITEM_CM_PSG_LBDY_M_TRACKPANTS": "GYMBROEK"
"CUSTOM_WALK_FEMALE": "STANDAARDVROUW"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_3": "Gooi verder."
"CUST_TATTOO_STOMACH_2": "ROBOTO-SAN"
"CUST_COMP_MUSTACHE_4": "DALI"
"LOGO_KRUNCH": "THE BLOOD 106.66"
"CUST_VARIANT_STRIPES_A": "STREPEN 1"
"CUST_WEAR_BOTH": "BEIDE"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_NO_SUSPENDERS": "INGESTOPT, EXTRA HOGE BROEK"
"CUST_ITEM_CF_LLI_UBDY_F_JCKTTUBETOP": "TOPJE MET JASJE"
"CUST_COMPLIMENT_W": "JUICHEN"
"PLAYER_MORPH_UPPER_LIP_LENGTH_TEXT": "LENGTE BOVENLIP"
"PLAYER_MORPH_CHIN_WIDTH_TEXT": "KINBREEDTE"
"COLOR_SLOT_PAINT_TRIM_AND_RIMS": "VERF, SIERLIJST EN VELGEN"
"PLAYER_MORPH_EAR_TIP_TEXT": "OORPUNT"
"CUST_ITEM_CF_PSD_UBDY_F_GFXHOODCOMBOUP": "LOUNGE-HOODIE"
"CUST_ITEM_CF_PSF_UBDY_F_LEFLEUR": "SAINTS LELIE HOODIE"
"CUST_ITEM_CM_HAIR_TRIBALMULLET": "HET MAERO-MATJE"
"PLAYER_MORPH_LOWER_LID_LENGTH_TEXT": "LENGTE ONDERSTE OOGLID"
"PLAYER_MORPH_EARS_TEXT": "OREN"
"CUST_ITEM_CM_LLN_FOOT_M_LSHOES": "PLATEAUZOLEN HEREN"
"tat_neck_fleur": "SAINTS LELIE"
"CUST_TATTOO_RARM_7": "TRIBAL BAND"
"RIM_153": "LX-2"
"CUST_WEAR_UNTUCKED_TOP_BUTTON": "NIET INGESTOPT, BOVENSTE KNOOP"
"CUST_ITEM_CM_DLC_UBDY_M_GPTOP": "FUNTIME!-TOP"
"CUST_ITEM_LPA_M_SPACESUIT": "GANGSTERS IN RUIMTEPAK"
"CUST_TATTOO_LOWER_LEG_LEFT": "LINKER ONDERBEEN"
"CUST_SKIN_ASIAN_01": "AZIATISCH 1"
"CUST_VARIANT_POLKA_DOT": "BOLLETJES"
"CUST_ITEM_CF_RING_F_BIGGEM": "FAMILIEJUWELEN"
"CUST_TATTOO_LOWER_LEG_RIGHT": "RECHTER ONDERBEEN"
"LOGO_UNIVERSITY_NEWS": "Stilwater U. News"
"Default": "STANDAARD"
"LOGO_VOLITION_2": "VOLITION 2"
"LOGO_SECURITY_1": "BEVEILIGING 1"
"CUST_ITEM_CF_HAIR_MEDIUMBOB": "BASIC BOB"
"CUST_SAMEDI_COMPLIMENT_A": "SAMEDICOMPLIMENT 1"
"PLAYER_MORPH_CHEEKBONE_SIZE_TEXT": "FORMAAT JUKBEENDEREN"
"VEHICLE_COLOR_ORANGE_LIGHT_TINT": "LICHTORANJE TINT"
"RIM_130": "T130"
"CUST_ITEM_MALE_PS_UNDWEAR_1": "LOGO BOXER"
"CUST_ITEM_FEMALE_NLM_BRA_1": "GEBROKEN HART"
"CUST_ITEM_CM_HAIR_MOHAWK": "HANENKAM"
"DARK_BLUE": "DONKERBLAUW"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_A": "INTERGALACTIC MAN"
"CUST_SAMEDI_TAUNT_D": "SAMEDIBELEDIGING 4"
"PLAYER_MORPH_NOSE_WIDTH_TEXT": "NEUSBREEDTE"
"VEHICLE_COLOR_SNAPPER_RED": "RODE SNAPPER"
"CUST_COLOR_YELLOW_1": "GEEL 1"
"CUST_ITEM_CM_FPIC_NOSESLEFT": "NEUSSTUD LINKS"
"CUST_COLOR_CLOTHING_RED_6": "ROOD 6"
"CUST_WPN_UPGRADE_DESC_MELEE_BAT_2": "Vergroot de schade."
"RIM_195": "AF1 MONOBLACK CX 504"
"CUST_VARIANT_ULTOR_W_TIE": "ULTOR MET DAS"
"PLAYER_MORPH_CHEEK_FATNESS_TEXT": "WANGDIKTE"
"PLAYER_CREATION_BASIC": "STANDAARD"
"CUST_COMP_FACE_WART_3": "WRAT 3"
"VEHICLE_COLOR_GALACTIC_DOVE_GRAY": "RUIMTELIJK MUISGRIJS"
"COMPONENT_EXTRA_LOW_PROFILE": "EXTRA LAAG PROFIEL"
"player_lips": "LIPPENSTIFT"
"CUST_ITEM_FEMALE_LP_EARRINGS_5": "PRIVATE EYE-OORBELLEN"
"PLAYER_MORPH_EAR_SPACING_TEXT": "PLAATSING OOR"
"LINEUP_WARNING_BODY": "Als je teruggaat naar de politie-opstelling, worden je huidige instellingen verwijderd.\nWeet je zeker dat je dit wilt doen?"
"CUST_COLOR_CLOTHING_GREENS_4": "GROEN 4"
"LOGO_UNIVERSITY_3": "STILWATER U 3"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATERTN": "PARIJSE CATWALKJASJE"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2A": "URBAN SAFARI JACK"
"CUST_ITEM_GASMASK": "FUMIGATOR 3000"
"CUST_ITEM_CF_LPE_LBDY_F_MPANTS": "GEVECHTSBROEK"
"CUST_SKIN_BLUE_4": "ZWEEM VAN BLAUW"
"PLAYER_MORPH_DOUBLE_CHIN_ELEVATION_TEXT": "HOOGTE DUBBELE ONDERKIN"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_8": "PAARSBLAUW 8"
"LOGO_NEVERLAND": "NEVER LAND"
"FEMALE_ATHLETIC": "VROUW ATLETISCH"
"CUST_ITEM_CF_DREADSINPIGTAILS": "DREADLOCKS"
"CUST_ITEM_CM_PSG_HAT_M_BUCKETHAT": "Z STIJL-HOED"
"CUST_ITEM_SQUARE_BELT_1": "ZWAARGEWICHT-TRICOT"
"CUST_MAX_COMPOSITE_WARNING": "Je hebt het maximumaantal toegestane keuzemogelijkheden bereikt."
"PLAYER_MORPH_UPPER_LIP_SIDES_ELEVATION_TEXT": "HOOGTE ZIJKANT BOVENLIP"
"SLOT_BED_OPTIONS": "BEDAANPASSINGEN"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2B": "URBAN SAFARI T-SHIRT"
"CUST_ITEM_CM_HAIR_FLATTOP": "MILITAIR KAPSEL"
"PLAYER_MORPH_DOUBLE_CHIN_WIDTH_TEXT": "BREEDTE DUBBELE ONDERKIN"
"PLAYER_MORPH_BRIDGE_ELEVATION_TEXT": "HOOGTE BRUG"
"CUST_COLOR_CLOTHING_BLUE-GREEN_3": "BLAUWGROEN 3"
"VEHICLE_COLOR_CANDY_CHEW_ORANGE": "SNOEPORANJE"
"VEHICLE_COLOR_CHAZ_BEIGE": "CHAZ BEIGE"
"CUST_WEAR_TUCKED_LOW_PANT_NO_SUSPENDERS": "INGESTOPT, LAGE BROEK"
"CUST_INSULT_P": "WEGWERPMATERIAAL"
"CUST_COLOR_CLOTHING_BLUES_5": "BLAUW 5"
"CUST_COLOR_CLOTHING_RED-ORANGE_3": "ROODORANJE 3"
"VEHICLE_COLOR_BLUE_WAVE": "GOLFBLAUW"
"SLOT_DECAL_5": "DECORATIE 5"
"CUST_COLOR_BRIGHT_ORANGE": "FELORANJE"
"CUST_COLOR_BLUE_1": "BLAUW 1"
"CUST_VARIANT_PLAIN_NO_BOWTIE": "GEEN DAS"
"CUST_ITEM_CF_RING_F_SAINTSSET": "SAINTS LELIE-RINGEN"
"CUST_ITEM_CF_NLMD_FACE_F_LIPRING": "RAWK LIPRING"
"CUST_ITEM_CM_NLMA_UBDY_M_SPSHIRTVEST": "MODIEUZE STEAMPUNK"
"SLOT_NITROUS": "NITRO/LACHGAS"
"CUST_VARIANT_LARGEPLAID": "GROTE RUITEN"
"CUST_VARIANT_STRETCH_TOP_2": "STIJL 2"
"PLAYER_MORPH_MOUTH_ANGLE_TEXT": "MONDKANTELING"
"CUST_VARIANT_MATERIAL__8": "CUST_VARIANT_MATERIAL_#8"
"CUST_WEAR_FINGER_LI": "LINKERWIJSVINGER"
"CUST_ITEM_IMPRESSIONS_MALE_L": "TRENDY EN MODERN"
"PLAYER_MORPH_INNER_BROW_ELEVATION_TEXT": "HOOGTE BINNENKANT WENKBRAUWEN"
"CUST_COMP_FACE_SCAR_4": "GROOT LITTEKEN 4"
"CUST_COMP_MUSTACHE_8": "MENEER"
"LOGO_TEXAS": "TEXAS"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2E": "URBAN SAFARI MET OVERHEMD"
"PLAYER_MORPH_EYE_SEPARATION_TEXT": "UIT ELKAAR STAAN VAN OGEN"
"CUST_COLOR_CLOTHING_BLUE-GREEN_7": "BLAUWGROEN 7"
"VEHICLE_COLOR_COLDWASH_BLUE": "KOEL BLAUW"
"CUST_WEAR_HALF-WAY BUTTONED": "HALF DICHTGEKNOOPT"
"CUST_INSULT_T": "ZIELIG"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_3": "Verhoog de vuursnelheid en vergroot schade en magazijnen. Vizierkorrel op loop laat je nog beter mikken."
"CUST_COMP_TEST_FACE_MAKEUP": "GRIEZELIGE GRIJNS"
"SLOT_REINFORCED_BUMPER_DESC": "Duurzaamheid van je bumper bijwerken stelt je in staat om enorme schade toe te brengen aan alles wat voor je wielen komt."
"PLAYER_MORPH_FOREHEAD_SHAPE_TEXT": "VORM VOORHOOFD"
"VEHICLE_COLOR_GRAY_DARK": "DONKERGRIJS"
"SLOT_DECAL_1": "DECORATIE 1"
"LOGO_ZOMBIE": "ZOMBIE"
"LOGO_SR_1": "SAINTS ROW"
"CUST_VARIANT_CRAZY_JACKET_PLAID": "GERUITE GESTOORDE JAS"
"CUST_VARIANT_POLICE": "POLITIE"
"CUST_VARIANT_COLOR": "GEKLEURD"
"CUST_BRA": "BEHA"
"PLAYER_MORPH_CHIN_DEPTH_TEXT": "KINDIEPTE"
"CUST_COLOR_CLOTHING_BLUES_1": "BLAUW 1"
"CUST_COLOR_CLOTHING_RED-ORANGE_7": "ROODORANJE 7"
"COLOR_SLOT_TRIM": "SIERLIJST"
"COLOR_SLOT_PAINT_3_AND_TRIM": "VERF 3 EN SIERLIJST"
"CUST_VARIANT_TANK_TOP_2": "STIJL 2"
"CUST_ITEM_CF_DLC_WP_LBDY_F_LOWER": "PRINSESKRIJGER ONDER"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT": "MANNELIJK MODEL OVERHEMD"
"CUST_ITEM_CM_HAIR_AFRO": "SAINTS AFRO"
"CUST_TATTOO_ENTIRE_LEG_LEFT": "HELE LINKERBEEN"
"CUST_TATTOO_HEAD_REAR": "HOOFD ACHTEROP"
"PLAYER_MORPH_LOWER_LIP_SIZE_TEXT": "FORMAAT ONDERLIP"
"VEHICLE_COLOR_BRIGHT_RED": "FELROOD"
"CUST_COLOR_REDHEAD": "ROODHARIG"
"CUST_VARIANT_STYLE_A": "STIJL 1"
"CUST_ITEM_CM_LLA_FOOT_M_LTHRBOOTS": "SAFEWORD-LAARZEN"
"PLAYER_MORPH_EYEBALLS_SPACING_TEXT": "PLAATSING OOGBALLEN"
"PLAYER_MORPH_NOSE_PITCH_TEXT": "NEUSINTENSITEIT"
"VEHICLE_COLOR_AUTUMN_WOOD_BROWN": "HERFSTBRUIN"
"LOGO_DUCKS": "DUCK TRUCKS"
"CUST_ITEM_CF_NLMC_UBDY_F_GOTHGIRL": "MYSTERIEUSE MAN T-SHIRT"
"PLAYER_MORPH_EAR_BOTTOM_TEXT": "ONDERKANT OOR"
"LOGO_REPAIR_1": "REPARATEUR"
"CUST_VARIANT_THICK": "BREDE STREPEN"
"CUST_ITEM_IMPRESSIONS_FEMALE_P": "ZWARTE KNOOPJURK"
"CUST_ITEM_FEMALE_LP_BRA_3": "STRANDBAND"
"CUST_SKIN_RED_YELLOW_4": "CITROENGEEL"
"CUST_SKIN_METAL_3": "GOUD"
"PLAYER_MORPH_NOSTRILS_SPACING_TEXT": "PLAATSING NEUSGATEN"
"CUST_COMP_FACE_MAKEUP_10": "BLAUW LINKEROOG"
"VEHICLE_COLOR_CHOCOLATE_BROWN": "CHOCOLADEBRUIN"
"CUST_VARIANT_NO_TIE": "ZONDER DAS"
"CUST_ITEM_CF_LLJ_EYES_F_SUNGLASSES": "OMABRIL"
"CUST_ITEM_CM_NLMA_HAND_M_GLOVESOFNGR": "STEAMPUNK HANDSCHOEN"
"SLOT_TORQUE_DESC": "Koppelupgrade geeft je een snellere acceleratie voor het winnen van straatraces (of het ontlopen van de politie)."
"CUST_COLOR_LIGHT_BROWN": "LICHTBRUIN"
"CUST_VARIANT_CMOVS_MSUNSHINE": "PAISLEY"
"CUST_VARIANT_TINTED": "GETINT"
"CUST_ITEM_CM_IMPN_UBDY_M_SWEATER": "MODERNE MAN SWEATER"
"CUST_ITEM_CM_HAIR_COMBEDDOWNJAGGED": "CRUISE-IN"
"CUST_CAT_HAIR_COLOR_FACE": "KLEUR GEZICHTSHAAR"
"VEHICLE_COLOR_LIPSTICK_RED": "LIPSTICKROOD"
"COLOR_SLOT_PAINT_4": "VERF 4"
"COLOR_SLOT_INTERIOR_4": "INTERIEUR 4"
"COMPONENT_OPTION_D": "OPTIE D"
"PLAYER_MORPH_UPPER_LIP_SIDES_SIZE_TEXT": "OMVANG ZIJKANT BOVENLIP"
"STORE_WEAPON_OWNED_EQUIPPED": "{0} LEVEL {1} {2}(UITGERUST)[/format]"
"CUST_COLOR_CLOTHING_YELLOWS_9": "GEEL 9"
"SLOT_WINGS": "ZIJSCHERMEN"
"CUST_COLOR_ORANGE_2": "ORANJE 2"
"LOGO_STILWATER_BIKE": "STILWATER BIKE CLUB"
"CUST_VARIANT_SNAKESKIN": "SLANGENLEER"
"CUST_WEAR_BACK": "TERUG"
"CUST_ITEM_CM_LPH_FOOT_M_PIRATEBOOTS": "KAPITEINSLAARZEN"
"PLAYER_MORPH_TEMPLES_SPACING_TEXT": "PLAATSING VAN DE SLAAP"
"CUST_WEAR_MID-HEIGHT": "MIDDELHOOG"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRT": "BUSINESS CASUAL"
"CUST_ITEM_CM_IMPB_FOOT_M_LTHRSHOE": "NETTE SCHOENEN"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_E": "EMPIRE STRIJDER"
"SLOT_DEFENSE": "VERDEDIGING"
"SLOT_HANDLEBARS": "STUURHENDELS"
"SLOT_WHEEL_COVERS": "ZIJSKIRTS"
"IRIDESCENT_2": "REGENBOOGKLEURIG 2"
"CUST_VARIANT_VEST_B": "STIJL 2"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT2": "MANNELIJK MODEL MET OVERHEMD EN STRIKJE"
"CUST_ITEM_CM_HAIR_COMBEDDOWNFLUSH": "TIENERDROOM"
"CUST_ITEM_FEMALE_LP_EARRINGS_1": "LIEVEHEERSBEESTJE-OORBELLEN"
"CUST_EXIT_WARNING_BODY": "Speler creëren verlaten?"
"PLAYER_CREATION_FIGURE_HUGE": "POTIG"
"CUST_COLOR_CLOTHING_RED_2": "ROOD 2"
"VEHICLE_COLOR_FAINT_TARRAGON_GRAY": "VAAL DRAGONGRIJS"
"RIM_RBP": "RBP"
"RIM_191": "C-X 504 PURPLE-WHITE"
"LOGO_CAVE_2": "SPOKENGROT 2"
"CUST_ITEM_CF_PSA_UBDY_F_3RDSTREET": "3RD STREET HOODIE"
"CUST_UNDERSHIRT": "ONDERHEMDEN"
"CUST_COMP_MUSTACHE_18": "HOLLYWOODIAN"
"CUST_COMP_FEMALE_EYEBROWS": "DE NATUURLIJKE VROUW"
"OPTION_38": "OPTIE 38"
"HAIR_COLOR_AUBURN": "KASTANJEBRUIN"
"CUST_ITEM_CM_LPG_MASK_M_MASKLION": "GROOT MANEN-MASKER"
"CUST_ITEM_CM_PSJ_FOOT_M_SNEAKERS": "ULTRAS"
"CUST_ITEM_AISHA_EAR_PIERCING_LEFT": "DIKKE HOEPEL"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_2": "GEELORANJE 2"
"CUST_TATTOO_FACE_8": "GULHEID VAN DE ZEE"
"COLOR_SLOT_PAINT": "VERF"
"CUST_COLOR_INDIGO_4": "INDIGO 4"
"MALE_BODYBUILDER": "MAN BODYBUILDER"
"CUST_ITEM_LEATHER_LACE_FEMALE_T": "SPEEDRACER"
"CUST_ITEM_CF_NLMB_UBDY_F_VESTSHIRT": "REBELLENVEST"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEDOWN": "ALL BUSINESS-HOODIE"
"CUST_ITEM_2015_SHADES": "2015 ZONNEBRIL"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_2": "VROUWEN BESTE VRIEND - LINKS"
"PLAYER_MORPH_SEPTUM_WIDTH_TEXT": "BREEDTE NEUSSCHOT"
"PLAYER_CREATION_MENU_3": "OGEN"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_7": "GEELGROEN 7"
"CUST_TATTOO_CHEST_4": "SAINTS ZEEP"
"RIM_LEXANI": "LEXANI"
"LOGO_KABRON": "KABRON 104.2"
"LEVEL_1": "NIVEAU 1"
"CUST_ITEM_FEMALE_LL_EARRINGS_1": "HARTEN KONINGIN-OORBELLEN"
"CUST_COLOR_CLOTHING_ORANGE_5": "ORANJE 5"
"SLOT_REINFORCED_BUMPER": "VERSTEVIGDE BUMPER"
"LOGO_FUNK": "Funk 98.4"
"CUST_VARIANT_CIRCLES": "CIRKELS"
"CUST_WEAR_FORWARD": "NAAR VOREN"
"CUST_ITEM_CF_DLC_WP_HAT_F_HELMET": "PRINSESKRIJGERSHELM"
"HAIR_COLOR_BLUE_MATTE": "MATBLAUW"
"FEMALE_EMACIATED": "VROUW UITGEMERGELD"
"CUST_COMP_MALE_EYEBROWS_2": "DE OUDE MAN"
"CUST_VARIANT_TRIM_COLOR": "SIERLIJST"
"CUST_VARIANT_CMBOT_UCOPPANTS01": "GEDEKT"
"CUST_VARIANT_SMALL_PLAID": "KLEIN GERUIT"
"CUST_VARIANT_PIMPCOAT_LEOPARD": "LUIPAARD 1"
"CUST_RONIN_TAUNT_B": "RONINBELEDIGING 2"
"CANT_WEAR_PENDANT": "JE MOET EEN KORTE KETTING HEBBEN OM DEZE HANGER TE DRAGEN"
"CUST_WEAR_LOW_LEFT_ROLLED_RIGHT_UNZIPPED": "L. opgerold, R. opengeritst, Laag"
"CUST_ITEM_MALE_NLM_OUTFIT_D": "PUNK ROCK ANARCHIST"
"SURGEON_PRESET_TEXT": "Wil je deze instelling selecteren?"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_2": "Vergroot je magazijnen."
"CUST_TATTOO_RFORARM_6": "OOG OM OOG"
"CUST_COMP_FACE_MOLE_7": "MOEDERVLEK 7"
