"CUST_ITEM_CF_HAIR_MED": "セミロング"
"CUST_COLOR_CLOTHING_BLUE-GREEN_3": "ブルーグリーン3"
"VEHICLE_COLOR_CANDY_CHEW_ORANGE": "チューイングキャンディーオレンジ"
"VEHICLE_COLOR_CHAZ_BEIGE": "シャズ・ベージュ"
"CUST_WEAR_TUCKED_LOW_PANT_NO_SUSPENDERS": "裾入れ 腰浅"
"CUST_INSULT_P": "これでもくらえ"
"CUST_COLOR_CLOTHING_BLUES_5": "ブルー5"
"CUST_COLOR_CLOTHING_RED-ORANGE_3": "レッドオレンジ3"
"VEHICLE_COLOR_BLUE_WAVE": "ブルー・ウェーブ"
"SLOT_DECAL_5": "ステッカー5"
"CUST_COLOR_BRIGHT_ORANGE": "明るいオレンジ"
"CUST_COLOR_BLUE_1": "ブルー1"
"CUST_VARIANT_PLAIN_NO_BOWTIE": "ネクタイなし"
"CUST_ITEM_CF_RING_F_SAINTSSET": "フルール・ド・セインツリング"
"CUST_ITEM_CF_NLMD_FACE_F_LIPRING": "ロックリップリング"
"CUST_ITEM_CM_NLMA_UBDY_M_SPSHIRTVEST": "スチームパンクベスト"
"SLOT_NITROUS": "ニトロ"
"CUST_VARIANT_LARGEPLAID": "格子縞"
"CUST_VARIANT_STRETCH_TOP_2": "スタイル2"
"PLAYER_MORPH_MOUTH_ANGLE_TEXT": "口の角度"
"CUST_VARIANT_MATERIAL__8": "CUST_VARIANT_MATERIAL_#8"
"CUST_WEAR_FINGER_LI": "左人差し指"
"CUST_ITEM_IMPRESSIONS_MALE_L": "シンプルアンドスタイリッシュ"
"PLAYER_MORPH_INNER_BROW_ELEVATION_TEXT": "眉の高さ 内側"
"CUST_COMP_FACE_SCAR_4": "傷あと（大）4"
"CUST_COMP_MUSTACHE_8": "ムッシュ"
"LOGO_TEXAS": "TEXAS"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2E": "アーバンサファリ&カラーシャツ"
"PLAYER_MORPH_EYE_SEPARATION_TEXT": "目の開き"
"CUST_COLOR_CLOTHING_BLUE-GREEN_7": "ブルーグリーン7"
"VEHICLE_COLOR_COLDWASH_BLUE": "コールドウォッシュ・ブルー"
"CUST_WEAR_HALF-WAY BUTTONED": "半分ボタン留め"
"CUST_INSULT_T": "ノーノー"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_3": "連射速度、装弾数、攻撃力を上げます。フロントサイトはエイム中の精度を上げます"
"CUST_COMP_TEST_FACE_MAKEUP": "悪霊メイク"
"SLOT_REINFORCED_BUMPER_DESC": "バンパーの耐久性をアップグレードすると、衝突した相手や物に強烈なダメージを与えられる"
"PLAYER_MORPH_FOREHEAD_SHAPE_TEXT": "おでこの形"
"VEHICLE_COLOR_GRAY_DARK": "ダークグレー"
"SLOT_DECAL_1": "ステッカー1"
"LOGO_ZOMBIE": "ZOMBIE"
"LOGO_SR_1": "SAINTS ROW"
"CUST_VARIANT_CRAZY_JACKET_PLAID": "クレイジーチェックジャケット"
"CUST_VARIANT_POLICE": "警察"
"CUST_VARIANT_COLOR": "色つき"
"CUST_BRA": "ブラジャー"
"PLAYER_MORPH_CHIN_DEPTH_TEXT": "顎の出っ張り"
"CUST_COLOR_CLOTHING_BLUES_1": "ブルー1"
"CUST_COLOR_CLOTHING_RED-ORANGE_7": "レッドオレンジ7"
"COLOR_SLOT_TRIM": "トリム"
"COLOR_SLOT_PAINT_3_AND_TRIM": "塗装3とトリム"
"CUST_VARIANT_TANK_TOP_2": "スタイル2"
"CUST_ITEM_CF_DLC_WP_LBDY_F_LOWER": "アマゾネスボトムス"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT": "ランウェイシャツ"
"CUST_ITEM_CM_HAIR_AFRO": "アフロ"
"CUST_TATTOO_ENTIRE_LEG_LEFT": "左脚全体"
"CUST_TATTOO_HEAD_REAR": "後頭部"
"PLAYER_MORPH_LOWER_LIP_SIZE_TEXT": "下唇の厚さ"
"VEHICLE_COLOR_BRIGHT_RED": "ブライトレッド"
"CUST_COLOR_REDHEAD": "赤毛"
"CUST_VARIANT_STYLE_A": "スタイル1"
"CUST_ITEM_CM_LLA_FOOT_M_LTHRBOOTS": "スレイブブーツ"
"PLAYER_MORPH_EYEBALLS_SPACING_TEXT": "眼球の間隔"
"PLAYER_MORPH_NOSE_PITCH_TEXT": "鼻の角度"
"VEHICLE_COLOR_AUTUMN_WOOD_BROWN": "オータムウッド・ブラウン"
"LOGO_DUCKS": "DUCK TRUCKS"
"CUST_ITEM_CF_NLMC_UBDY_F_GOTHGIRL": "ミステリーマンTシャツ"
"PLAYER_MORPH_EAR_BOTTOM_TEXT": "耳の下部"
"LOGO_REPAIR_1": "REPAIR MAN"
"CUST_VARIANT_THICK": "太いストライプ"
"CUST_ITEM_IMPRESSIONS_FEMALE_P": "セクシーブラックドレス"
"CUST_ITEM_FEMALE_LP_BRA_3": "ストラップレス"
"CUST_SKIN_RED_YELLOW_4": "レモンイエロー"
"CUST_SKIN_METAL_3": "ゴールド"
"PLAYER_MORPH_NOSTRILS_SPACING_TEXT": "鼻腔の間隔"
"CUST_COMP_FACE_MAKEUP_10": "あざ（左目）"
"VEHICLE_COLOR_CHOCOLATE_BROWN": "チョコレートブラウン"
"CUST_VARIANT_NO_TIE": "ネクタイなし"
"CUST_ITEM_CF_LLJ_EYES_F_SUNGLASSES": "ヴィンテージサングラス"
"CUST_ITEM_CM_NLMA_HAND_M_GLOVESOFNGR": "スチームパンクグローブ"
"SLOT_TORQUE_DESC": "トルクをアップグレードすると、加速が利くようになる。ストリートレースや、警察から逃げるときにも有利になる"
"CUST_COLOR_LIGHT_BROWN": "ライトブラウン"
"CUST_VARIANT_CMOVS_MSUNSHINE": "ペイズリー柄"
"CUST_VARIANT_TINTED": "色つき"
"CUST_ITEM_CM_IMPN_UBDY_M_SWEATER": "シンプルセーター"
"CUST_ITEM_CM_HAIR_COMBEDDOWNJAGGED": "ジグザグコームダウン"
"CUST_CAT_HAIR_COLOR_FACE": "ひげの色"
"VEHICLE_COLOR_LIPSTICK_RED": "リップスティックレッド"
"COLOR_SLOT_PAINT_4": "塗装4"
"COLOR_SLOT_INTERIOR_4": "内装4"
"COMPONENT_OPTION_D": "オプションD（使用禁止）"
"PLAYER_MORPH_UPPER_LIP_SIDES_SIZE_TEXT": "上唇外側の大きさ"
"STORE_WEAPON_OWNED_EQUIPPED": "{0} レベル{1}{2}\n（装備中）[/format]"
"CUST_COLOR_CLOTHING_YELLOWS_9": "イエロー9"
"SLOT_WINGS": "ウィング"
"CUST_COLOR_ORANGE_2": "オレンジ2"
"LOGO_STILWATER_BIKE": "STILWATER BIKE CLUB"
"CUST_VARIANT_SNAKESKIN": "蛇革"
"CUST_WEAR_BACK": "背中"
"CUST_ITEM_CM_LPH_FOOT_M_PIRATEBOOTS": "パイレーツブーツ"
"PLAYER_MORPH_TEMPLES_SPACING_TEXT": "こめかみの間隔"
"CUST_WEAR_MID-HEIGHT": "ミドルカット"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRT": "ビジネスカジュアル"
"CUST_ITEM_CM_IMPB_FOOT_M_LTHRSHOE": "ドレスシューズ"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_E": "ストームソルジャー"
"SLOT_DEFENSE": "ディフェンス装備"
"SLOT_HANDLEBARS": "ハンドル"
"SLOT_WHEEL_COVERS": "フェンダースカート"
"IRIDESCENT_2": "レインボー2"
"CUST_VARIANT_VEST_B": "スタイル2"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT2": "ランウェイジャケット&蝶ネクタイシャツ"
"CUST_ITEM_CM_HAIR_COMBEDDOWNFLUSH": "ティーンドリーム"
"CUST_ITEM_FEMALE_LP_EARRINGS_1": "てんとう虫ピアス"
"CUST_EXIT_WARNING_BODY": "プレイヤーのカスタマイズを終了しますか？"
"PLAYER_CREATION_FIGURE_HUGE": "がっしり"
"CUST_COLOR_CLOTHING_RED_2": "レッド2"
"VEHICLE_COLOR_FAINT_TARRAGON_GRAY": "フェイントタラゴングレー"
"RIM_RBP": "RBP"
"RIM_191": "C-X 504 PURPLE-WHITE"
"LOGO_CAVE_2": "PHANTOM CAVE 2"
"CUST_ITEM_CF_PSA_UBDY_F_3RDSTREET": "サードストリートパーカー"
"CUST_UNDERSHIRT": "アンダーシャツ"
"CUST_COMP_MUSTACHE_18": "ハリウッド"
"CUST_COMP_FEMALE_EYEBROWS": "ナチュラル眉（女性）"
"OPTION_38": "オプション38"
"HAIR_COLOR_AUBURN": "とび色"
"CUST_ITEM_CM_LPG_MASK_M_MASKLION": "ライオンマスク"
"CUST_ITEM_CM_PSJ_FOOT_M_SNEAKERS": "フーリガンスニーカー"
"CUST_ITEM_AISHA_EAR_PIERCING_LEFT": "ワイドフープ"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_2": "イエローオレンジ2"
"CUST_TATTOO_FACE_8": "フィッシュ"
"COLOR_SLOT_PAINT": "すべて塗装"
"CUST_COLOR_INDIGO_4": "インディゴ4"
"MALE_BODYBUILDER": "男性 ボディビルダー"
"CUST_ITEM_LEATHER_LACE_FEMALE_T": "スピードレーサー"
"CUST_ITEM_CF_NLMB_UBDY_F_VESTSHIRT": "カットオフパンクベスト"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEDOWN": "七部袖パーカー（フードダウン）"
"CUST_ITEM_2015_SHADES": "2015サングラス"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_2": "ダイヤモンドピアス（左）"
"PLAYER_MORPH_SEPTUM_WIDTH_TEXT": "鼻下の幅"
"PLAYER_CREATION_MENU_3": "目"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_7": "イエローグリーン7"
"CUST_TATTOO_CHEST_4": "ソープ"
"RIM_LEXANI": "LEXANI"
"LOGO_KABRON": "KABRON 104.2"
"LEVEL_1": "レベル1"
"CUST_ITEM_FEMALE_LL_EARRINGS_1": "クイーンズハートイヤリング"
"CUST_COLOR_CLOTHING_ORANGE_5": "オレンジ5"
"SLOT_REINFORCED_BUMPER": "強化バンパー"
"LOGO_FUNK": "Funk 98.4"
"CUST_VARIANT_CIRCLES": "サークル"
"CUST_WEAR_FORWARD": "前"
"CUST_ITEM_CF_DLC_WP_HAT_F_HELMET": "アマゾネスヘルメット"
"HAIR_COLOR_BLUE_MATTE": "ブルー（マット）"
"FEMALE_EMACIATED": "女性 虚弱"
"CUST_COMP_MALE_EYEBROWS_2": "ぼさぼさ"
"CUST_VARIANT_TRIM_COLOR": "トリム"
"CUST_VARIANT_CMBOT_UCOPPANTS01": "無地"
"CUST_VARIANT_SMALL_PLAID": "格子模様スモール"
"CUST_VARIANT_PIMPCOAT_LEOPARD": "ヒョウ柄1"
"CUST_RONIN_TAUNT_B": "ローニン挑発2"
"CANT_WEAR_PENDANT": "ペンダントヘッドには、Sの長さのネックレスが必要です"
"CUST_WEAR_LOW_LEFT_ROLLED_RIGHT_UNZIPPED": "左ロールアップ右ジッパー開け（低）"
"CUST_ITEM_MALE_NLM_OUTFIT_D": "パンクロックアナーキスト"
"SURGEON_PRESET_TEXT": "この設定を選びますか？"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_2": "装弾数が増えます"
"CUST_TATTOO_RFORARM_6": "ブードゥー"
"CUST_COMP_FACE_MOLE_7": "ホクロ7"
"CUST_VARIANT_BOXERS": "ボクサーパンツ"
"PLAYER_MORPH_FOREHEAD_TEXT": "おでこ"
"PLAYER_MORPH_EAR_HEIGHT_TEXT": "耳の長さ"
"LOGO_AKUSTICS1": "AKUSTICS"
"CUST_ITEM_CM_WORSTCASESHOES": "ワーストケースシューズ"
"CUST_ITEM_CF_PSD_FOOT_F_FLIPFLOPS": "フラワービーチサンダル"
"CUST_VOICE_MALE_ASIAN": "男性アジア系"
"VEHICLE_COLOR_TINT_50": "スモーク50%%"
"RIM_187": "C-X 501 ORANGE-BLACK"
"CUST_VARIANT_BOWTIE_STRIPED": "ストライプ蝶ネクタイ"
"CUST_ITEM_GENKI_PACK": "ゲンキスーツ"
"CUST_ITEM_CM_DLC_SUIT_M_BLINGPACK": "ズィーモス"
"CUST_ITEM_MALE_HEYDAYSHOES": "HEYDAY SUPER SHIFT"
"CUST_ITEM_CM_LLK_FOOT_M_BUNNYSLIPPERS": "バニースリッパ"
"CUST_BRO_TAUNT_B": "ブラザーフッド挑発2"
"RIM_ASANTI": "ATTILARIMS"
"COMPONENT_OPTION_12": "オプション12"
"CUST_COLOR_GREEN_2": "グリーン2"
"UNLOCALIZED_BLACK": "BLACK"
"CUST_ITEM_CM_HAIR_VERYSHORTAFRO": "ベリーショートアフロ"
"CUST_ITEM_CM_NLMA_EYES_M_SPGOGGLES": "スチームパンクゴーグル"
"CUST_ITEM_CF_PSH_HAT_F_GFXCAP": "ヒップスタートラッカーキャップ"
"CUST_COMPLIMENT_O": "セブンヴェイル"
"VEHICLE_PAINT_GANG_ULTOR": "アルター"
"SLOT_REAR_FENDERS": "リアフェンダー"
"CUST_ITEM_CF_NLME_UBDY_F_SADHEART": "ハート泣き顔パーカー"
"CUST_ITEM_CF_LPG_FOOT_F_COWGIRLBOOTS": "カウガールブーツ"
"CUST_ITEM_CM_PSE_LBDY_M_LSHORTS": "バギーショーツ"
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_4": "スナイパースコープでさらにズームすることが出来ます。ロングバレルは攻撃力を上げ、反動を軽減します"
"CUST_TATTOO_RCALF_3": "バタフライ"
"CUST_TATTOO_LARM_4": "フラワー"
"CUST_TATTOO_LUPPARM_6": "セインツフォーエバー"
"CUST_COMP_FEMALE_EYEBROWS_4": "カーブ"
"COMPONENT_ADD_NITROUS": "ニトロ"
"CUST_VARIANT_MED": "ミディアム"
"CUST_VARIANT_DESERT_CAMO": "デザート迷彩"
"VEHICLE_COLOR_PENNY_ZINC": "ペニー・ジンク"
"COLOR_SLOT_PAINT_AND_RIMS": "塗装とリム"
"LOGO_GUARD_1": "GUARD 1"
"CUST_VARIANT_SMALL_DOTS": "ドットスモール"
"CUST_VARIANT_MATERIAL__15": "CUST_VARIANT_MATERIAL_#15"
"CUST_ITEM_CM_IMPO_UBDY_M_SHIRTWTIE": "ネイバーシャツ（ネクタイ付き）"
"CUST_ITEM_CF_HAIR_LONGWAVY": "ウェービーロング"
"CUST_TATTOO_ENTIRE_ARM_RIGHT": "右腕全体"
"CUST_TATTOO_RFORARM_2": "ダイス"
"CUST_COMP_FACE_MOLE_3": "ホクロ3"
"CUST_COMP_FACE_DPMARKS": "にきびあと"
"VEHICLE_COLOR_GREEN_DARK_TINT": "ダークスモーク（グリーン）"
"HAIR_COLOR_GRAY": "グレー"
"CUST_VARIANT_NAILS_A": "爪1"
"CUST_SKIN_GREY_3": "チャコール"
"PLAYER_MORPH_TEMPLES_DEPTH_TEXT": "こめかみの出っ張り"
"PLAYER_MORPH_TEMPLE_ELEVATION_TEXT": "こめかみの隆起"
"CUST_VARIANT_CARIBBEAN": "カリビアン"
"CUST_WEAR_ON UNDERSHIRT": "アンダーシャツの上"
"RACE_CAUCASIAN": "白人"
"PLAYER_MORPH_LOWER_LIP_LENGTH_TEXT": "下唇の位置"
"CUST_COMP_EYE_MAKEUP_8": "80年代 SCI-FI"
"RIM_183": "V-F 602"
"LOGO_GHOST_3": "GHOST 3"
"CUST_VARIANT_PIMPCOAT_ZEBRA2": "ゼブラ2"
"CUST_WEAR_LEFT_ROLLED_HIGH": "左ロールアップ（高）"
"CUST_ITEM_STRETCHPANTS_OUTFIT": "ストレッチパンツセット"
"CUST_ITEM_CF_PSC_LBDY_F_STRETCHPANTS": "スーパースキニーパンツ"
"CUST_ITEM_METAL_BRACELET_LEFT": "VIPウォッチ"
"CUST_COMP_EYES_RED": "レッド"
"none": "なし"
"CUST_ITEM_MALE_LL_UNDWEAR_1": "LOVEマシーンボクサーパンツ"
"CUST_ITEM_CF_HAIR_PONYTAIL": "ポニーテール"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_LENGTH_TEXT": "上唇中央の長さ"
"CUST_VARIANT_STRIPES_2": "ストライプ2"
"CUST_VARIANT_MAIN": "ノーマル"
"CUST_CAT_HAIR_COLOR_PRIMARY": "頭髪メインカラー"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_4": "装弾数を増やします。焼夷弾は敵を炎で包みます"
"CUST_TATTOO_LCALF_8": "ハンマーヘッド"
"CUST_COLOR_BLACK": "ブラック"
"LOGO_KLASSIC": "KLASSIC 102.4"
"CUST_VARIANT_PIMPCOAT_ZEBRA": "ゼブラ1"
"CUST_VARIANT_PLAID_2": "格子模様2"
"CUST_VARIANT_MATERIAL_2": "CUST_VARIANT_MATERIAL#2"
"CUST_ITEM_FEMALE_PS_EARRINGS_2": "バンパイア除けクロス"
"CUST_ITEM_CM_PSI_MASK_M_DOORAG": "セインツバンダナ"
"CUST_COMPLIMENT_K": "プライムタイム"
"COMPONENT_ADD_KNEECAPPERS": "ニーキャッパー"
"CUST_VARIANT_VBANDS": "垂直ストライプ"
"CUST_VARIANT_PATTERN_2": "スタイル2"
"CUST_WEAR_UNTUCKED_UNZIPPED": "裾出し ジッパー開"
"CUST_ITEM_CF_PSG_FOOT_F_OTHEALS": "パーティーガールハイヒール"
"CUST_INSULT_D": "ダグラス"
"PLAYER_MORPH_UPPER_LID_LENGTH_TEXT": "上まぶたの長さ"
"SURGEON_CONFIRM_ENTRY_TEXT": "現在%lsを所持しています。\n手術には%lsが必要です。手術を受けますか？\n整形は元に戻すことはできません"
"CUST_TATTOO_RCALF_7": "ドラゴンスピリット"
"CUST_TATTOO_LUPPARM_2": "ウルフ"
"VEHICLE_COLOR_BANANA_YELLOW": "バナナ・イエロー"
"COLOR_SLOT_BIKE": "自転車"
"CUST_VARIANT_CMHAT_CHILD": "ストライプ（薄）"
"CUST_VARIANT_BIKER": "バイカー"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_6": "イエローオレンジ6"
"CUST_TATTOO_LHAND_4": "クワッドスカル"
"SLOT_INTERIOR_ACCESSORIES": "内装アクセサリー"
"CUST_COLOR_PURPLE_1": "パープル1"
"CUST_VARIANT_MED_STRIPE": "ストライプミディアム"
"PLAYER_MORPH_EAR_LENGTH_TEXT": "耳の幅"
"COMPONENT_DECAL_9": "デカール9"
"PAINT_3": "ペイント3"
"CUST_ITEM_CM_IMPE_FOOT_M_SHOES": "マイアミシューズ"
"CUST_ITEM_CF_LLS_LBDY_F_HOTPANTS": "ラグジュアリー網タイツ"
"CUST_ITEM_CM_NLME_LBDY_M_CARGOPANTS": "ネットワークカーゴパンツ"
"CUST_ITEM_CM_NLMD_FACE_M_NOSERING": "パンクセプタムリング"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_3": "イエローグリーン3"
"CUST_VARIANT_ZEBRA_STRETCHED_LONG": "ゼブラ伸張"
"CUST_ITEM_CF_NLMC_FOOT_M_SHOES": "ゴシックブーツ"
"RACE_HISPANIC": "ラテンアメリカ系"
"PLAYER_MORPH_CHEEKBONE_DEPTH_TEXT": "頬骨の出っ張り"
"CUST_COMP_FACE_BANDAGE_3": "ばんそうこう（頬）"
"SLOT_FRONT_WHEELS": "フロントホイール"
"SLOT_TRIM": "トリム"
"LOGO_NUKE_1": "STILWATER NUCLEAR"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_6": "エレガントパールピアス"
"PLAYER_CREATION_MENU_7": "戻る"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATER2": "ランウェイジャケット&セーター"
"CUST_ITEM_CF_IMPP_FACE_F_DRESS": "クチュールドレス"
"CUST_COLOR_CLOTHING_ORANGE_1": "オレンジ1"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_2": "ダメージの及ぶ範囲が広がります"
"HAIR_COLOR_PURPLE": "パープル"
"CUST_VARIANT_DENIM": "デニム"
"CUST_ITEM_CM_HAIR_MEDTOPSHVDSIDS": "ツーブロック"
"PLAYER_MORPH_MOUTH_TEXT": "口"
"PLAYER_MORPH_FACE_FATNESS_TEXT": "顔の肉づき"
"VEHICLE_COLOR_MIDNIGHT_BLUE": "ミッドナイト・ブルー"
"RIM_SET_009": "リムセット9"
"CUST_ITEM_CM_DLC_MASK_M_GPHEAD": "ゲンキヘッドウェア"
"CUST_ITEM_CF_PSB_UBDY_F_ZIPUPJACKET": "ウィメンズジップアップジャケット"
"CUST_SKIN_GREEN_3": "フロッググリーン"
"CUSTOM_WALK_8": "悪党4"
"PLAYER_CREATION_FIGURE_EMACIATED": "やせ気味"
"SLOT_TIRE_DURABILITY": "タイヤ耐久性"
"LOGO_MUSEUM_HISTORY": "NATURAL HISTORY MUSEUM"
"LOGO_RUSTY_S_NEEDLE_1": "RUSTY'S NEEDLE 1"
"CUST_VARIANT_AMBER": "アンバー"
"CUST_ITEM_CM_DLC_SAM_SUIT_M_ARMOR": "サムライアーマー"
"CUST_ITEM_MALE_LP_UNDWEAR_1": "デイリーボクサーパンツ"
"PLAYER_MORPH_SKIN_TEXT": "皮膚の色"
"HAIR_COLOR_PINK": "ピンク"
"HAIR_COLOR_BRUNETTE": "プルネット"
"LOGO_SKEETERS_4": "SKEETERS 4"
"LOGO_NUMBER2": "NUMBER 2"
"CUST_VARIANT_PRESS": "プレス"
"CUST_VARIANT_DRAGON_TIE": "ドラゴンネクタイ"
"CUST_VARIANT_CHECKER": "チェック模様"
"CUST_ITEM_CM_IMPM_UBDY_M_POLOSHIRT": "カバナポロシャツ"
"FACIAL_EXPRESSION_ANGRY": "怒り"
"CUST_VARIANT_GOLD": "ゴールド"
"CUST_VARIANT_BIKERBOOT": "バイクブーツ"
"CUST_WEAR_HIGH_LEFT_ZIPPED_RIGHT_LEFT_ROLLED_RIGHT_ROLLED": "右ロールアップ（高）"
"CUST_ITEM_FEMALE_NLM_OUTFIT_B": "パンクチック"
"CUST_CAT_SUITS": "スーツ"
"CUST_TATTOO_UPPBACK_5": "チェリー"
"SLOT_HUBCAPS": "ホイールキャップ"
"HAIR_COLOR_WHITE_MATTE": "ホワイト（マット）"
"CUST_VARIANT_BOOT_5": "ツートンカラー"
"CUST_ITEM_CM_PSD_EYES_M_HPGLASS": "ヒップスターメガネ"
"CUST_TATTOO_LOWER_BACK": "腰"
"PLAYER_MORPH_MOUTH_SIDES_DEPTH_TEXT": "口角の出っ張り"
"CUST_WEAR_UNTUCKED_ZIPPED": "裾出し ジッパー閉"
"CUST_WEAR_LONG": "長め"
"CUST_WEAR_LEFT": "左"
"CUST_ITEM_FEMALE_LL_UNDWEAR_3": "小悪魔ビキニボトム"
"CUST_CAT_FACE_PIERCINGS": "ピアス（顔）"
"RACE_ASIAN": "アジア系"
"VEHICLE_COLOR_DOUBLE_YELLOW": "ダブル・イエロー"
"VEHICLE_PAINT_MUNICIPAL": "ミュニシパル"
"CUST_VARIANT_FRONT_STRIPES_LARGE": "フロントストライプラージ"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT2": "ランウェイ蝶ネクタイシャツ"
"CUST_ITEM_CF_LPC_UBDY_F_FEMHEROSHIRT": "スティールポートヒロインシャツ"
"CUST_TATTOO_ENTIRE_LEG_RIGHT": "右脚全体"
"CUST_INSULT_L": "エンジェルマニア"
"SURGEON_CAT_HEAD": "頭"
"CUST_TATTOO_LARM_8": "バンド"
"CUST_ITEM_CM_HAIR_PULLEDPONYTAIL": "タイトポニーテール"
"CUST_SKIN_OILED_4": "オイリーな褐色肌"
"CUSTOM_WALK_FEMALE_6": "女性スウェイ"
"CUST_INSULT_PISS": "犬の小便"
"CUST_MENU_SEX_PRESETS": "性別プリセット"
"CUST_COLOR_CLOTHING_GREYS_2": "グレー2"
"CUST_COMP_CHEEK_MAKEUP_4": "ジョーカー"
"Redhead": "赤毛"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS_TIE": "裾入れ ボタン留 腰深 サスペンダー有 ネクタイ有"
"PLAYER_MORPH_NOSTRILS_HEIGHT_TEXT": "鼻腔の高さ"
"VEHICLE_PAINT_STANDARD_METAL": "一般金属"
"CUST_VARIANT_PLAIN_W_TIE": "プレインネクタイ"
"CUST_ITEM_GAT_MASCOT_OUTFIT": "ギャットマスコットセット"
"CUST_ITEM_FEMALE_NLM_EARRINGS_2": "スカルクラッシャーピアス"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_A": "LETS PRETEND（女性用）A"
"CUST_COMPLIMENT_C": "暴れ馬"
"CUSTOM_PREVIEW_UNAVAILABLE": "プレビューできません"
"CUST_TATTOO_RHAND_3": "ブロークンハート"
"CUST_TATTOO_CHEST_8": "イーグル"
"VEHICLE_PAINT_PLASTIC": "プラスチック"
"CUST_VARIANT_ULTOR1": "アルター1"
"CUST_RONIN_COMPLIMENT_D": "ローニン敬意4"
"CUST_MENU_START_GAME": "ゲーム開始"
"CUST_COMP_FACE_MAKEUP_3": "バンシー"
"CUST_ITEM_CM_LPG_MASK_M_MASKCAT": "ネコマスク"
"CUST_ITEM_CM_EYE_CARDNIAL_GLASSES": "カーディナルメガネ"
"CUST_SKIN_HISPANIC_03": "ラテンアメリカ系3"
"CUST_TATTOO_FACE_4": "スター"
"SLOT_OFFENSE": "オフェンス装備"
"LOGO_BROTHERHOOD_3": "BROTHERHOOD 3"
"CUST_VARIANT_DUAL_STRIPES_LARGE": "ダブルストライプラージ"
"CUSTOM_WALK_14": "悪党9"
"PLAYER_MORPH_DOUBLECHIN_TEXT": "二重顎"
"CUST_COLOR_CLOTHING_VIOLET-RED_2": "バイオレットレッド2"
"CUST_COLOR_CLOTHING_BROWNS_3": "ブラウン3"
"CUST_COMP_MUSTACHE_14": "青ヒゲ"
"VEHICLE_COLOR_BLACK_TITANIUM": "ブラック・チタニウム"
"LOGO_RFS": "RFS 87.6"
"COMPONENT_DECAL_1": "デカール1"
"CUST_ITEM_ANGLE_MEDALLION_LONG": "フープピアス"
"CUST_TATTOO_TORSO_STOMACH": "腹部"
"CUST_SKIN_BLACK_04": "黒人4"
"PLAYER_MORPH_JAWS_TEXT": "顎骨と顎"
"CUST_COMP_EYES_HAZEL": "ヘーゼル"
"COMPONENT_OPTION_3": "オプション3"
"CUST_WEAR_ON OVERSHIRT": "オーバーシャツ"
"CUST_ITEM_CM_FPIC_NOSESRIGHT": "ノーズスタッド（右）"
"CUST_ITEM_CM_HAIR_MTOPSHVDSIDS": "ジャージー"
"CUST_TATTOO_LOWBACK_7": "布袋"
"VEHICLE_COLOR_SOLID_TEAL": "ソリッド・ティール"
"CUST_VARIANT_3_STRIPE": "スリーストライプ"
"CUST_VARIANT_THICK_BELT": "濃い"
"CUST_TATTOO_NECK_3": "パズル"
"CUST_COMP_BODY_MASK_3": "ビキニTバック"
"VEHICLE_COLOR_HARLEQUIN_PURPLE": "ハーレクイン・パープル"
"LOGO_MUSEUM_ERO_3": "EROMENOS MUSEUM 3"
"CUST_VARIANT_PIMPCOAT_STRIPES": "ストライプスカウトコート"
"CUST_WEAR_UNBUTTONED_HOOD_DOWN": "ボタン開 フードダウン"
"CUST_ITEM_CM_PSJ_HAT_M_SRCAP": "スティールポートキャップ（前）"
"PLAYER_MORPH_JOWLS_DEPTH_TEXT": "下顎の奥行き"
"CUST_COLOR_CLOTHING_ORANGE_9": "オレンジ9"
"CUST_COMP_EYE_MAKEUP_17": "スモーキー"
"VEHICLE_COLOR_GRAY_MEDIUM": "ミディアムグレー"
"VEHICLE_COLOR_ICE_WHITE": "アイスホワイト"
"CUST_WEAR_CLOSED, HOOD UP": "フードアップ"
"CUST_ITEM_CM_DLC_AB_OUTFIT": "侍者"
"CUST_ITEM_CM_FPIC_SETD": "右眉リング＆鼻スタッドセット"
