"CUST_ITEM_CF_HAIR_MED": "DO RAMION"
"PLAYER_MORPH_FACE_HEIGHT_TEXT": "WYSOKOŚĆ TWARZY"
"CUST_COLOR_CLOTHING_GREYS_7": "SZARY 7"
"CUST_COMP_CHEEK_MAKEUP_1": "PANNA W PĄSACH"
"CUST_VARIANT_THINSTRIPES": "CIENKIE PASY"
"CUST_VARIANT_SAILOR": "MARYNARZ"
"CUST_ITEM_CM_NECK_LL_DOGTAGS": "WOJAK"
"CUST_TATTOO_UPPER_ARM_RIGHT": "GÓRNA CZĘŚĆ PRAWEJ RĘKI"
"PLAYER_MORPH_TEMPLES_ELEVATION_TEXT": "WYSOKOŚĆ SKRONI"
"VEHICLE_COLOR_BLUSH_GRAY": "SZARORÓŻOWY"
"HAIR_White": "BIAŁE"
"CUST_ITEM_CM_CNC_LBDY_M_JEANS": "DŻINSY \"CROOKS & CASTLES\""
"CUST_ITEM_LONG_ROPE_CHAIN_2": "ŁAŃCUSZEK \"NIEGRZECZNA DZIEWCZYNKA\""
"CUST_SKIN_OILED_1": "NATŁUSZCZONA KAUKASKA 1"
"CUSTOM_WALK_FEMALE_3": "BÓJKOWY"
"PLAYER_MORPH_NOSE_SIZE_TEXT": "WIELKOŚĆ NOSA"
"PLAYER_CREATION_PRESET_WHITE": "BIAŁY"
"SLOT_FRONT_BUMPER": "PRZEDNIE ZDERZAKI"
"DARK_BLUE-GREEN": "CIEMNONIEBIESKOZIELONE"
"CUST_TATTOO_LOWER_CHEST": "DOLNA CZĘŚĆ TORSU"
"CUST_INSULT_I": "\"ĆWIERĆ OBROTU NAPRZÓD + A\""
"CUST_MAKEUP_AREA_CHEEKS": "POLICZKI"
"CUST_TERTIARY_COLOR": "TRZECIORZĘDNY KOLOR"
"CUST_VARIANT_SPARKLE": "ISKRY"
"PLAYER_MORPH_CROWN_WIDTH_TEXT": "SZEROKOŚĆ CIEMIENIA"
"COLOR_SLOT_PAINT_1_AND_RIMS_1": "LAKIER 1 I FELGI 1"
"COLOR_SLOT_CASKET": "TRUMNA"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRTLOWV": "T-SHIRT \"WZGÓRZA\""
"CUST_ITEM_CF_NLMF_HAND_F_GLOVESOFNGR": "STEAMPUNKOWE RĘKAWICZKI BEZ PALCÓW"
"CUST_ITEM_CM_NLMB_UBDY_M_SHIRTCOMBO": "KOSZULA \"KOMBO BRACHOLA\""
"PLAYER_MORPH_EARS_DEPTH_TEXT": "GŁĘBOKOŚĆ USZU"
"CUST_GANG_GUARD": "STRAŻNICY"
"RIM_SET_021": "ZESTAW FELG 21"
"HAIR_COLOR_BLACK": "CZARNE"
"CUST_CAT_HANDS": "DŁONIE"
"CUST_TATTOO_HAND_RIGHT": "PRAWA DŁOŃ"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_3": "Zwiększa pojemność magazynka."
"CUST_COMP_EYE_MAKEUP_5": "WYBIEG"
"SLOT_WHEELS": "KOŁA"
"LOGO_NUMBER7": "NUMER 7"
"LOGO_SKEETERS_1": "SKEETERS 1"
"CUST_COLOR_CLOTHING_GREYS_3": "SZARY 3"
"CUST_WPN_UPGRADE_DESC_GRENADE_FLASHBANG_4": "Uwaga na smród."
"CUST_COMP_CHEEK_MAKEUP_5": "MELANCHOLIA"
"CUST_ITEM_CF_LPH_LBDY_F_CLSKIRT": "SPÓDNICA \"DO BOJU!\""
"CUST_ITEM_CF_PSH_FOOT_F_CHUCKS": "TRAMPKI \"INDIE\""
"CUST_TATTOO_LCALF_1": "ZAPASOWA AMUNICJA"
"CUST_VARIANT_STARS": "GWIAZDY"
"CUST_ITEM_FEMALE_NLM_EARRINGS_3": "KOLCZYKI \"ŻYCIE JEST DO DUPY\""
"CUST_ITEM_CM_LPC_LBDY_M_HEROPANTS": "SPODNIE BOHATERA STEELPORT"
"CUST_ITEM_CF_HAIR_PIXIE": "KRÓTKO I UROCZO"
"CUST_COMPLIMENT_B": "OGŁUSZENIE"
"CUST_VARIANT_PUNK": "PUNK"
"CUST_VARIANT_KAHKI": "KHAKI"
"CUST_VARIANT_TARZAAN": "DŻUNGLA"
"CUST_ITEM_CF_LPE_FOOT_F_MBOOTS": "BUTY MŁODEGO ŻOŁNIERZA"
"CUST_ITEM_SINGLE_DIAMOND_RIGHT_EAR": "BANDAŻE NOKAUTU"
"CUST_INSULT_M": "WSTĄPIENIE"
"CUST_GANG_WRESTLER": "ZAPAŚNIK"
"VEHICLE_COLOR_BERRY_RED": "JAGODOWA CZERWIEŃ"
"SLOT_DOOR_MODS": "MODYFIKACJE DRZWI"
"CUST_VARIANT_3_TYPE_SOLID": "TRÓJKOLOROWE"
"CUST_ITEM_CM_IMPM_FOOT_M_SANDLES": "SANDAŁY \"KABANA\""
"CUST_SKIN_OILED_5": "NATŁUSZCZONA CZARNA 2"
"CUSTOM_WALK_FEMALE_7": "KOŁYSZĄCY"
"CUST_MORPH_CAT_CHEEKBONES": "KOŚCI POLICZKOWE"
"PLAYER_MORPH_SKULL_BACK_WIDTH_TEXT": "SZEROKOŚĆ POTYLICY"
"PLAYER_MORPH_MOUTH_DEPTH_TEXT": "GŁĘBOKOŚĆ UST"
"CUST_WPN_UPGRADE_DESC_RIFLE_STAG_4": "Zwiększa szybkostrzelność. Wydłużona lufa zmniejsza odrzut."
"CUST_TATTOO_UPPBACK_4": "POLIŻ ROPUCHĘ"
"VEHICLE_COLOR_DEEP_BRUNSWICK_GREEN": "GŁĘBOKA CIEMNA ZIELEŃ"
"VEHICLE_COLOR_CATALYST_GREEN": "JASKRAWA ZIELEŃ"
"SLOT_GAS_CAPS": "KORKI WLOTU PALIWA"
"SUIT_1": "STRÓJ 1"
"LOGO_VIRAL_2": "WIRUS 2"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_NO_SUSPENDERS_TIE": "WPUSZCZONA, ZAPIĘTA, B. WYS. SPODNIE, BEZ SZELEK, KRAWAT"
"LIGHT_BROWN": "JASNOBRĄZOWE"
"LOGO_STALKER": "PRZEŚLADOWCA"
"CUST_VARIANT_CAMO": "KAMUFLAŻ"
"CUST_ITEM_FEMALE_LL_UNDWEAR_2": "STRINGI \"CAŁA MOJA MIŁOŚĆ\""
"CUST_ITEM_CF_PSA_UBDY_F_GFXHOODIEUP": "BLUZA ŚWIĘTYCH Z PODNIESIONYM KAPTUREM"
"CUST_ITEM_RIGHT_ENTIRE_RIGHT_ARM_MATTS_SLEEVE_1": "RĘKAWICA Z MORDOWNI"
"PLAYER_MORPH_NOSE_STYLE_TEXT": "KSZTAŁT NOSA"
"FACIAL_EXPRESSION_HAUGHTY": "WYNIOSŁY"
"PLAYER_MORPH_NOSTRIL_MIDDLE_HEIGHT_TEXT": "WYSOKOŚĆ ŚRODKA NOZDRZY"
"CUST_COMP_EYE_MAKEUP_1": "OCZY SZOPA"
"LOGO_SKEETERS_5": "SKEETERS 5"
"LOGO_NUMBER3": "NUMER 3"
"CUST_VARIANT_BRA_2": "KWIATKI"
"CUST_ITEM_CM_LPH_LBDY_M_PIRATEPANTS": "KAPITAŃSKIE SPODNIE"
"HAIR_COLOR_BLEACHED": "TLENIONE"
"CUST_ITEM_FEMALE_NLM_OUTFIT_C": "GOTYCKA MODA"
"CUST_ITEM_CARDINAL_OUTFIT": "KARDYNAŁ"
"PLAYER_MORPH_EAR_DEPTH_TEXT": "GŁĘBOKOŚĆ USZU"
"CUST_WPN_UPGRADE_DESC_SPECIAL_STRIKE_4": "Szybsze celowanie i większa ilość nalotów do dyspozycji."
"CUST_TATTOO_NECK_2": "JASZCZURKA"
"CUST_COMP_BODY_MASK_2": "OPALENIZNA BIKINI, SZORTY"
"LOGO_MUSEUM_ERO_2": "MUZEUM EROMENOS 2"
"CUST_VARIANT_2COLOR_THICK": "DWUKOLOROWE GRUBE"
"CUST_ITEM_CF_HAIR_SWIRLUP": "POMPADOUR"
"CUST_COLOR_CLOTHING_ORANGE_8": "POMARAŃCZOWY 8"
"CUST_COMP_EYE_MAKEUP_16": "EGIPSKA KAPŁANKA"
"VEHICLE_COLOR_BRUISED_PLUM_PURPLE": "ŚLIWKOWY FIOLET"
"CUST_VARIANT_BEAT_COP": "ODZNAKA KRAWĘŻNIKA"
"CUST_ITEM_CM_FPIC_SETE": "PIERCING WSZĘDZIE"
"CUST_ITEM_FEMALE_LP_UNDWEAR_2": "DÓŁ KOSTIUMU KĄPIELOWEGO \"CZAS SIĘ ZAMOCZYĆ\""
"CUST_ITEM_CF_NLMC_NECK_M_CHOKER": "OBRÓŻKA NIEZROZUMIANA"
"CUST_TATTOO_UPPER_BACK": "GÓRNA CZĘŚĆ PLECÓW"
"VEHICLE_COLOR_TABLETOP_GRAY": "STOŁOWA SZAROŚĆ"
"VEHICLE_COLOR_REGATTA_BLUE": "REGATOWY BŁĘKIT"
"COMPONENT_OPTION_2": "OPCJA 2"
"SK01": "SKÓRA01"
"CUST_VARIANT_THIN_TRI_COLOR": "CIENKIE TRÓJKOLOROWE"
"CUST_WEAR_TUCKED_BUTTONED_TIE": "WPUSZCZONA, ZAPIĘTA, KRAWAT"
"CUST_ITEM_CF_PSF_UBDY_M_JERSEY32": "DAMSKA KOSZULKA RZUT WOLNY"
"CUST_ITEM_CM_SAINTSHEADSET": "ZESTAW ASTRO A40 ŚWIĘTYCH"
"CUSTOM_WALK_1": "STYL ZBIRA 1"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_ELEVATION_TEXT": "WYSOKOŚĆ ŚRODKA GÓRNEJ WARGI"
"PLAYER_CREATION_RANDOMIZE": "LOSUJ"
"CUST_TATTOO_LOWBACK_6": "ASY GÓRĄ"
"VEHICLE_PAINT_HEROGLOSS_PAINT": "POŁYSK"
"CUST_VARIANT_POLISHED_LEATHER": "WYPOLEROWANA SKÓRA"
"CUST_ITEM_CF_PSG_UBDY_F_TANKTOP": "TOP NA RAMIĄCZKACH"
"MENU_STYLE": "STYL"
"CUST_TATTOO_FACE_5": "MASOWA PRODUKCJA"
"LOGO_BROTHERHOOD_2": "BRACTWO 2"
"CUST_VARIANT_COLOR_BOTTOMS": "KOLOROWY DÓŁ"
"CUST_WEAR_FOREWARD": "PRZÓD"
"CUST_ITEM_LONG_SLEEVE_BUTTONED_SHIRT_AND_BOW_TIE": "STYLOWA MARYNARKA Z KAMIZELKĄ"
"CUSTOM_WALK_15": "STYL ZBIRA 10"
"PLAYER_MORPH_FAT_TEXT": "TUSZA"
"PLAYER_MORPH_CHEEKS_TEXT": "POLICZKI"
"CUST_COLOR_CLOTHING_VIOLET-RED_3": "FIOLETOWOCZERWONY 3"
"CUST_COLOR_CLOTHING_BROWNS_2": "BRĄZOWY 2"
"CUST_COMP_MUSTACHE_15": "PASEK POD BRODĄ"
"SLOT_FRONT_FENDERS": "PRZEDNIE BŁOTNIKI"
"CUST_VARIANT_LEOPARD_2": "LAMPART 2"
"CUST_SKIN_BLACK_05": "CZARNA 5"
"CUST_TATTOO_RHAND_2": "KOŚCI"
"BRIGHT_YELLOW": "JASKRAWOŻÓŁTE"
"CUST_VARIANT_DIAMOND": "DIAMENT"
"CUST_COMP_FACE_MAKEUP_2": "ROZDWOJENIE JAŹNI"
"HAIR_COLOR_PINK_MATTE": "MATOWY RÓŻ"
"CUST_VARIANT_STRIPESB": "PASY 2"
"CUST_VARIANT_COLORED_COLLAR": "KOLOROWY KOŁNIERZYK"
"CUST_ITEM_CF_NLME_UBDY_F_SADTEXT": "BLUZA Z KAPTUREM \"SMUTNA DO SZPIKU KOŚCI\""
"CUST_SKIN_HISPANIC_02": "LATYNOSKA 2"
"CUST_COLOR_ROSE_2": "RÓŻOWY 2"
"LOGO_NUMBER10": "NUMER 10"
"CUST_VARIANT_COLORB": "STYL 2"
"RIM_SET_013": "ZESTAW FELG 13"
"LOGO_K12": "K12 97.6"
"CUST_ITEM_CF_LLR_HAND_F_LACYGLOVE": "RĘKAWICZKI \"NIEGRZECZNA DZIEWCZYNKA\""
"CUST_SKIN_DEMON": "DEMONICZNY RÓŻ"
"CUST_PRESET_AGE": "WIEK"
"PLAYER_MORPH_AFRICAN_TEXT": "AFRYKAŃSKI"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_4": "FIOLETOWONIEBIESKI 4"
"VEHICLE_COLOR_BRONZE": "BRĄZ"
"CUST_VARIANT_TYEDYE": "STYL 1"
"CUST_CAT_LOWER_BODY": "DOLNA POŁOWA"
"CUST_TATTOO_ARMS": "RĘCE"
"PLAYER_MORPH_MOUTH_SIDES_ELEVATION_TEXT": "WYSOKOŚĆ BOKÓW UST"
"PLAYER_CREATION_FIGURE_OBESE": "OTYŁA"
"CUST_COLOR_CLOTHING_GREENS_8": "ZIELONY 8"
"CUST_TATTOO_STOMACH_6": "ŚWIĘCI Z TRZECIEJ ULICY"
"CUST_WEAR_TATTOO_MAY_LION": "MAJOWY LEW"
"CUST_WEAR_FINGER_RR": "PRAWY PALEC SERDECZNY"
"CUST_ITEM_CM_DLC_UBDY_M_GPPANTS": "SPODNIE \"SZCZYT RZECZYWISTOŚCI\""
"CUST_COMPLIMENT_S": "Z RZEKI"
"Gang_Customization": "MODYFIKACJA GANGU"
"BRIGHT_PINK": "JASKRAWORÓŻOWE"
"CUST_SKIN_CAUCASIAN_04": "KAUKASKA 4"
"FACIAL_EXPRESSION_INEBRIATED": "NIETRZEŹWY"
"PLAYER_MORPH_DOUBLE_CHIN_DEPTH_TEXT": "GŁĘBOKOŚĆ PODWÓJNEGO PODBRÓDKA"
"PLAYER_MORPH_BALL_ELEVATION_TEXT": "WYSOKOŚĆ CZUBKA"
"PLAYER_MORPH_BROW_TEXT": "BREW"
"CUST_VARIANT_BUTTONED_SHIRT": "ELEGANCKA KOSZULA"
"CUST_ITEM_CM_PSF_FOOT_M_HIGHTOPS": "BUTY"
"CUST_TATTOO_RARM_3": "BRACTWO"
"VEHICLE_COLOR_TINT_80": "ODCIEŃ 80%%"
"RIM_157": "RADIANT"
"SLOT_DECAL_9": "NAKLEJKA 9"
"CUST_VARIANT_ARMY": "ARMIA"
"CUST_SKIN_ASIAN_05": "AZJATYCKA 5"
"PLAYER_MORPH_JAW_ELEVATION_TEXT": "WYSOKOŚĆ SZCZĘK"
"CUST_COLOR_CLOTHING_BLUES_9": "NIEBIESKI 9"
"VEHICLE_PAINT_CLOTH": "MATERIAŁ"
"CUST_MORPH_CAT_CROWN": "CIEMIĘ"
"PLAYER_MORPH_EARS_HEIGHT_TEXT": "WIELKOŚĆ USZU"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_LAUNCHER_3": "Zwiększa pojemność magazynka."
"CUST_GANG_HO": "DZIWKA"
"COLOR_SLOT_PAINT_1_AND_TRIM": "LAKIER 1 I DODATKI"
"CUST_VARIANT_PINSTRIPES": "PRĄŻKI"
"CUST_VARIANT_2COLOR_THIN": "DWUKOLOROWE CIENKI"
"PLAYER_MORPH_CHIN_PITCH_TEXT": "NACHYLENIE PODBRÓDKA"
"PLAYER_MORPH_BRIDGE_LENGTH_TEXT": "DŁUGOŚĆ GRZBIETU NOSA"
"CUST_TATTOO_LFORARM_1": "KRÓL JA"
"COLOR_SLOT_TRIM_2": "DODATKI 2"
"CUST_VARIANT_SERGIO": "SERGIO"
"CUST_ITEM_BASIC_T_SHIRT": "KURTKA PILOTA"
"LOGO_FIRE": "STRAŻAK"
"CUST_VARIANT_SOLID2": "JEDNOLITY DASZEK"
"CUST_ITEM_LEFT_UPPER_ARM_BARB_WIRE_01": "RĘKAWICA Z MORDOWNI"
"CUST_PRESET_FIGURE": "SYLWETKA"
"PLAYER_MORPH_NOSE_DEPTH_TEXT": "GŁĘBOKOŚĆ NOSA"
"CUST_COMP_MUSTACHE_23": "KOŁATKA"
"CUST_VARIANT_LARGE_POLKA_DOTS": "DUŻA KROPY"
"CUST_WEAR_LOW_LEFT_UNZIPPED_RIGHT_ZIPPED": "LEWY ROZPIĘTY, NISKO"
"CUST_ITEM_CF_NLME_LBDY_F_KHAKIS": "SPODNIE 3/4 W KAMUFLAŻ"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_A": "PRACUJĄCA DZIEWCZYNA"
"CUST_CAT_MEDALLION": "MEDALIONY"
"CUST_TATTOO_LOWER_ARM_RIGHT": "DOLNA CZĘŚĆ PRAWEJ RĘKI"
"PLAYER_MORPH_BROW_SPACING_TEXT": "ROZSTAW BRWI"
"LOGO_GHETTO_1": "MAGNETOFON 1"
"PLAYER_MORPH_MOUTH_STYLE_TEXT": "KSZTAŁT UST"
"CUST_ITEM_CM_NLMD_LBDY_M_PANTS": "FLUORESCENCYJNE SPODNIE"
"CUST_ITEM_MALE_MURDERBRAWL_OUTFIT": "STRÓJ Z TRÓJKI MĘSKI"
"CUST_CAT_EYES": "OCZY"
"CUST_COLOR_CLOTHING_YELLOWS_1": "ŻÓŁTY 1"
"CUST_TATTOO_RUPPARM_1": "DUCH WILKA"
"VEHICLE_PAINT_MODERN": "NOWOCZESNY"
"SLOT_SPARE_TIRE": "KOŁA ZAPASOWE"
"MALE_OBESE": "MĘŻCZYZNA - OTYŁY"
"CUST_VARIANT_ROPES": "LINY"
"CUST_ITEM_CM_DLC_M_EARRINGS01": "KOŁA \"STYL Z\""
"CUST_ITEM_CM_NYTEBLAYDE": "NYTE BLAYDE"
"CUST_ITEM_CM_LLN_UBDY_M_SEQSHIRT": "KOSZULA \"GORĄCZKA DISCO\""
"PLAYER_MORPH_FACE_SCALE_TEXT": "SKALOWANIE TWARZY"
"CUST_COLOR_CLOTHING_VIOLET_2": "FIOLETOWY 2"
"CUST_WEAR_BOTH_ROLLED_HIGH": "OBA PODWINIĘTE WYSOKO"
"CUST_ITEM_CM_NECK_PEARLS": "ELEGANCKI NASZYJNIK"
"CUST_ITEM_CM_IMPN_LBDY_M_PANTS": "SPODNIE \"METRO\""
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRT": "T-SHIRT 3/4 DŁUGOŚCI \"WZGÓRZA\""
"CUST_ITEM_CF_NLMH_EYES_F_HSNGLSTASSLES": "OKULARY CUKIERKOWEGO DZIECKA"
"CUST_ITEM_BASIC_LIPSTICK": "DŁUGIE WŁOSY Z OPASKĄ"
"CUST_BRO_COMPLIMENT_C": "KOMPLEMENT BRACTWA 3"
"CUST_MOVEMENT_MELEE": "STYL WALKI"
"CUST_TATTOO_LFORARM_5": "STERUJ ŁODZIĄ"
"CUST_VARIANT_COW": "KROWA"
"CUST_ITEM_CM_IMPL_LBDY_M_DRESSPANTS": "SPODNIE \"EUROPEJSKI MODEL\" "
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRTLOW": "KURTKA Z PODKOSZULKIEM \"WZGÓRZA\""
"CUST_ITEM_CM_NATIONALGUARD": "MUNDUR STRAŻNIKA ZE STEELPORT"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_D": "DJ ELEKTRO"
"CUST_GANG_LUCHADOR": "LUCHADOR"
"LOGO_NODRUGS": "ŻADNYCH NARKOTYKÓW"
"CUST_VARIANT_DOTS": "KROPKI"
"CUST_ITEM_5_O_CLOCK_SHADOW_1": "POPOŁUDNIOWY ZAROST"
"RACE_AFRICAN": "AFROAMERYKANIN"
"CUST_WPN_UPGRADE_DESC_PISTOL_POLICE_3": "Tłumik zwiększa obrażenia i zmniejsza odrzut."
"CUST_COMP_MUSTACHE_27": "PODKOWA"
"VEHICLE_COLOR_YELLOW_LIGHT_TINT": "ODCIEŃ JASNEJ ŻÓŁCI"
"VEHICLE_COLOR_MUSTARD_GREEN": "MUSZTARDOWA ZIELEŃ"
"RIM_176": "SD FTN59"
"CUST_VARIANT_PLAIN": "ZWYKŁY"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_E": "SPORTSMENKA"
"CUST_TATTOO_TORSO_LOWER_BACK": "DOLNA POŁOWA PLECÓW"
"CUST_ITEM_FEMALE_PS_UNDWEAR_3": "STRINGI SZALEJĄCYCH ŚWIĘTYCH"
"CUST_MOVEMENT_COMPLIMENT": "KOMPLEMENT"
"CUST_VARIANT_CIRCLE": "KÓŁKA"
"CUST_VARIANT_METAL": "METAL"
"CUST_VARIANT_FADED": "WYPŁOWIAŁE"
"CUST_ITEM_CM_DLC_KNIGHT": "RYCERZ"
"CUST_ITEM_FEMALE_LL_BRA_2": "PRAWDZIWA MIŁOŚĆ"
"CUST_ITEM_CM_LLL_FOOT_M_LBOOTS": "BUTY \"TWARDY JEŹDZIEC\""
"CUST_DIALOG_DISROBE_TITLE": "ZDEJMIJ CAŁE UBRANIE"
"CUST_WPN_UPGRADE_DESC_SPECIAL_SNIPER_4": "Zwiększa pojemność magazynka. Wydłużona lufa zwiększa obrażenia i zmniejsza odrzut."
"VEHICLE_PAINT_CLASSIC_50_S___60_S": "KLASYKA LATA 50. - 60."
"CUST_COLOR_BRIGHT_GREEN": "JASNOZIELONY"
"CUST_VARIANT_DROOPS": "OPADAJĄCE"
"CUST_ITEM_CF_LLI_LBDY_F_SHORTS": "OBCISŁE SLIPY"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEUP": "ZBIROWSKA BLUZA Z KAPTUREM"
"CUST_ITEM_CM_PSI_EYES_M_SHADES": "OKULARY PRZECIWSŁONECZNE W STYLU GATA"
"CUST_MENU_RACE_PRESETS": "ZESTAWY RAS"
"PLAYER_MORPH_MOUTH_SIZE_TEXT": "WIELKOŚĆ UST"
"CUST_COLOR_CLOTHING_VIOLET_6": "FIOLETOWY 6"
"SLOT_SECONDARY_SURFACES": "DODATKOWE POWIERZCHNIE"
"LOGO_RFG": "RFG"
"CUST_VARIANT_SHAGGY": "KUDŁATE"
"CUST_MENU_WEAR_OPTION": "OPCJE UBIORU"
"PLAYER_MORPH_EARS_LENGTH_TEXT": "DŁUGOŚĆ USZU"
"CUST_COLOR_CLOTHING_YELLOWS_5": "ŻÓŁTY 5"
"CUST_TATTOO_RUPPARM_5": "ZNAJOMY DIABEŁ"
"VEHICLE_COLOR_FOREST_GREEN": "ZIELEŃ LASU"
"VEHICLE_COLOR_ORANGE_DARK_TINT": "ODCIEŃ CIEMNEGO POMARAŃCZU"
"SLOT_SPINNERS": "SPINNERY"
"LOGO_POT_LEAF": "LIŚĆ MARYCHY"
"CUST_WEAR_UNBUTTONED": "ROZPIĘTA"
"CUST_ITEM_CM_IMPN_UBDY_M_TURTLENECK": "GOLF \"MODERN\""
"CUST_ITEM_WOMEN_S_PLATFORM_SHOES": "BUTY DO ZABÓJCZEJ WALKI"
"CUST_GANG_SPACE": "ŚWIĘCI W KOSMOSIE"
"RIM_SET_017": "ZESTAW FELG 17"
"CUST_VARIANT_PATTERN_A": "STYL 1"
"CUST_WEAR_TOP_BUTTONED": "GÓRA ZAPIĘTA"
"CUST_ITEM_CM_LPG_SUIT_M_ANIMALSUIT": "DZIKI ZWIERZ"
"CUST_CAT_RIGHT_HAND": "PRAWA RĘKA"
"CUST_COLOR_RED_2": "CZERWONY 2"
"CUST_VARIANT_LARGE_STRIPE": "DUŻY PAS"
"CUST_ITEM_CM_PSG_LBDY_M_TRACKPANTS": "SPODNIE OD DRESU"
"CUSTOM_WALK_FEMALE": "DOMYŚLNA KOBIETA"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_3": "Zwiększony zasięg rzutu."
"CUST_TATTOO_STOMACH_2": "ROBOTO-SAN"
"CUST_COMP_MUSTACHE_4": "DALI"
"LOGO_KRUNCH": "KREW 106.66"
"CUST_VARIANT_STRIPES_A": "PASY 1"
"CUST_WEAR_BOTH": "OBA"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_NO_SUSPENDERS": "WPUSZCZONA, BARDZO WYSOKIE SPODNIE"
"CUST_ITEM_CF_LLI_UBDY_F_JCKTTUBETOP": "TOP BEZ RAMIĄCZEK I KURTKA"
"CUST_COMPLIMENT_W": "BRAWA"
"PLAYER_MORPH_UPPER_LIP_LENGTH_TEXT": "DŁUGOŚĆ GÓRNEJ WARGI"
"PLAYER_MORPH_CHIN_WIDTH_TEXT": "SZEROKOŚĆ PODBRÓDKA"
"COLOR_SLOT_PAINT_TRIM_AND_RIMS": "LAKIER, DODATKI, FELGI"
"PLAYER_MORPH_EAR_TIP_TEXT": "CZUBEK USZU"
"CUST_ITEM_CF_PSD_UBDY_F_GFXHOODCOMBOUP": "BLUZA \"WAŁKOŃ\""
"CUST_ITEM_CF_PSF_UBDY_F_LEFLEUR": "BLUZA Z KAPTUREM \"LILIJKA ŚWIĘTYCH\""
"CUST_ITEM_CM_HAIR_TRIBALMULLET": "GRZYWA MAERO"
"PLAYER_MORPH_LOWER_LID_LENGTH_TEXT": "DŁUGOŚĆ DOLNEJ POWIEKI"
"PLAYER_MORPH_EARS_TEXT": "USZY"
"CUST_ITEM_CM_LLN_FOOT_M_LSHOES": "MĘSKIE BUTY NA OBCASIE \"DISCO\""
"tat_neck_fleur": "KWIAT ŚWIĘTYCH"
"CUST_TATTOO_RARM_7": "PLEMIENNA OPASKA"
"RIM_153": "LX-2"
"CUST_WEAR_UNTUCKED_TOP_BUTTON": "WYPUSZCZONA, GÓRNY GUZIK"
"CUST_ITEM_CM_DLC_UBDY_M_GPTOP": "TOP \"ZABAWA!\""
"CUST_ITEM_LPA_M_SPACESUIT": "KOMBINEZON GANGSTERA W KOSMOSIE"
"CUST_TATTOO_LOWER_LEG_LEFT": "DOLNA CZĘŚĆ LEWEJ NOGI"
"CUST_SKIN_ASIAN_01": "AZJATYCKA 1"
"CUST_VARIANT_POLKA_DOT": "GROCHY"
"CUST_ITEM_CF_RING_F_BIGGEM": "KLEJNOTY RODOWE"
"CUST_TATTOO_LOWER_LEG_RIGHT": "DOLNA CZĘŚĆ PRAWEJ NOGI"
"LOGO_UNIVERSITY_NEWS": "Stilwater U. News"
"Default": "DOMYŚLNE"
"LOGO_VOLITION_2": "VOLITION 2"
"LOGO_SECURITY_1": "OCHRONA 1"
"CUST_ITEM_CF_HAIR_MEDIUMBOB": "ZWYKŁY BOB"
"CUST_SAMEDI_COMPLIMENT_A": "KOMPLEMENT SAMEDI 1"
"PLAYER_MORPH_CHEEKBONE_SIZE_TEXT": "ROZMIAR KOŚCI POLICZKOWYCH"
"VEHICLE_COLOR_ORANGE_LIGHT_TINT": "ODCIEŃ JASNEGO POMARAŃCZU"
"RIM_130": "T130"
"CUST_ITEM_MALE_PS_UNDWEAR_1": "BOKSERKI Z LOGO"
"CUST_ITEM_FEMALE_NLM_BRA_1": "ZŁAMANE SERCE"
"CUST_ITEM_CM_HAIR_MOHAWK": "IROKEZ"
"DARK_BLUE": "CIEMNONIEBIESKIE"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_A": "INTERGALAKTYCZNY CZŁOWIEK"
"CUST_SAMEDI_TAUNT_D": "DRWINA SAMEDI 4"
"PLAYER_MORPH_NOSE_WIDTH_TEXT": "SZEROKOŚĆ NOSA"
"VEHICLE_COLOR_SNAPPER_RED": "JASKRAWA CZERWIEŃ"
"CUST_COLOR_YELLOW_1": "ŻÓŁTY 1"
"CUST_ITEM_CM_FPIC_NOSESLEFT": "ĆWIEK W NOSIE Z LEWEJ"
"CUST_COLOR_CLOTHING_RED_6": "CZERWONY 6"
"CUST_WPN_UPGRADE_DESC_MELEE_BAT_2": "Zwiększa obrażenia."
"RIM_195": "AF1 MONOBLOCK CX 504"
"CUST_VARIANT_ULTOR_W_TIE": "KRAWAT ULTOR"
"PLAYER_MORPH_CHEEK_FATNESS_TEXT": "GRUBOŚĆ POLICZKA"
"PLAYER_CREATION_BASIC": "PODSTAWOWE"
"CUST_COMP_FACE_WART_3": "BRODAWKA 3"
"VEHICLE_COLOR_GALACTIC_DOVE_GRAY": "GALAKTYCZNA GOŁĘBIA SZAROŚĆ"
