"CUST_ITEM_CF_HAIR_MED": "OFF THE SHOULDER"
"CUST_ITEM_CM_NATIONALGUARD": "STEELPORT GUARD UNIFORM"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_D": "ELECTRO DJ"
"CUST_GANG_LUCHADOR": "LUCHADOR"
"LOGO_NODRUGS": "NO DRUGS"
"CUST_VARIANT_DOTS": "DOTS"
"CUST_ITEM_5_O_CLOCK_SHADOW_1": "5 O'CLOCK SHADOW"
"RACE_AFRICAN": "AFRICAN AMERICAN"
"CUST_WPN_UPGRADE_DESC_PISTOL_POLICE_3": "Suppressor increases damage and reduces recoil."
"CUST_COMP_MUSTACHE_27": "HORSESHOE"
"VEHICLE_COLOR_YELLOW_LIGHT_TINT": "YELLOW LIGHT TINT"
"VEHICLE_COLOR_MUSTARD_GREEN": "MUSTARD GREEN"
"RIM_176": "SD FTN59"
"CUST_VARIANT_PLAIN": "PLAIN"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_E": "JUMP SHOT"
"CUST_TATTOO_TORSO_LOWER_BACK": "LOWER BACK"
"CUST_ITEM_FEMALE_PS_UNDWEAR_3": "SAINTS GONE WILD G STRING"
"CUST_MOVEMENT_COMPLIMENT": "COMPLIMENT"
"CUST_VARIANT_CIRCLE": "CIRCLES"
"CUST_VARIANT_METAL": "METAL"
"CUST_VARIANT_FADED": "FADED"
"CUST_ITEM_CM_DLC_KNIGHT": "KNIGHT"
"CUST_ITEM_FEMALE_LL_BRA_2": "TRUE LOVE"
"CUST_ITEM_CM_LLL_FOOT_M_LBOOTS": "TOUGH RIDER BOOTS"
"CUST_DIALOG_DISROBE_TITLE": "REMOVE ALL CLOTHING"
"CUST_WPN_UPGRADE_DESC_SPECIAL_SNIPER_4": "Increase ammo capacity. Extended barrel increases damage and reduces recoil."
"VEHICLE_PAINT_CLASSIC_50_S___60_S": "CLASSIC 50'S - 60'S"
"CUST_COLOR_BRIGHT_GREEN": "BRIGHT GREEN"
"CUST_VARIANT_DROOPS": "DROOPS"
"CUST_ITEM_CF_LLI_LBDY_F_SHORTS": "SKINTIGHT SHORT-SHORTS"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEUP": "THUG HOODIE"
"CUST_ITEM_CM_PSI_EYES_M_SHADES": "GAT STYLE SHADES"
"CUST_MENU_RACE_PRESETS": "RACE PRESETS"
"PLAYER_MORPH_MOUTH_SIZE_TEXT": "MOUTH SIZE"
"CUST_COLOR_CLOTHING_VIOLET_6": "VIOLET 6"
"SLOT_SECONDARY_SURFACES": "SECONDARY SURFACES"
"LOGO_RFG": "RFG"
"CUST_VARIANT_SHAGGY": "SHAGGY"
"CUST_MENU_WEAR_OPTION": "WEAR OPTIONS"
"PLAYER_MORPH_EARS_LENGTH_TEXT": "EAR LENGTH"
"CUST_COLOR_CLOTHING_YELLOWS_5": "YELLOW 5"
"CUST_TATTOO_RUPPARM_5": "THE DEVIL YOU KNOW"
"VEHICLE_COLOR_FOREST_GREEN": "FOREST GREEN"
"VEHICLE_COLOR_ORANGE_DARK_TINT": "ORANGE DARK TINT"
"SLOT_SPINNERS": "SPINNERS"
"LOGO_POT_LEAF": "POT LEAF"
"CUST_WEAR_UNBUTTONED": "UNBUTTONED"
"CUST_ITEM_CM_IMPN_UBDY_M_TURTLENECK": "MODERN TURTLENECK"
"CUST_ITEM_WOMEN_S_PLATFORM_SHOES": "DEATHMATCH BOOTS"
"CUST_GANG_SPACE": "SPACE SAINTS"
"RIM_SET_017": "RIM SET 17"
"CUST_VARIANT_PATTERN_A": "STYLE 1"
"CUST_WEAR_TOP_BUTTONED": "TOP BUTTONED"
"CUST_ITEM_CM_LPG_SUIT_M_ANIMALSUIT": "PARTY ANIMAL"
"CUST_CAT_RIGHT_HAND": "RIGHT HAND"
"CUST_COLOR_RED_2": "RED 2"
"CUST_VARIANT_LARGE_STRIPE": "LARGE STRIPE"
"CUST_ITEM_CM_PSG_LBDY_M_TRACKPANTS": "GYM PANTS"
"CUSTOM_WALK_FEMALE": "DEFAULT FEMALE"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_3": "Throw farther."
"CUST_TATTOO_STOMACH_2": "ROBOTO-SAN"
"CUST_COMP_MUSTACHE_4": "DALI"
"LOGO_KRUNCH": "THE BLOOD 106.66"
"CUST_VARIANT_STRIPES_A": "STRIPES 1"
"CUST_WEAR_BOTH": "BOTH"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_NO_SUSPENDERS": "TUCKED, EXTRA HIGH PANTS"
"CUST_ITEM_CF_LLI_UBDY_F_JCKTTUBETOP": "TUBE TOP WITH JACKET"
"CUST_COMPLIMENT_W": "CHEERING"
"PLAYER_MORPH_UPPER_LIP_LENGTH_TEXT": "UPPER LIP LENGTH"
"PLAYER_MORPH_CHIN_WIDTH_TEXT": "CHIN WIDTH"
"COLOR_SLOT_PAINT_TRIM_AND_RIMS": "PAINT, TRIM AND RIMS"
"PLAYER_MORPH_EAR_TIP_TEXT": "EAR TIP"
"CUST_ITEM_CF_PSD_UBDY_F_GFXHOODCOMBOUP": "LOUNGE HOODIE"
"CUST_ITEM_CF_PSF_UBDY_F_LEFLEUR": "FLEUR DE SAINTS HOODIE"
"CUST_ITEM_CM_HAIR_TRIBALMULLET": "THE MAERO MULLET"
"PLAYER_MORPH_LOWER_LID_LENGTH_TEXT": "LOWER LID LENGTH"
"PLAYER_MORPH_EARS_TEXT": "EARS"
"CUST_ITEM_CM_LLN_FOOT_M_LSHOES": "DISCO MAN HEELS"
"tat_neck_fleur": "FLEUR DE SAINTS"
"CUST_TATTOO_RARM_7": "TRIBAL BAND"
"RIM_153": "LX-2"
"CUST_WEAR_UNTUCKED_TOP_BUTTON": "UNTUCKED, TOP BUTTON"
"CUST_ITEM_CM_DLC_UBDY_M_GPTOP": "FUNTIME! TOP"
"CUST_ITEM_LPA_M_SPACESUIT": "GANGSTERS IN SPACE SUIT"
"CUST_TATTOO_LOWER_LEG_LEFT": "LOWER LEFT LEG"
"CUST_SKIN_ASIAN_01": "ASIAN 1"
"CUST_VARIANT_POLKA_DOT": "POLKA DOT"
"CUST_ITEM_CF_RING_F_BIGGEM": "FAMILY JEWELS"
"CUST_TATTOO_LOWER_LEG_RIGHT": "LOWER RIGHT LEG"
"LOGO_UNIVERSITY_NEWS": "Stilwater U. News"
"Default": "DEFAULT"
"LOGO_VOLITION_2": "VOLITION 2"
"LOGO_SECURITY_1": "SECURITY 1"
"CUST_ITEM_CF_HAIR_MEDIUMBOB": "BASIC BOB"
"CUST_SAMEDI_COMPLIMENT_A": "SAMEDI COMPLIMENT 1"
"PLAYER_MORPH_CHEEKBONE_SIZE_TEXT": "CHEEKBONE SIZE"
"VEHICLE_COLOR_ORANGE_LIGHT_TINT": "ORANGE LIGHT TINT"
"RIM_130": "T130"
"CUST_ITEM_MALE_PS_UNDWEAR_1": "LOGO BOXERS"
"CUST_ITEM_FEMALE_NLM_BRA_1": "BROKEN HEART"
"CUST_ITEM_CM_HAIR_MOHAWK": "HAWKED"
"DARK_BLUE": "DARK BLUE"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_A": "INTERGALACTIC MAN"
"CUST_SAMEDI_TAUNT_D": "SAMEDI TAUNT 4"
"PLAYER_MORPH_NOSE_WIDTH_TEXT": "NOSE WIDTH"
"VEHICLE_COLOR_SNAPPER_RED": "SNAPPER RED"
"CUST_COLOR_YELLOW_1": "YELLOW 1"
"CUST_ITEM_CM_FPIC_NOSESLEFT": "NOSE STUD LEFT"
"CUST_COLOR_CLOTHING_RED_6": "RED 6"
"CUST_WPN_UPGRADE_DESC_MELEE_BAT_2": "Increase damage."
"RIM_195": "AF1 MONOBLACK CX 504"
"CUST_VARIANT_ULTOR_W_TIE": "ULTOR TIE"
"PLAYER_MORPH_CHEEK_FATNESS_TEXT": "CHEEK FATNESS"
"PLAYER_CREATION_BASIC": "BASIC"
"CUST_COMP_FACE_WART_3": "WART 3"
"VEHICLE_COLOR_GALACTIC_DOVE_GRAY": "GALACTIC DOVE GRAY"
"COMPONENT_EXTRA_LOW_PROFILE": "EXTRA LOW PROFILE"
"player_lips": "LIPSTICK"
"CUST_ITEM_FEMALE_LP_EARRINGS_5": "PRIVATE EYE EARRINGS"
"PLAYER_MORPH_EAR_SPACING_TEXT": "EAR SPACING"
"LINEUP_WARNING_BODY": "Returning to the lineup will discard your current settings.\nAre you sure you want to do this?"
"CUST_COLOR_CLOTHING_GREENS_4": "GREEN 4"
"LOGO_UNIVERSITY_3": "STILWATER U 3"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATERTN": "PARISIAN CATWALK JACKET"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2A": "URBAN SAFARI LO CUT"
"CUST_ITEM_GASMASK": "FUMIGATOR 3000"
"CUST_ITEM_CF_LPE_LBDY_F_MPANTS": "COMBAT PANTS"
"CUST_SKIN_BLUE_4": "HINT OF BLUE"
"PLAYER_MORPH_DOUBLE_CHIN_ELEVATION_TEXT": "DOUBLE CHIN HEIGHT"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_8": "VIOLET BLUE 8"
"LOGO_NEVERLAND": "NEVER LAND"
"FEMALE_ATHLETIC": "FEMALE ATHLETIC"
"CUST_ITEM_CF_DREADSINPIGTAILS": "DREADED PIGTAILS"
"CUST_ITEM_CM_PSG_HAT_M_BUCKETHAT": "Z STYLE"
"CUST_ITEM_SQUARE_BELT_1": "HEAVYWEIGHT TIGHTS"
"CUST_MAX_COMPOSITE_WARNING": "You have reached the maximum number of selections allowed."
"PLAYER_MORPH_UPPER_LIP_SIDES_ELEVATION_TEXT": "UPPER LIP SIDE HEIGHT"
"SLOT_BED_OPTIONS": "BED MODS"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2B": "URBAN SAFARI T SHIRT"
"CUST_ITEM_CM_HAIR_FLATTOP": "MILITARY CUT"
"PLAYER_MORPH_DOUBLE_CHIN_WIDTH_TEXT": "DOUBLE CHIN WIDTH"
"PLAYER_MORPH_BRIDGE_ELEVATION_TEXT": "BRIDGE HEIGHT"
"CUST_COLOR_CLOTHING_BLUE-GREEN_3": "BLUE GREEN 3"
"VEHICLE_COLOR_CANDY_CHEW_ORANGE": "CANDY CHEW ORANGE"
"VEHICLE_COLOR_CHAZ_BEIGE": "CHAZ BEIGE"
"CUST_WEAR_TUCKED_LOW_PANT_NO_SUSPENDERS": "TUCKED, LOW PANTS"
"CUST_INSULT_P": "PILLOW PRINCESS"
"CUST_COLOR_CLOTHING_BLUES_5": "BLUE 5"
"CUST_COLOR_CLOTHING_RED-ORANGE_3": "RED ORANGE 3"
"VEHICLE_COLOR_BLUE_WAVE": "BLUE WAVE"
"SLOT_DECAL_5": "DECAL 5"
"CUST_COLOR_BRIGHT_ORANGE": "BRIGHT ORANGE"
"CUST_COLOR_BLUE_1": "BLUE 1"
"CUST_VARIANT_PLAIN_NO_BOWTIE": "NO TIE"
"CUST_ITEM_CF_RING_F_SAINTSSET": "SAINTS FLEUR RINGS"
"CUST_ITEM_CF_NLMD_FACE_F_LIPRING": "RAWK LIP RING"
"CUST_ITEM_CM_NLMA_UBDY_M_SPSHIRTVEST": "STYLISH STEAMPUNK"
"SLOT_NITROUS": "NITROUS"
"CUST_VARIANT_LARGEPLAID": "LARGE PLAID"
"CUST_VARIANT_STRETCH_TOP_2": "STYLE 2"
"PLAYER_MORPH_MOUTH_ANGLE_TEXT": "MOUTH ANGLE"
"CUST_VARIANT_MATERIAL__8": "CUST_VARIANT_MATERIAL_#8"
"CUST_WEAR_FINGER_LI": "LEFT INDEX FINGER"
"CUST_ITEM_IMPRESSIONS_MALE_L": "TRENDY AND MODERN"
"PLAYER_MORPH_INNER_BROW_ELEVATION_TEXT": "INNER BROW HEIGHT"
"CUST_COMP_FACE_SCAR_4": "LARGE SCAR 4"
"CUST_COMP_MUSTACHE_8": "MONSIEUR"
"LOGO_TEXAS": "TEXAS"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2E": "URBAN SAFARI WITH COLLARED SHIRT"
"PLAYER_MORPH_EYE_SEPARATION_TEXT": "EYE SEPARATION"
"CUST_COLOR_CLOTHING_BLUE-GREEN_7": "BLUE GREEN 7"
"VEHICLE_COLOR_COLDWASH_BLUE": "COLD WASH BLUE"
"CUST_WEAR_HALF-WAY BUTTONED": "HALF-WAY BUTTONED"
"CUST_INSULT_T": "NOPE"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_3": "Increase rate of fire, clip size and damage. Front iron sight improves fine-aim accuracy."
"CUST_COMP_TEST_FACE_MAKEUP": "GHOULISH GRIN"
"SLOT_REINFORCED_BUMPER_DESC": "Upgrading your bumper durability lets you dish out devastating damage to anything that gets in your path."
"PLAYER_MORPH_FOREHEAD_SHAPE_TEXT": "FOREHEAD SHAPE"
"VEHICLE_COLOR_GRAY_DARK": "GRAY DARK"
"SLOT_DECAL_1": "DECAL 1"
"LOGO_ZOMBIE": "ZOMBIE"
"LOGO_SR_1": "SAINTS ROW"
"CUST_VARIANT_CRAZY_JACKET_PLAID": "PLAID CRAZY JACKET"
"CUST_VARIANT_POLICE": "POLICE"
"CUST_VARIANT_COLOR": "COLORED"
"CUST_BRA": "BRA"
"PLAYER_MORPH_CHIN_DEPTH_TEXT": "CHIN DEPTH"
"CUST_COLOR_CLOTHING_BLUES_1": "BLUE 1"
"CUST_COLOR_CLOTHING_RED-ORANGE_7": "RED ORANGE 7"
"COLOR_SLOT_TRIM": "TRIM"
"COLOR_SLOT_PAINT_3_AND_TRIM": "PAINT 3 AND TRIM"
"CUST_VARIANT_TANK_TOP_2": "STYLE 2"
"CUST_ITEM_CF_DLC_WP_LBDY_F_LOWER": "WARRIOR PRINCESS LOWER"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT": "MALE MODEL SHIRT"
"CUST_ITEM_CM_HAIR_AFRO": "SAINTS FRO"
"CUST_TATTOO_ENTIRE_LEG_LEFT": "ENTIRE LEFT LEG"
"CUST_TATTOO_HEAD_REAR": "HEAD REAR"
"PLAYER_MORPH_LOWER_LIP_SIZE_TEXT": "LOWER LIP SIZE"
"VEHICLE_COLOR_BRIGHT_RED": "BRIGHT RED"
"CUST_COLOR_REDHEAD": "REDHEAD"
"CUST_VARIANT_STYLE_A": "STYLE 1"
"CUST_ITEM_CM_LLA_FOOT_M_LTHRBOOTS": "SAFEWORD BOOTS"
"PLAYER_MORPH_EYEBALLS_SPACING_TEXT": "EYEBALL SPACING"
"PLAYER_MORPH_NOSE_PITCH_TEXT": "NOSE PITCH"
"VEHICLE_COLOR_AUTUMN_WOOD_BROWN": "AUTUMN WOOD BROWN"
"LOGO_DUCKS": "DUCK TRUCKS"
"CUST_ITEM_CF_NLMC_UBDY_F_GOTHGIRL": "MYSTERY MAN T"
"PLAYER_MORPH_EAR_BOTTOM_TEXT": "EAR BOTTOM"
"LOGO_REPAIR_1": "REPAIR MAN"
"CUST_VARIANT_THICK": "THICK STRIPES"
"CUST_ITEM_IMPRESSIONS_FEMALE_P": "BLACK TIE DRESS"
"CUST_ITEM_FEMALE_LP_BRA_3": "BEACH BANDEAU"
"CUST_SKIN_RED_YELLOW_4": "LEMON"
"CUST_SKIN_METAL_3": "GOLD"
"PLAYER_MORPH_NOSTRILS_SPACING_TEXT": "NOSTRIL SPACING"
"CUST_COMP_FACE_MAKEUP_10": "BLACK EYE LEFT"
"VEHICLE_COLOR_CHOCOLATE_BROWN": "CHOCOLATE BROWN"
"CUST_VARIANT_NO_TIE": "WITHOUT TIE"
"CUST_ITEM_CF_LLJ_EYES_F_SUNGLASSES": "GRANDMA GLASSES"
"CUST_ITEM_CM_NLMA_HAND_M_GLOVESOFNGR": "STEAMPUNK GLOVE"
"SLOT_TORQUE_DESC": "Upgraded torque will give you the acceleration edge to win those street races - or avoid the authorities."
"CUST_COLOR_LIGHT_BROWN": "LIGHT BROWN"
"CUST_VARIANT_CMOVS_MSUNSHINE": "PAISLEY"
"CUST_VARIANT_TINTED": "TINTED"
"CUST_ITEM_CM_IMPN_UBDY_M_SWEATER": "MODERN MALE SWEATER"
"CUST_ITEM_CM_HAIR_COMBEDDOWNJAGGED": "CRUISE-IN"
"CUST_CAT_HAIR_COLOR_FACE": "FACIAL HAIR COLOR"
"VEHICLE_COLOR_LIPSTICK_RED": "LIPSTICK RED"
"COLOR_SLOT_PAINT_4": "PAINT 4"
"COLOR_SLOT_INTERIOR_4": "INTERIOR 4"
"COMPONENT_OPTION_D": "OPTION D (SHOULD NOT BE USED)"
"PLAYER_MORPH_UPPER_LIP_SIDES_SIZE_TEXT": "UPPER LIP SIDE SIZE"
"STORE_WEAPON_OWNED_EQUIPPED": "{0} LEVEL {1} {2}(EQUIPPED)[/format]"
"CUST_COLOR_CLOTHING_YELLOWS_9": "YELLOW 9"
"SLOT_WINGS": "WINGS"
"CUST_COLOR_ORANGE_2": "ORANGE 2"
"LOGO_STILWATER_BIKE": "STILWATER BIKE CLUB"
"CUST_VARIANT_SNAKESKIN": "SNAKESKIN"
"CUST_WEAR_BACK": "BACK"
"CUST_ITEM_CM_LPH_FOOT_M_PIRATEBOOTS": "CAPTAIN'S BOOTS"
"PLAYER_MORPH_TEMPLES_SPACING_TEXT": "TEMPLE SPACING"
"CUST_WEAR_MID-HEIGHT": "MID-HEIGHT"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRT": "BUSINESS CASUAL"
"CUST_ITEM_CM_IMPB_FOOT_M_LTHRSHOE": "DRESS SHOES"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_E": "EMPIRE FIGHTER"
"SLOT_DEFENSE": "DEFENSE"
"SLOT_HANDLEBARS": "HANDLEBARS"
"SLOT_WHEEL_COVERS": "FENDER SKIRTS"
"IRIDESCENT_2": "IRIDESCENT 2"
"CUST_VARIANT_VEST_B": "STYLE 2"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT2": "MOD MALE WITH SHIRT AND BOWTIE"
"CUST_ITEM_CM_HAIR_COMBEDDOWNFLUSH": "TEEN DREAM"
"CUST_ITEM_FEMALE_LP_EARRINGS_1": "LADYBUG EARRINGS"
"CUST_EXIT_WARNING_BODY": "Exit Player Creation?"
"PLAYER_CREATION_FIGURE_HUGE": "BURLY"
"CUST_COLOR_CLOTHING_RED_2": "RED 2"
"VEHICLE_COLOR_FAINT_TARRAGON_GRAY": "FAINT TARRAGON GRAY"
"RIM_RBP": "RBP"
"RIM_191": "C-X 504 PURPLE-WHITE"
"LOGO_CAVE_2": "PHANTOM CAVE 2"
"CUST_ITEM_CF_PSA_UBDY_F_3RDSTREET": "3RD STREET HOODIE"
"CUST_UNDERSHIRT": "UNDERSHIRTS"
"CUST_COMP_MUSTACHE_18": "HOLLYWOODIAN"
"CUST_COMP_FEMALE_EYEBROWS": "THE NATURAL FEMALE"
"OPTION_38": "OPTION 38"
"HAIR_COLOR_AUBURN": "AUBURN"
"CUST_ITEM_CM_LPG_MASK_M_MASKLION": "BIG MANE MASK"
"CUST_ITEM_CM_PSJ_FOOT_M_SNEAKERS": "ULTRAS"
"CUST_ITEM_AISHA_EAR_PIERCING_LEFT": "THICK HOOP"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_2": "YELLOW ORANGE 2"
"CUST_TATTOO_FACE_8": "SEA'S BOUNTY"
"COLOR_SLOT_PAINT": "PAINT ALL"
"CUST_COLOR_INDIGO_4": "INDIGO 4"
"MALE_BODYBUILDER": "MALE BODYBUILDER"
"CUST_ITEM_LEATHER_LACE_FEMALE_T": "SPEEDRACER"
"CUST_ITEM_CF_NLMB_UBDY_F_VESTSHIRT": "REBEL VEST"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEDOWN": "ALL BUSINESS HOODIE"
"CUST_ITEM_2015_SHADES": "2015 SHADES"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_2": "GIRLS BEST FRIEND LEFT"
"PLAYER_MORPH_SEPTUM_WIDTH_TEXT": "SEPTUM WIDTH"
"PLAYER_CREATION_MENU_3": "EYES"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_7": "YELLOW GREEN 7"
"CUST_TATTOO_CHEST_4": "SAINTS SOAP"
"RIM_LEXANI": "LEXANI"
"LOGO_KABRON": "KABRON 104.2"
"LEVEL_1": "LEVEL 1"
"CUST_ITEM_FEMALE_LL_EARRINGS_1": "QUEEN OF HEARTS EARRINGS"
"CUST_COLOR_CLOTHING_ORANGE_5": "ORANGE 5"
"SLOT_REINFORCED_BUMPER": "REINFORCED BUMPER"
"LOGO_FUNK": "Funk 98.4"
"CUST_VARIANT_CIRCLES": "CIRCLES"
"CUST_WEAR_FORWARD": "FORWARD"
"CUST_ITEM_CF_DLC_WP_HAT_F_HELMET": "WARRIOR PRINCESS HELMET"
"HAIR_COLOR_BLUE_MATTE": "BLUE MATTE"
"FEMALE_EMACIATED": "FEMALE EMACIATED"
"CUST_COMP_MALE_EYEBROWS_2": "THE OLD MAN"
"CUST_VARIANT_TRIM_COLOR": "TRIM"
"CUST_VARIANT_CMBOT_UCOPPANTS01": "SOLID"
"CUST_VARIANT_SMALL_PLAID": "SMALL PLAID"
"CUST_VARIANT_PIMPCOAT_LEOPARD": "LEOPARD 1"
"CUST_RONIN_TAUNT_B": "RONIN TAUNT 2"
"CANT_WEAR_PENDANT": "YOU MUST HAVE A SHORT NECKLACE TO WEAR THIS PENDANT"
"CUST_WEAR_LOW_LEFT_ROLLED_RIGHT_UNZIPPED": "L. Rolled, R. Unzipped, Low"
"CUST_ITEM_MALE_NLM_OUTFIT_D": "PUNK ROCK ANARCHIST"
"SURGEON_PRESET_TEXT": "Do you want to select this preset?"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_2": "Increase the size of your clips. "
"CUST_TATTOO_RFORARM_6": "EYE FOR AN EYE"
"CUST_COMP_FACE_MOLE_7": "MOLE 7"
"CUST_VARIANT_BOXERS": "BOXERS"
"PLAYER_MORPH_FOREHEAD_TEXT": "FOREHEAD"
"PLAYER_MORPH_EAR_HEIGHT_TEXT": "EAR HEIGHT"
"LOGO_AKUSTICS1": "AKUSTICS"
"CUST_ITEM_CM_WORSTCASESHOES": "NOTHING BETTER TO WEAR"
"CUST_ITEM_CF_PSD_FOOT_F_FLIPFLOPS": "FLOWER POWER SANDALS"
"CUST_VOICE_MALE_ASIAN": "MALE 2"
"VEHICLE_COLOR_TINT_50": "TINT 50%%"
"RIM_187": "C-X 501 ORANGE-BLACK"
"CUST_VARIANT_BOWTIE_STRIPED": "STRIPED"
"CUST_ITEM_GENKI_PACK": "FUNTIME! OUTFIT"
"CUST_ITEM_CM_DLC_SUIT_M_BLINGPACK": "THE \"Z\""
"CUST_ITEM_MALE_HEYDAYSHOES": "HEYDAY SUPER SHIFT"
"CUST_ITEM_CM_LLK_FOOT_M_BUNNYSLIPPERS": "NAUGHTY BUNNY SLIPPERS"
"CUST_BRO_TAUNT_B": "BROTHERHOOD TAUNT 2"
"RIM_ASANTI": "ATTILARIMS"
"COMPONENT_OPTION_12": "OPTION 12"
"CUST_COLOR_GREEN_2": "GREEN 2"
"UNLOCALIZED_BLACK": "BLACK"
"CUST_ITEM_CM_HAIR_VERYSHORTAFRO": "CHISELED FRO"
"CUST_ITEM_CM_NLMA_EYES_M_SPGOGGLES": "STEAMPUNK GOGGLES"
"CUST_ITEM_CF_PSH_HAT_F_GFXCAP": "HIPSTER TRUCKER HAT"
"CUST_COMPLIMENT_O": "THE SEVEN VEILS"
"VEHICLE_PAINT_GANG_ULTOR": "ULTOR"
"SLOT_REAR_FENDERS": "REAR FENDERS"
"CUST_ITEM_CF_NLME_UBDY_F_SADHEART": "I HAZ A SAD HOODIE"
"CUST_ITEM_CF_LPG_FOOT_F_COWGIRLBOOTS": "RODEO QUEEN BOOTS"
"CUST_ITEM_CM_PSE_LBDY_M_LSHORTS": "BAGGY SHORTS"
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_4": "Sniper scope increases zoom distance. Extended barrel increases damage and reduces recoil."
"CUST_TATTOO_RCALF_3": "BUTTERFLY IN THE SKY"
"CUST_TATTOO_LARM_4": "FLOWER POWER"
"CUST_TATTOO_LUPPARM_6": "SAINTS FOREVER"
"CUST_COMP_FEMALE_EYEBROWS_4": "HIGH CURVE"
"COMPONENT_ADD_NITROUS": "NITROUS"
"CUST_VARIANT_MED": "MEDIUM"
"CUST_VARIANT_DESERT_CAMO": "DESERT CAMO"
"VEHICLE_COLOR_PENNY_ZINC": "PENNY ZINC"
"COLOR_SLOT_PAINT_AND_RIMS": "PAINT AND RIMS"
"LOGO_GUARD_1": "GUARD 1"
"CUST_VARIANT_SMALL_DOTS": "SMALL DOTS"
"CUST_VARIANT_MATERIAL__15": "CUST_VARIANT_MATERIAL_#15"
"CUST_ITEM_CM_IMPO_UBDY_M_SHIRTWTIE": "NEIGHBOR SHIRT WITH TIE"
"CUST_ITEM_CF_HAIR_LONGWAVY": "VOLUMINOUS"
"CUST_TATTOO_ENTIRE_ARM_RIGHT": "ENTIRE RIGHT ARM"
"CUST_TATTOO_RFORARM_2": "THE HARD SIXES"
"CUST_COMP_FACE_MOLE_3": "MOLE 3"
"CUST_COMP_FACE_DPMARKS": "DEEP POCK MARKS"
"VEHICLE_COLOR_GREEN_DARK_TINT": "GREEN DARK TINT"
"HAIR_COLOR_GRAY": "GRAY"
"CUST_VARIANT_NAILS_A": "NAILS 1"
"CUST_SKIN_GREY_3": "CHARCOAL"
"PLAYER_MORPH_TEMPLES_DEPTH_TEXT": "TEMPLE DEPTH"
"PLAYER_MORPH_TEMPLE_ELEVATION_TEXT": "TEMPLE ELEVATION"
"CUST_VARIANT_CARIBBEAN": "CARIBBEAN"
"CUST_WEAR_ON UNDERSHIRT": "ON UNDERSHIRT"
"RACE_CAUCASIAN": "CAUCASIAN"
"PLAYER_MORPH_LOWER_LIP_LENGTH_TEXT": "LOWER LIP LENGTH"
"CUST_COMP_EYE_MAKEUP_8": "80'S SCI-FI"
"RIM_183": "V-F 602"
"LOGO_GHOST_3": "GHOST 3"
"CUST_VARIANT_PIMPCOAT_ZEBRA2": "ZEBRA 2"
"CUST_WEAR_LEFT_ROLLED_HIGH": "LEFT ROLLED, HIGH"
"CUST_ITEM_STRETCHPANTS_OUTFIT": "STRETCHPANTS OUTFIT"
"CUST_ITEM_CF_PSC_LBDY_F_STRETCHPANTS": "SAUSAGE CASING"
"CUST_ITEM_METAL_BRACELET_LEFT": "V.I.P. WATCH"
"CUST_COMP_EYES_RED": "RED"
"none": "NONE"
"CUST_ITEM_MALE_LL_UNDWEAR_1": "LOVE MACHINE BOXER"
"CUST_ITEM_CF_HAIR_PONYTAIL": "TIGHT PONY"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_LENGTH_TEXT": "UPPER LIP MIDDLE LENGTH"
"CUST_VARIANT_STRIPES_2": "STRIPES 2"
"CUST_VARIANT_MAIN": "NORMAL"
"CUST_CAT_HAIR_COLOR_PRIMARY": "HEAD HAIR PRIMARY COLOR"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_4": "Incendiary bullets turn up the heat. Increase the size of your clips.  "
"CUST_TATTOO_LCALF_8": "SHARK ATTACK"
"CUST_COLOR_BLACK": "BLACK"
"LOGO_KLASSIC": "KLASSIC 102.4"
"CUST_VARIANT_PIMPCOAT_ZEBRA": "ZEBRA 1"
"CUST_VARIANT_PLAID_2": "PLAID 2"
"CUST_VARIANT_MATERIAL_2": "CUST_VARIANT_MATERIAL#2"
"CUST_ITEM_FEMALE_PS_EARRINGS_2": "VAMPIRE REPELLANT EARRINGS"
"CUST_ITEM_CM_PSI_MASK_M_DOORAG": "SAINTS HEIST BANDANA"
