"CUST_ITEM_CF_HAIR_MED": "ДО ПЛЕЧ" 
"VEHICLE_COLOR_HOT_PINK": "ГОРЯЧИЙ РОЗОВЫЙ"
"CUST_VARIANT_CLOUDS": "ОБЛАКА"
"CUST_ITEM_CM_RADIATIONSUIT": "Я ВЕСЬ ГОРЮ"
"CUST_ITEM_CF_LPH_UBDY_F_CLSWEATER": "СВИТЕР БОЛЕЛЬЩИЦЫ"
"CUST_ITEM_CM_LPH_NECK_M_PIRATENECKLACE": "ПИРАТСКИЙ КЛАД"
"CUST_INSULT_Q": "ПШЕЛ ТЫ"
"CUST_COLOR_CLOTHING_GREENS_5": "ЗЕЛЕНЫЙ 5"
"CUST_COMP_FACE_SCAR_1": "БОЛЬШОЙ ШРАМ 1"
"CUST_COMP_MALE_EYEBROWS": "НАТУРАЛЬНЫЙ САМЕЦ"
"SLOT_LICENSE_PLATE": "НОМЕРНОЙ ЗНАК"
"LOGO_UNIVERSITY_2": "УНИВЕРСИТЕТ СТИЛУОТЕР 2"
"CUST_CAT_HAIR_HEAD": "ГОЛОВА"
"CUST_SKIN_BLUE_5": "МОРОЗНЫЙ СИНИЙ"
"PLAYER_MORPH_OUTER_BROW_ELEVATION_TEXT": "ВНЕШНЯЯ ВЫСОТА БРОВЕЙ"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_9": "ИНДИГО 9"
"VEHICLE_PAINT_GANG_SOS": "ДЕТИ САМЕДИ"
"CUST_VARIANT_SHIRT_A": "СТИЛЬ 1"
"CUST_ITEM_CM_LLO_FOOT_M_LTHRBOOTS": "МОТОЦИКЛЕТНЫЕ БОТИНКИ"
"CUST_ITEM_CF_LPE_HAT_F_MHELMET": "МОЛОДОЙ БОЕЦ"
"CUST_INSULT_E": "ЧЕТВЕРТЫЙ КЛАСС"
"CUST_BODY": "СОЗДАТЬ"
"PLAYER_MORPH_NOSE_TEXT": "НОС"
"CUST_WPN_UPGRADE_DESC_SMG_GANG_4": "Зажигательные патроны добавляют в битву огня. Лазерный прицел повышает точность стрельбы от бедра. "
"CUST_COMP_FINGERNAILS_L": "МАНИКЮР"
"CUST_TATTOO_RCALF_6": "ДЬЯВОЛИЦА"
"CUST_TATTOO_LARM_1": "СВЯТОЙ ДЕМОН"
"CUST_TATTOO_LUPPARM_3": "ЧЕЛОВЕК НА СОЛНЦЕ"
"CUST_COMP_FEMALE_EYEBROWS_1": "ВЫЩИПАННЫЕ"
"CUST_VARIANT_FLAME_2": "ПЛАМЯ 2"
"CUST_VARIANT_CHECKERS": "КЛЕТКИ"
"CUST_VARIANT_CMSHO_UUTIBOOT03": "КОЖА"
"CUST_VARIANT_STRIPES_3": "ПОЛОСКИ 3"
"CUST_TATTOO_UPPER_LEG_RIGHT": "ПРАВОЕ БЕДРО"
"CUST_TATTOO_ENTIRE_ARM_LEFT": "ЛЕВАЯ РУКА"
"LOGO_TUX": "Смокинг."
"CUST_VARIANT_RIVET": "ЗАКЛЕПКА"
"CUST_VARIANT_MATERIAL_3": "CUST_VARIANT_MATERIAL#3"
"CUST_ITEM_FEMALE_PS_EARRINGS_3": "СЕРЕЖКИ ДЕВЧЕНКИ ИЗ ДЖЕРСИ"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_H": "КАПИТАН БОЛЕЛЬЩИЦ"
"CUST_COMPLIMENT_J": "ДЖЕНСКИНС"
"PLAYER_MORPH_EARS_WIDTH_TEXT": "ШИРИНА УШЕЙ"
"PLAYER_MORPH_EYES_TEXT": "ГЛАЗА"
"CUST_COMP_EYE_MAKEUP_9": "ОБЫЧНАЯ ТУШЬ"
"VEHICLE_COLOR_ALLOY": "СПЛАВ"
"VEHICLE_COLOR_FURIOUS_ORANGE": "ДИКИЙ ОРАНЖЕВЫЙ"
"RIM_182": "SD WGM TB"
"LOGO_GHOST_2": "ПРИЗРАК 2"
"CUST_WEAR_HIGH_LEFT_UNZIPPED_RIGHT_ROLLED": "Л. расстегнут, П. застегнут, высоко"
"PRESET_WARNING_BODY2": "Все изменения будут потеряны.\nЭтот действие необратимо.\n\nПродолжить?"
"CUST_COLOR_GRAY": "С СЕДИНОЙ"
"PLAYER_MORPH_LOWER_LID_SLANT_TEXT": "УКЛОН НИЖНЕЙ ЧАСТИ ВЕКА"
"CUST_TATTOO_RFORARM_3": "ВОР В ЗАКОНЕ"
"CUST_COMP_FACE_BLOODY_SMEAR": "КРОВОПОДТЕКИ"
"CUST_COMP_FACE_MOLE_2": "РОДИНКА 2"
"VEHICLE_COLOR_PINK_SALMON": "РОЗОВЫЙ ЛОСОСЬ"
"CUST_ITEM_STAG_OUTFIT": "КОСТЮМ КАБАНА"
"CUST_ITEM_CF_PSF_UBDY_F_GFXTRACKTOPDN": "СПОРТИВНАЯ КОФТА"
"CUST_CAT_HAT": "ГОЛОВНЫЕ УБОРЫ"
"CUST_SKIN_GREY_2": "СЛАНЦЕВО-СЕРЫЙ"
"COMPONENT_ADD_REINFORCED_FRAME": "УСИЛЕННАЯ РАМА"
"CUST_VARIANT_PECTORAL_COLORS": "КУБИКИ"
"CUST_WEAR_ZIPPED": "ЗАСТЕГНУТЫЙ"
"CUST_ITEM_MALE_NLM_OUTFIT_A": "СТИМПАНК-БОЕЦ"
"CUST_ITEM_SWAT_PANTS": "ЖЕНСКИЕ БОЙЦОВСКИЕ ЧУЛКИ"
"PLAYER_CREATION_AGE_OLD": "СТАРЫЙ"
"PLAYER_MORPH_JAW_HEIGHT_TEXT": "ВЫСОТА ЧЕЛЮСТИ"
"VEHICLE_PAINT_GLOSS_PAINT": "ГЛЯНЦЕВЫЙ РИСУНОК"
"CUST_ITEM_CM_IMPE_EYES_M_SUNGLASSES": "ЮЖНЫЕ ПЛЯЖНЫЕ ОЧКИ"
"CUST_SKIN_GREEN_2": "ГНИЛОСТНО-ЗЕЛЕНЫЙ"
"CUSTOM_WALK_9": "БАНДИТСКИЙ СТИЛЬ 5"
"PLAYER_MORPH_UPPER_EYELIDS_ROLL_TEXT": "ИЗГИБ ВЕРХНЕЙ ЧАСТИ ВЕКА"
"VEHICLE_COLOR_TINT_70": "ТОНИРОВКА 70%%"
"VEHICLE_COLOR_WHITE_GOLD": "БЕЛОЕ ЗОЛОТО"
"CUST_VARIANT_PLASTIC": "ПЛАСТИК"
"CUST_WEAR_HIGH_BOTH_ZIPPED": "ВЫСОКО"
"CUST_TATTOO_TORSO_FRONT": "ВСЯ ПЕРЕДНЯЯ ЧАСТЬ "
"CUST_ITEM_CF_DLC_BC_OUTFIT": "КРОВАВАЯ МОНАШКА"
"CUST_ITEM_CM_PSE_UBDY_M_PUFFYCOAT-DN": "РАЗДУТАЯ КУРТКА"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_3": "Увеличенная дистанция броска."
"CUST_COMP_EYES_PURPLE": "ФИОЛЕТОВЫЙ"
"CUST_COLOR_BRIGHT_PINK": "ЯРКО-РОЗОВЫЙ"
"COMPONENT_CHASSIS": "КОМПОНЕНТЫ"
"LOGO_MECH_1": "МЕХАНИЗМ 1"
"PLAYER_MORPH_EAR_PITCH_TEXT": "ПОДЪЕМ УХА"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_2": "ЖЕЛТО-ЗЕЛЕНЫЙ 2"
"CUST_TATTOO_CHEST_1": "ШЕСТЬ ЗАРЯДОВ"
"CUST_COMP_TEST_EYE_MAKEUP": "ТЕМНАЯ НОЧЬ"
"VEHICLE_COLOR_GREEN_LIGHT_TINT": "КРАСКА \"ЗЕЛЕНЫЙ СВЕТ\""
"COLOR_SLOT_TRIM_AND_RIMS": "НАКЛАДКИ И РАМКА"
"CUST_ITEM_CM_NLMG_UBDY_M_SWEATSHIRTUP": "СВИТЕР БАНДИТА С КАПЮШОНОМ"
"CUST_ITEM_FEMALE_LL_EARRINGS_4": "СЕРЕЖКИ \"ЗЛОЙ ПОЛИЦЕЙСКИЙ\""
"CUST_ITEM_WOMEN'S_BRA_3": "УЛИЧНЫЙ ЛИФЧИК"
"CUST_COMP_FACE_BANDAGE_2": "ПЛАСТЫРЬ НА ЛБУ"
"VEHICLE_COLOR_TINT_100": "КРАСКА 100%%"
"CUST_VARIANT_MUSCLE_SHIRT_TUCKED": "ЗАПРАВЛЕННАЯ МАЙКА"
"CUST_ITEM_CM_CNC_FOOT_M_SNEAKERS": "КРОССОВКИ \"CROOKS & CASTLES\""
"CUST_ITEM_CM_NLMC_LBDY_M_PANTS": "ШТАНЫ ВЕСЕЛОГО РЕЙВЕРА"
"PLAYER_CREATION_MENU_6": "КОЖА"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_7": "ЯНТАРНЫЙ 7"
"CUST_TATTOO_LHAND_5": "ОКОСТЕНЕВШИЙ"
"CUST_COLOR_INDIGO_1": "ИНДИГО 1"
"CUST_VARIANT_SMALL_POLKA_DOTS": "МАЛЕНЬКИЙ ГОРОШЕК"
"CUST_ITEM_CM_RIP_UBDY_3RDST": "ФУТБОЛКА \"RIPPLE JUNCTION - 3-Я УЛИЦА\""
"CUST_ITEM_CM_LLL_LBDY_M_LPANTS": "БАЙКЕРСКИЕ ШТАНЫ"
"CUST_MORPH_CAT_EARS": "УШИ"
"CUST_COMP_EYES_CAT_GREEN": "ЗЕЛЕНЫЙ КОТ"
"VEHICLE_COLOR_DYNASTY_BLUE": "ДИНАСТИЧЕСКИЙ СИНИЙ"
"SLOT_RIMS_REAR": "ЗАДНИЕ ОБОДЫ"
"COMPONENT_DECAL_8": "КАРТИНКА 8"
"PAINT_2": "РИСУНОК 2"
"CUST_VARIANT_POLO": "ПОЛО 1"
"CUST_MOVEMENT_WALK": "СТИЛЬ ДВИЖЕНИЯ"
"VEHICLE_COLOR_BROWN_LIGHT_TINT": "СВЕТЛО-КОРИЧНЕВАЯ ТОНИРОВКА"
"SLOT_WINDOWS": "ОКНА"
"CUST_VARIANT_CRAZY_JACKET_TEST": "ТЕСТОВАЯ БЕЗУМНАЯ КУРТКА"
"CUST_WEAR_NORMAL_HIGH": "НОРМАЛЬНЫЙ, ВЫСОКИЙ"
"CUST_ITEM_CM_LLL_HAND_M_LGLOVES": "БАЙКЕРСКИЕ ПЕРЧАТКИ"
"HASH_C1DEC751": "ДАЛЛАС"
"CUST_COMP_MALE_EYEBROWS_3": "КРОМАНЬОНЕЦ"
"VEHICLE_COLOR_COCONUT_TAN": "КОКОСОВОЕ МОЛОКО"
"DARK_PURPLE": "ТЕМНО-СИРЕНЕВЫЙ"
"CUST_VARIANT_TAPE": "ЛЕНТА"
"CUST_ITEM_CF_PSC_FOOT_F_OTHEALS": "ОТКРЫТЫЕ ТУФЛИ С КАБЛУКОМ"
"CUST_ITEM_MEN_S_LARGE_BELT_CHAIN": "БРАСЛЕТ \"ДОСТАВАЙ ПУШКУ\""
"CUST_RONIN_TAUNT_C": "НАСМЕШКА РОНИНОВ 3"
"CUST_PRESET_RACE": "РАСА"
"PLAYER_MORPH_EARS_PITCH_TEXT": "УГОЛ НАКЛОНА УШЕЙ"
"CUST_COLOR_CLOTHING_ORANGE_4": "ОРАНЖЕВЫЙ 4"
"SLOT_BUMPERS": "БАМПЕРЫ "
"CUST_VARIANT_TRIM": "УКРАШЕНИЕ"
"CUST_RACE_WHITE": "БЕЛЫЙ"
"FACIAL_EXPRESSION_EVIL": "ЗЛОЙ"
"CUST_VARIANT_VERT_STRIPES": "ВЕРТИКАЛЬНЫЕ ПОЛОСЫ"
"CUST_VARIANT_SEMI_GLOSS": "ПОЛУГЛЯНЕЦ"
"CUST_VARIANT_MULTICOLOR_MEDIUM": "СРЕДНИЙ МНОГОЦВЕТНЫЙ"
"CUST_WEAR_TUCKED_HIGH_PANT_SUSPENDERS": "ПОДНЯТЫЙ НИЗ, ПОДТЯЖКИ"
"CUST_ITEM_CM_DLC_UBDY_ABOY": "РЯСА АЛТАРНИКА"
"CUST_ITEM_CM_LLL_UBDY_M_LJACKET": "БАЙКЕРСКАЯ КУРТКА"
"MALE_HUGE": "БОЛЬШОЙ МУЖЧИНА"
"CUST_ITEM_CM_NLME_FOOT_M_COMBATBOOTS": "СЕТЕВЫЕ БОЕВЫЕ САПОГИ"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_3": "ЛУЧШИЙ ДРУГ ДЕВУШКИ - ПРАВЫЙ"
"CUST_MORPH_CAT_FOREHEAD": "ЛОБ"
"PLAYER_MORPH_SEPTUM_ELEVATION_TEXT": "ВЫСОТА ПЕРЕГОРОДКИ"
"PLAYER_CREATION_MENU_2": "ГОЛОВА"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_6": "ЖЕЛТО-ЗЕЛЕНЫЙ 6"
"CUST_TATTOO_CHEST_5": "ИСКУПЛЕНИЕ"
"VEHICLE_COLOR_ROYAL_PURPLE": "КОРОЛЕВСКИЙ ПУРПУР"
"LOGO_HOE": "ЭТА ОМИКРОН ЭПСИЛОН"
"CUST_ITEM_CM_IMPO_UBDY_M_CARDIGAN": "КАРДИГАН \"НЕЙБОР\""
"CUST_MORPH_CAT_NOSE": "НОС"
"CUST_COMP_MUSTACHE_19": "НЕБОЛЬШАЯ ЛИНИЯ"
"RIM_INDUSTRIAL": "ПРОМЫШЛЕННЫЙ"
"OPTION_39": "ВАРИАНТ 39"
"SLOT_COLOR_SCHEMES": "ЦВЕТОВЫЕ СХЕМЫ"
"CUST_VARIANT_FULL_STRIPES": "ПОЛНЫЕ ПОЛОСКИ"
"CUST_ITEM_CF_RING_F_WEDDINGBAND": "ПОХИЩЕННЫЙ"
"PLAYER_MORPH_MUSCLE_TEXT": "МУСКУЛАТУРА"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_3": "ЯНТАРНЫЙ 3"
"CUST_TATTOO_LHAND_1": "Л Е В О"
"CUST_COLOR_PURPLE_4": "ФИОЛЕТОВЫЙ 4"
"CUST_ITEM_CF_RING_F_ALIENHEAD": "КОЛЬЦО \"ИНОЙ МИР\""
"CUST_ITEM_CM_HAIR_LONGBG": "РОК-ЛЮБОВЬ"
"CUST_ITEM_LEFT_FOREARM_KILLA01": "ПОЛОСАТЫЙ БРАСЛЕТ"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_RPG_4": "Ракеты с лазерным наведением следуют за перекрестьем прицела. Система наведения позволяет захватывать цели."
"CUST_TATTOO_RCALF_2": "МОЛИСЬ"
"CUST_TATTOO_LARM_5": "ПЛЫВИ"
"CUST_TATTOO_LUPPARM_7": "ГИБЕЛЬ РОНИНА"
"CUST_COMP_FEMALE_EYEBROWS_5": "ГУСТЫЕ ЖЕНСКИЕ"
"CUST_COMP_EYES_BROWN": "КОРИЧНЕВЫЙ"
"Auburn": "РЫЖЕВАТЫЙ  "
"CUST_RACE_HISPANIC": "ЛАТИНОС"
"CUST_ITEM_CM_RIP_UBDY_WEAPONS": "ФУТБОЛКА \"RIPPLE JUNCTION\""
"CUST_ITEM_CM_IMPN_UBDY_M_CJTURTLENECK": "СЛЕДОВАТЕЛЬ"
"CUST_ITEM_CM_IMPN_HAT_M_HAT": "ГОРОДСКАЯ ШЛЯПА"
"CUST_ITEM_FEMALE_NLM_UNDWEAR_1": "УЗКИЕ ТРУСИКИ \"ГОРЯЧИЙ РОЗОВЫЙ\""
"PLAYER_MORPH_EYEBALLS_DEPTH_TEXT": "ГЛУБИНА ГЛАЗ"
"PLAYER_MORPH_EYEBALL_SIZE_TEXT": "РАЗМЕР ГЛАЗНЫХ ЯБЛОК"
"CUST_VARIANT_STRAPLESS": "БЕЗ ЗАСТЕЖЕК"
"CUST_ITEM_CM_IMPM_HAT_M_HAT": "ШЛЯПА \"КАБАНА\""
"CUST_ITEM_CM_IMPL_UBDY_M_SWEATERTN": "ПАРИЖСКАЯ ВОДОЛАЗКА"
"CUST_CAT_FACE_WEAR": "МАСКА"
"CUST_INSULT_A": "ЭЙС ВЕНТУРА"
"PLAYER_MORPH_UPPER_LIP_SIZE_TEXT": "РАЗМЕР ВЕРХНЕЙ ГУБЫ"
"PLAYER_MORPH_EAR_WIDTH_TEXT": "ШИРИНА УХА"
"PLAYER_MORPH_EAR_RIM_TEXT": "ФОРМА УХА"
"CUST_COMP_FACE_NATURAL_EYES": "НАТУРАЛЬНЫЕ ГЛАЗА"
"CUST_VARIANT_MEDIUM": "СРЕДНИЙ"
"CUST_VARIANT_MATERIAL_7": "CUST_VARIANT_MATERIAL#7"
"CUST_ITEM_CM_IMPN_UBDY_M_CJTIE": "СОВРЕМЕННОЕ ПОЛУПАЛЬТО С ГАЛСТУКОМ"
"CUST_COMPLIMENT_N": "ДОЛЛАР-ДЕНДИ"
"PLAYER_CREATION_PRESET_FEMALE": "ЖЕНЩИНА "
"CUST_VARIANT_SMALL_STRIPES": "ТОНКИЕ ПОЛОСЫ"
"CUST_VARIANT_STIPES_1": "ПОЛОСКИ 1"
"CUST_ITEM_CF_IMPQ_HAT_F_LATEXHAT": "ДИКАЯ ШАПКА"
"PLAYER_MORPH_NOSTRIL_SIZE_TEXT": "РАЗМЕР НОЗДРЕЙ"
"PLAYER_MORPH_HAIR_TEXT": "ВОЛОСЫ"
"CUST_GANG_GENERIC": "СВЯТОЙ"
"VEHICLE_PAINT_GANG_RONIN": "РОНИН"
"CUST_VARIANT_WATCHBAND": "РЕМЕШОК"
"CUST_INSULT_DUMP": "МУСОРЩИК"
"PLAYER_MORPH_SKULL_BACK_LENGTH_TEXT": "ДЛИНА ЗАДНЕЙ ЧАСТИ ЧЕРЕПА"
"CUST_WPN_UPGRADE_DESC_RIFLE_GANG_4": "Подствольный гранатомет быстрее и дальше выстреливает гранаты. Емкость магазина увеличивается. "
"RIM_186": "V-F 605"
"SLOT_WEAPON_1": "ОРУЖИЕ 1"
"DARK_YELLOW-GREEN": "ТЕМНЫЙ ЖЕЛТЫЙ-ЗЕЛЕНЫЙ"
"CUST_VARIANT_THREE_COLORS": "ТРИКОЛОР"
"CUST_VARIANT_TIES_": "ГАЛСТУКИ"
"CUST_ITEM_CM_CNC_UBDY_M_BLKLOGOA": "ФУТБОЛКА \"CROOKS & CASTLES\" 1"
"CUST_ITEM_PLANETSAINTS_TRAILBLAZING": "ПУТЬ ОГНЯ"
"CUST_BRO_TAUNT_C": "НАСМЕШКА бРАТСТВА 3"
"PLAYER_MORPH_SKULL_BACK_DEPTH_TEXT": "ВЕРХ ЧЕРЕПА - ГЛУБИНА"
"PLAYER_MORPH_MOUTH_WIDTH_TEXT": "ШИРИНА РТА"
"VEHICLE_PAINT_STANDARD_MATERIAL": "СТАНДАРТНЫЙ МАТЕРИАЛ"
"COMPONENT_REGULAR_PROFILE": "ОБЫЧНЫЙ ПРОФИЛЬ"
"SLOT_SUSPENSION_STYLE": "СТИЛЬ ПОДВЕСОК"
"SLOT_PRIMARY_SURFACES": "ОСНОВНАЯ ПОВЕРХНОСТЬ"
"CUST_VARIANT_LARGE_FLOWERS": "БОЛЬШИЕ ЦВЕТЫ"
"CUST_ITEM_CF_LLJ_HAND_F_LTHRGLOVES": "ПЕРЧАТКИ БРОДЯГИ"
"CUST_ITEM_MALE_NLM_OUTFIT_E": "СТРАТАГЕМА"
"CUST_ITEM_CM_LPH_HAND_M_PIRATEGLOVES": "КАПИТАНСКИЕ ПЕРЧАТКИ"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_3": "Скорострельность увеличивается, отдача снижается."
"CUST_TATTOO_RFORARM_7": "ПРЕДПЛЕЧЬЕ_КРЫЛО2"
"CUST_TATTOO_UPPBACK_8": "РАСПРАВЬ КРЫЛЬЯ"
"CUST_COMP_FACE_MOLE_6": "РОДИНКА 6"
"SEXY_1": "СЕКСУАЛЬНЫЙ 1"
"CUST_VARIANT_LEATHER_SKIRT": "КОЖА"
"CUST_WEAR_FRONT LEFT": "СПЕРЕДИ СЛЕВА"
"PLAYER_MORPH_LOWER_EYELIDS_PITCH_TEXT": "ВЫСОТА НИЖНЕЙ ЧАСТИ ВЕКА"
"PLAYER_MORPH_EYELID_SHAPE_TEXT": "ФОРМА ВЕК"
"CUST_COMP_EYE_MAKEUP_12": "ПАНКОВСКАЯ ТУШЬ"
"SLOT_NITROUS_DESC": "Оснащает вашу машину системой впрыска закиси азота - скоростной рывок, когда он вам нужен."
"LOGO_BRITISH": "БРИТАНСКИЙ ФЛАГ"
"CUST_VARIANT_STRETCHED_HORIZONTAL": "ГОРИЗОНТАЛЬНЫЕ ПОЛОСЫ"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS": "ЗАПРАВЛЕННЫЙ, ЗАСТЕГНУТЫЙ, С ПОДНЯТЫМ НИЗОМ, С ПОДТЯЖКАМИ"
"CUST_ITEM_CM_FPIC_SETA": "ГВОЗДИК В ЛЕВУЮ БРОВЬ И НОЗДРЮ"
"CUST_ITEM_CM_NLMB_FOOT_M_SNEAKERS": "КРОССОВКИ БРАТКОВ"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_3": "Количество зарядов увеличивается."
"CUST_TATTOO_NECK_6": "УКУС ПАУКА"
"SLOT_SPOILER": "СПОЙЛЕРЫ"
"CUST_VARIANT_FEEDDOGS": "ПОКОРМИТЬ СОБАК"
"CUST_ITEM_CM_NECK_SHORTCHAIN": "КОРОТКАЯ ЦЕПОЧКА"
"CUST_ITEM_CM_HAIR_SIDEPARTMED2": "КОРОТКО, НАПРАВО"
"CUST_ITEM_MALE_KILLBANEMASK": "МАСКА КИЛЛБЕЙНА"
"CUST_ITEM_BASIC_WRISTBAND_RIGHT": "КЛАССИЧЕСКИЙ ПОЛОСАТЫЙ БРАСЛЕТ"
"CUST_HAIR_ACCESSORY_COLOR": "ЦВЕТ АКСЕССУАРА В ВОЛОСАХ "
"CUST_WPN_UPGRADE_DESC_SPECIAL_DRONE_4": "Увеличивает количество ракет."
"CUST_TATTOO_LOWBACK_2": "СЛЕДОПЫТ"
"CUST_COLOR_BLONDE": "БЛОНДИН"
"CUST_COLOR_FLESH_2": "ПЛОТЬ 2"
"CUST_ITEM_CF_IMPR_UBDY_F_TURTLENECK": "ВОДОЛАЗКА \"ХИЛЛЗ\" С ВЫСОКИМ ВОРОТОМ"
"CUST_ITEM_CF_HAIR_LONGDREADS": "РАСТА"
"CUST_ITEM_CF_HAIR_CHOPSTICKS": "КАБУКИ"
"CUST_ITEM_CF_NLMH_LBDY_F_SKIRT": "ПЕСТРАЯ ДЕВИЧЬЯ ЮБКА"
"CUST_ITEM_CF_PSC_UBDY_F_TTOPCOMBO": "СПОРТИВНАЯ КУРТКА"
"CUST_CAT_EAR_PIERCINGS": "ПИРСИНГ УШЕЙ"
"CUST_LOGO_COLOR": "ЦВЕТ ЛОГОТИПА"
"PLAYER_MORPH_EAR_ROLL_TEXT": "ОКРУГЛОСТЬ УХА"
"RIM_SET_004": "НАБОР ОБОДОВ 4"
"VEHICLE_PAINT_RUBBER": "РЕЗИНА"
"COLOR_SLOT_INTERIOR": "ИНТЕРЬЕР"
"COMPONENT_OPTION_6": "ВАРИАНТ 6"
"SLOT_ENGINE": "ДВИГАТЕЛЬ"
"SK05": "КОЖА05"
"CUSTOM_WALK_5": "ТАНЦЕВАЛЬНЫЙ СТИЛЬ"
"PLAYER_MORPH_MOUTH_CORNERS_TEXT": "УГОЛКИ РТА"
"CUST_COLOR_CLOTHING_VIOLET-RED_7": "ПУРПУРНЫЙ 7"
"CUST_COLOR_CLOTHING_BROWNS_6": "КОРИЧНЕВЫЙ 6"
"CUST_COMP_MUSTACHE_11": "ЗАВИТУШКИ"
"COMPONENT_DECAL_4": "КАРТИНКА 4"
"CUST_VARIANT_BRONZE": "БРОНЗА"
"CUST_SKIN_BLACK_01": "НЕГР 1"
"CUST_TATTOO_FACE_1": "ДИКАЯ КОШКА"
"CUST_ITEM_CF_IMPN_SUIT_F_PATTDRESS": "ГОУ-ГОУ"
"CUST_ITEM_WOMEN'S_LYCRA_PANTS": "БРЮКИ ДЛЯ ГОЛЬФА"
"CUST_SKIN_PURPLE_2": "ПУРПУР СВЯТЫХ"
"CUSTOM_WALK_11": "БАНДИТСКИЙ СТИЛЬ 7"
"PLAYER_MORPH_CHEEKBONES_ELEVATION_TEXT": "ВЫСОТА СКУЛ"
"CUST_COMP_FACE_MAKEUP_6": "РЕПТИЛИЯ"
"VEHICLE_COLOR_PRETTY_PRINCESS_PINK": "РОЗОВЫЙ ДЛЯ ПРИНЦЕССЫ"
"VEHICLE_PAINT_GLASS": "СТЕКЛО"
"MALE_AVERAGE": "СРЕДНИЙ МУЖЧИНА"
"CUST_ITEM_WOMEN'S_STANDARD_PANTIES": "ПРОСТЫЕ ТРУСЫ"
"CUST_VOICE_MALE_BLACK": "МУЖЧИНА 2"
"SURGEON_CAT_SKIN": "КОЖА"
"CUST_TATTOO_RHAND_6": "...И ДАЙ УМЕРЕТЬ"
"VEHICLE_PAINT_CLASSIC_70_S___80_S": "КЛАССИКА 70-Х - 80-Х"
"HAIR_COLOR_GREEN": "ЗЕЛЕНЫЙ"
"LOGO_SHARKS_TEXT_1": "АКУЛЫ - ТЕКСТ 1"
"CUST_VARIANT_POTHEAD": "ПЛАМЯ"
"CUST_VARIANT_FISHNET_2": "РЫБОЛОВНАЯ СЕТЬ 1"
"CUST_ITEM_CM_IMPM_WRST_M_WATCH": "ЧАСЫ \"КАБАНА\""
"CUST_RONIN_COMPLIMENT_A": "ПОХВАЛА РОНИНОВ 1"
"CUST_TATTOO_LCALF_5": "ДЫХАНИЕ ДРАКОНА"
"CUST_VARIANT_LEATHER": "КОЖА"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_D": "ПРИТВОРИМСЯ ДЕВОЧКОЙ D"
"CUST_ITEM_CM_LLA_LBDY_M_GIMPPANTS": "ШТАНЫ \"СТОП-СЛОВО\""
"CUST_TATTOO_LOWER_ARM_LEFT": "ЛЕВЫЙ ЛОКОТЬ"
"CUST_COMPLIMENT_F": "САЛАГА"
"PLAYER_MORPH_FACE_HEIGHT_TEXT": "ВЫСОТА ЛИЦА"
"CUST_COLOR_CLOTHING_GREYS_7": "СЕРЫЙ 7"
"CUST_COMP_CHEEK_MAKEUP_1": "РУМЯНАЯ НЕВЕСТА"
"CUST_VARIANT_THINSTRIPES": "В ТОНКУЮ ПОЛОСКУ"
"CUST_VARIANT_SAILOR": "МОРЯК"
"CUST_ITEM_CM_NECK_LL_DOGTAGS": "ВОЕННЫЙ"
"CUST_TATTOO_UPPER_ARM_RIGHT": "ПРАВОЕ ПЛЕЧО"
"PLAYER_MORPH_TEMPLES_ELEVATION_TEXT": "ВЫСОТА ВИСКА"
"VEHICLE_COLOR_BLUSH_GRAY": "СЕРОВАТЫЙ"
"HAIR_White": "БЕЛЫЙ"
"CUST_ITEM_CM_CNC_LBDY_M_JEANS": "ДЖИНСЫ \"CROOKS & CASTLES\""
"CUST_ITEM_LONG_ROPE_CHAIN_2": "ЦЕПОЧКА ПЛОХОЙ ДЕВЧОНКИ"
"CUST_SKIN_OILED_1": "НАМАСЛЕННЫЙ БЕЛЫЙ 1"
"CUSTOM_WALK_FEMALE_3": "ЖЕНСКАЯ ГРУБАЯ"
"PLAYER_MORPH_NOSE_SIZE_TEXT": "РАЗМЕР НОСА"
"PLAYER_CREATION_PRESET_WHITE": "БЕЛЫЙ"
"SLOT_FRONT_BUMPER": "ПЕРЕДНИЕ БАМПЕРЫ"
"DARK_BLUE-GREEN": "ТЕМНЫЙ СИНИЙ-ЗЕЛЕНЫЙ"
"CUST_TATTOO_LOWER_CHEST": "НИЗ ГРУДИ"
"CUST_INSULT_I": "ЧЕТВЕРТЬ КРУГА ВПЕРЕД + A"
"CUST_MAKEUP_AREA_CHEEKS": "ЩЕКИ"
"CUST_TERTIARY_COLOR": "ТРЕТИЙ ЦВЕТ"
