"CUST_ITEM_CF_HAIR_MED": "ALLE SPALLE"
"CUST_COLOR_CLOTHING_BROWNS_2": "MARRONE 2"
"CUST_COMP_MUSTACHE_15": "ABRAMO LINCOLN"
"SLOT_FRONT_FENDERS": "PARAFANGHI ANTERIORI"
"CUST_VARIANT_LEOPARD_2": "LEOPARDO 2"
"CUST_SKIN_BLACK_05": "AFROAMERICANO 5"
"CUST_TATTOO_RHAND_2": "OSSATURA"
"BRIGHT_YELLOW": "GIALLO BRILLANTE"
"CUST_VARIANT_DIAMOND": "DIAMANTE"
"CUST_COMP_FACE_MAKEUP_2": "SCAMBIO DI PERSONALITÀ"
"HAIR_COLOR_PINK_MATTE": "ROSA OPACO"
"CUST_VARIANT_STRIPESB": "STRISCE 2"
"CUST_VARIANT_COLORED_COLLAR": "COLLARE COLORATO"
"CUST_ITEM_CF_NLME_UBDY_F_SADTEXT": "GIACCA CON CAPPUCCIO SAD TO THE BONE"
"CUST_SKIN_HISPANIC_02": "ISPANICO 2"
"CUST_COLOR_ROSE_2": "ROSA 2"
"LOGO_NUMBER10": "NUMERO 10"
"CUST_VARIANT_COLORB": "STILE 2"
"RIM_SET_013": "SET DI CERCHIONI 13"
"LOGO_K12": "K12 97.6"
"CUST_ITEM_CF_LLR_HAND_F_LACYGLOVE": "GUANTI DA RAGAZZA PICCANTE"
"CUST_SKIN_DEMON": "ROSA DEMONE"
"CUST_PRESET_AGE": "ETÀ"
"PLAYER_MORPH_AFRICAN_TEXT": "AFRICANO"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_4": "VIOLA BLU 4"
"VEHICLE_COLOR_BRONZE": "BRONZO"
"CUST_VARIANT_TYEDYE": "STILE 1"
"CUST_CAT_LOWER_BODY": "GAMBE"
"CUST_TATTOO_ARMS": "BRACCIA"
"PLAYER_MORPH_MOUTH_SIDES_ELEVATION_TEXT": "ALTEZZA LATO BOCCA"
"PLAYER_CREATION_FIGURE_OBESE": "OBESO"
"CUST_COLOR_CLOTHING_GREENS_8": "VERDE 8"
"CUST_TATTOO_STOMACH_6": "3RD STREET SAINTS"
"CUST_WEAR_TATTOO_MAY_LION": "LEONE"
"CUST_WEAR_FINGER_RR": "ANULARE DESTRO"
"CUST_ITEM_CM_DLC_UBDY_M_GPPANTS": "PANTALONI REALITY CLIMAX"
"CUST_COMPLIMENT_S": "DEL FIUME"
"Gang_Customization": "PERSONALIZZAZIONE GANG"
"BRIGHT_PINK": "ROSA BRILLANTE"
"CUST_SKIN_CAUCASIAN_04": "CAUCASICO 4"
"FACIAL_EXPRESSION_INEBRIATED": "INEBRIATO"
"PLAYER_MORPH_DOUBLE_CHIN_DEPTH_TEXT": "PROF. DOPPIO MENTO"
"PLAYER_MORPH_BALL_ELEVATION_TEXT": "ELEVAZIONE PUNTA"
"PLAYER_MORPH_BROW_TEXT": "FRONTE"
"CUST_VARIANT_BUTTONED_SHIRT": "CAMICIA"
"CUST_ITEM_CM_PSF_FOOT_M_HIGHTOPS": "JUMPS"
"CUST_TATTOO_RARM_3": "LA FRATELLANZA"
"VEHICLE_COLOR_TINT_80": "TINTA 80%%"
"RIM_157": "RADIANT"
"SLOT_DECAL_9": "DECALCOMANIA 9"
"CUST_VARIANT_ARMY": "ESERCITO"
"CUST_SKIN_ASIAN_05": "ASIATICO 5"
"PLAYER_MORPH_JAW_ELEVATION_TEXT": "ALT. MASCELLA"
"CUST_COLOR_CLOTHING_BLUES_9": "BLU 9"
"VEHICLE_PAINT_CLOTH": "STOFFA"
"CUST_MORPH_CAT_CROWN": "CORONA"
"PLAYER_MORPH_EARS_HEIGHT_TEXT": "ALT. ORECCHIO"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_LAUNCHER_3": "Aumenta capienza munizioni."
"CUST_GANG_HO": "PROSTITUTE"
"COLOR_SLOT_PAINT_1_AND_TRIM": "VERNICE 1 E RIFINITURA"
"CUST_VARIANT_PINSTRIPES": "STRISCE SOTTILI"
"CUST_VARIANT_2COLOR_THIN": "2 COLORI, SOTTILE"
"PLAYER_MORPH_CHIN_PITCH_TEXT": "INCLIN. MENTO"
"PLAYER_MORPH_BRIDGE_LENGTH_TEXT": "LUNGHEZZA PONTE"
"CUST_TATTOO_LFORARM_1": "FAMMI RE"
"COLOR_SLOT_TRIM_2": "RIFINITURA 2"
"CUST_VARIANT_SERGIO": "SERGIO"
"CUST_ITEM_BASIC_T_SHIRT": "GIACCA BOMBER"
"LOGO_FIRE": "POMPIERE"
"CUST_VARIANT_SOLID2": "VISIERA SOLIDA"
"CUST_ITEM_LEFT_UPPER_ARM_BARB_WIRE_01": "PARABRACCIO MURDERBRAWL"
"CUST_PRESET_FIGURE": "CORPORATURA"
"PLAYER_MORPH_NOSE_DEPTH_TEXT": "PROFONDITÀ NASO"
"CUST_COMP_MUSTACHE_23": "BATACCHIO"
"CUST_VARIANT_LARGE_POLKA_DOTS": "GROSSI PUNTI"
"CUST_WEAR_LOW_LEFT_UNZIPPED_RIGHT_ZIPPED": "LAMPO APERTA A SX, BASSI"
"CUST_ITEM_CF_NLME_LBDY_F_KHAKIS": "PINOCCHIETTO MILITARE"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_A": "BATTENDO LE STRADE"
"CUST_CAT_MEDALLION": "MEDAGLIONI"
"CUST_TATTOO_LOWER_ARM_RIGHT": "BRACCIO DESTRO IN BASSO"
"PLAYER_MORPH_BROW_SPACING_TEXT": "DIST. SOPRACCIGLIA"
"LOGO_GHETTO_1": "GHETTOBLASTER 1"
"PLAYER_MORPH_MOUTH_STYLE_TEXT": "STILE BOCCA"
"CUST_ITEM_CM_NLMD_LBDY_M_PANTS": "PANTALONI FLUORESCENTI"
"CUST_ITEM_MALE_MURDERBRAWL_OUTFIT": "COMPLETO UOMO 3 COUNT"
"CUST_CAT_EYES": "OCCHI"
"CUST_COLOR_CLOTHING_YELLOWS_1": "GIALLO 1"
"CUST_TATTOO_RUPPARM_1": "SPIRITO DEL LUPO"
"VEHICLE_PAINT_MODERN": "MODERNO"
"SLOT_SPARE_TIRE": "RUOTE DI SCORTA"
"MALE_OBESE": "MASCHIO OBESO"
"CUST_VARIANT_ROPES": "CORDE"
"CUST_ITEM_CM_DLC_M_EARRINGS01": "CERCHI STILE Z"
"CUST_ITEM_CM_NYTEBLAYDE": "NYTE BLAYDE"
"CUST_ITEM_CM_LLN_UBDY_M_SEQSHIRT": "CAMICIA FEBBRE DA DISCOTECA"
"PLAYER_MORPH_FACE_SCALE_TEXT": "PROPORZIONE VOLTO"
"CUST_COLOR_CLOTHING_VIOLET_2": "VIOLA 2"
"CUST_WEAR_BOTH_ROLLED_HIGH": "ENTRAMBE ARROTOLATE, ALTI"
"CUST_ITEM_CM_NECK_PEARLS": "COLLANA DI CLASSE"
"CUST_ITEM_CM_IMPN_LBDY_M_PANTS": "PANTALONI METROPOLITANI"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRT": "MAGLIA HILLS CASUAL"
"CUST_ITEM_CF_NLMH_EYES_F_HSNGLSTASSLES": "OCCHIALI BAMBINO CANDY"
"CUST_ITEM_BASIC_LIPSTICK": "CAPELLI STACY CON CERCHIETTO"
"CUST_BRO_COMPLIMENT_C": "COMPLIMENTO BROTHERHOOD 3"
"CUST_MOVEMENT_MELEE": "STILE COMBATTIMENTO"
"CUST_TATTOO_LFORARM_5": "GUIDA LA BARCA"
"CUST_VARIANT_COW": "MUCCA"
"CUST_ITEM_CM_IMPL_LBDY_M_DRESSPANTS": "PANTALONI ALL'EUROPEA"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRTLOW": "GIACCA HILLS CON GILET"
"CUST_ITEM_CM_NATIONALGUARD": "UNIFORME GUARDIA DI STEELPORT"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_D": "DJ ELECTRO"
"CUST_GANG_LUCHADOR": "LUCHADORES"
"LOGO_NODRUGS": "NO DRUGS"
"CUST_VARIANT_DOTS": "PUNTINI"
"CUST_ITEM_5_O_CLOCK_SHADOW_1": "OMBRA DI BARBA"
"RACE_AFRICAN": "AFROAMERICANO"
"CUST_WPN_UPGRADE_DESC_PISTOL_POLICE_3": "Il silenziatore incrementa il danno e riduce il rinculo."
"CUST_COMP_MUSTACHE_27": "FERRO DI CAVALLO"
"VEHICLE_COLOR_YELLOW_LIGHT_TINT": "TINTA GIALLO CHIARO"
"VEHICLE_COLOR_MUSTARD_GREEN": "VERDE MOSTARDA"
"RIM_176": "SD FTN59"
"CUST_VARIANT_PLAIN": "LISCIO"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_E": "TIRO IN SOSPENSIONE"
"CUST_TATTOO_TORSO_LOWER_BACK": "SCHIENA IN BASSO"
"CUST_ITEM_FEMALE_PS_UNDWEAR_3": "PERIZOMA SAINTS SCATENATI"
"CUST_MOVEMENT_COMPLIMENT": "COMPLIMENTO"
"CUST_VARIANT_CIRCLE": "CERCHI"
"CUST_VARIANT_METAL": "METALLO"
"CUST_VARIANT_FADED": "SBIADITO"
"CUST_ITEM_CM_DLC_KNIGHT": "CAVALIERE"
"CUST_ITEM_FEMALE_LL_BRA_2": "VERO AMORE"
"CUST_ITEM_CM_LLL_FOOT_M_LBOOTS": "STIVALI DI PELLE DA MOTOCICLISTA TOSTO"
"CUST_DIALOG_DISROBE_TITLE": "TOGLI TUTTI I VESTITI"
"CUST_WPN_UPGRADE_DESC_SPECIAL_SNIPER_4": "Aumenta capienza munizioni. Canna più lunga per aumentare il danno e ridurre il rinculo."
"VEHICLE_PAINT_CLASSIC_50_S___60_S": "CLASSICO ANNI '50-'60"
"CUST_COLOR_BRIGHT_GREEN": "VERDE BRILLANTE"
"CUST_VARIANT_DROOPS": "CADENTI"
"CUST_ITEM_CF_LLI_LBDY_F_SHORTS": "PANTALONCINI CORTISSIMI"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEUP": "GIACCA CON CAPPUCCIO DA TEPPISTA"
"CUST_ITEM_CM_PSI_EYES_M_SHADES": "OCCHIALI DA SOLE STILE GAT"
"CUST_MENU_RACE_PRESETS": "SET PREDEFINITI RAZZA"
"PLAYER_MORPH_MOUTH_SIZE_TEXT": "DIMENSIONE BOCCA"
"CUST_COLOR_CLOTHING_VIOLET_6": "VIOLA 6"
"SLOT_SECONDARY_SURFACES": "SUPERFICI SECONDARIE"
"LOGO_RFG": "RFG"
"CUST_VARIANT_SHAGGY": "SHAGGY"
"CUST_MENU_WEAR_OPTION": "OPZIONI ABBIGLIAMENTO"
"PLAYER_MORPH_EARS_LENGTH_TEXT": "LUNG. ORECCHIO"
"CUST_COLOR_CLOTHING_YELLOWS_5": "GIALLO 5"
"CUST_TATTOO_RUPPARM_5": "IL DIAVOLO CHE CONOSCI"
"VEHICLE_COLOR_FOREST_GREEN": "VERDE BOSCO"
"VEHICLE_COLOR_ORANGE_DARK_TINT": "TINTA ARANCIONE SCURO"
"SLOT_SPINNERS": "SPINNER"
"LOGO_POT_LEAF": "FOGLIA DI MARIJUANA"
"CUST_WEAR_UNBUTTONED": "APERTA"
"CUST_ITEM_CM_IMPN_UBDY_M_TURTLENECK": "LUPETTO MODERN"
"CUST_ITEM_WOMEN_S_PLATFORM_SHOES": "STIVALI DEATHMATCH"
"CUST_GANG_SPACE": "SAINTS SPAZIALI"
"RIM_SET_017": "SET DI CERCHIONI 17"
"CUST_VARIANT_PATTERN_A": "STILE 1"
"CUST_WEAR_TOP_BUTTONED": "CHIUSA IN ALTO"
"CUST_ITEM_CM_LPG_SUIT_M_ANIMALSUIT": "ANIMALE DA PARTY"
"CUST_CAT_RIGHT_HAND": "MANO DESTRA"
"CUST_COLOR_RED_2": "ROSSO 2"
"CUST_VARIANT_LARGE_STRIPE": "GROSSA STRISCIA"
"CUST_ITEM_CM_PSG_LBDY_M_TRACKPANTS": "PANTALONI DA GINNASTICA"
"CUSTOM_WALK_FEMALE": "DONNA PREDEFINITA"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_3": "Lancia più distante."
"CUST_TATTOO_STOMACH_2": "ROBOT-SAN"
"CUST_COMP_MUSTACHE_4": "DALÌ"
"LOGO_KRUNCH": "THE BLOOD 106.66"
"CUST_VARIANT_STRIPES_A": "STRISCE 1"
"CUST_WEAR_BOTH": "ENTRAMBI"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_NO_SUSPENDERS": "DENTRO, VITA MOLTO ALTA"
"CUST_ITEM_CF_LLI_UBDY_F_JCKTTUBETOP": "TOP A FASCIA CON GIACCA"
"CUST_COMPLIMENT_W": "ALLEGRO"
"PLAYER_MORPH_UPPER_LIP_LENGTH_TEXT": "LUNGHEZZA LABBRO SUPERIORE"
"PLAYER_MORPH_CHIN_WIDTH_TEXT": "LARGHEZZA MENTO"
"COLOR_SLOT_PAINT_TRIM_AND_RIMS": "VERNICE, RIFINITURA E CERCHIONI"
"PLAYER_MORPH_EAR_TIP_TEXT": "PUNTA ORECCHIO"
"CUST_ITEM_CF_PSD_UBDY_F_GFXHOODCOMBOUP": "GIACCA CON CAPPUCCIO DA SALOTTO"
"CUST_ITEM_CF_PSF_UBDY_F_LEFLEUR": "GIACCA CON CAPPUCCIO GIGLIO SAINTS"
"CUST_ITEM_CM_HAIR_TRIBALMULLET": "MULLET MAERO"
"PLAYER_MORPH_LOWER_LID_LENGTH_TEXT": "LUNGHEZZA LABBRO INF."
"PLAYER_MORPH_EARS_TEXT": "ORECCHIE"
"CUST_ITEM_CM_LLN_FOOT_M_LSHOES": "TACCHI DISCO UOMO"
"tat_neck_fleur": "GIGLIO DEI SAINTS"
"CUST_TATTOO_RARM_7": "FASCIA TRIBALE"
"RIM_153": "LX-2"
"CUST_WEAR_UNTUCKED_TOP_BUTTON": "FUORI, PRIMO BOTTONE"
"CUST_ITEM_CM_DLC_UBDY_M_GPTOP": "MAGLIA DIVERTIMENTO"
"CUST_ITEM_LPA_M_SPACESUIT": "GANGSTER IN TUTA SPAZIALE"
"CUST_TATTOO_LOWER_LEG_LEFT": "GAMBA SINISTRA IN BASSO"
"CUST_SKIN_ASIAN_01": "ASIATICO 1"
"CUST_VARIANT_POLKA_DOT": "A POIS"
"CUST_ITEM_CF_RING_F_BIGGEM": "GIOIELLI DI FAMIGLIA"
"CUST_TATTOO_LOWER_LEG_RIGHT": "GAMBA DESTRA IN BASSO"
"LOGO_UNIVERSITY_NEWS": "Stilwater U. News"
"Default": "PREDEFINITO"
"LOGO_VOLITION_2": "VOLITION 2"
"LOGO_SECURITY_1": "SICUREZZA 1"
"CUST_ITEM_CF_HAIR_MEDIUMBOB": "ZAZZERA BASE"
"CUST_SAMEDI_COMPLIMENT_A": "COMPLIMENTO SAMEDI 1"
"PLAYER_MORPH_CHEEKBONE_SIZE_TEXT": "DIMENSIONE ZIGOMI"
"VEHICLE_COLOR_ORANGE_LIGHT_TINT": "TINTA ARANCIONE CHIARO"
"RIM_130": "T130"
"CUST_ITEM_MALE_PS_UNDWEAR_1": "BOXER CON LOGO"
"CUST_ITEM_FEMALE_NLM_BRA_1": "CUORE INFRANTO"
"CUST_ITEM_CM_HAIR_MOHAWK": "CRESTA"
"DARK_BLUE": "BLU SCURO"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_A": "UOMO INTERGALATTICO"
"CUST_SAMEDI_TAUNT_D": "PROVOCAZIONE SAMEDI 4"
"PLAYER_MORPH_NOSE_WIDTH_TEXT": "LARGHEZZA NASO"
"VEHICLE_COLOR_SNAPPER_RED": "PESCE ROSSO"
"CUST_COLOR_YELLOW_1": "GIALLO 1"
"CUST_ITEM_CM_FPIC_NOSESLEFT": "PIERCING NARICE SINISTRA"
"CUST_COLOR_CLOTHING_RED_6": "ROSSO 6"
"CUST_WPN_UPGRADE_DESC_MELEE_BAT_2": "Infligge più danni."
"RIM_195": "AF1 MONOBLACK CX 504"
"CUST_VARIANT_ULTOR_W_TIE": "ULTOR CON CRAVATTA"
"PLAYER_MORPH_CHEEK_FATNESS_TEXT": "GONFIORE GUANCE"
"PLAYER_CREATION_BASIC": "BASE"
"CUST_COMP_FACE_WART_3": "VERRUCA 3"
"VEHICLE_COLOR_GALACTIC_DOVE_GRAY": "GRIGIO COLOMBA GALATTICA"
"COMPONENT_EXTRA_LOW_PROFILE": "PROFILO MOLTO BASSO"
"player_lips": "ROSSETTO"
"CUST_ITEM_FEMALE_LP_EARRINGS_5": "ORECCHINI OCCHIO MALOCCHIO"
"PLAYER_MORPH_EAR_SPACING_TEXT": "DISTANZA ORECCHIO"
"LINEUP_WARNING_BODY": "Tornando alla schermata iniziale dei personaggi annullerai le impostazioni attuali.\nVuoi davvero farlo?"
"CUST_COLOR_CLOTHING_GREENS_4": "VERDE 4"
"LOGO_UNIVERSITY_3": "U DI STILWATER 3"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATERTN": "GIACCA RUNWAY PASSERELLA DI PARIGI"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2A": "URBAN SAFARI CON T-SHIRT SCOLLO AMPIO"
"CUST_ITEM_GASMASK": "FUMIGATOR 3000"
"CUST_ITEM_CF_LPE_LBDY_F_MPANTS": "PANTALONI DA BATTAGLIA"
"CUST_SKIN_BLUE_4": "ACCENNO DI BLU"
"PLAYER_MORPH_DOUBLE_CHIN_ELEVATION_TEXT": "ALTEZZA DOPPIO MENTO"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_8": "VIOLA BLU 8"
"LOGO_NEVERLAND": "NEVER LAND"
"FEMALE_ATHLETIC": "FEMMINA ATLETICA"
"CUST_ITEM_CF_DREADSINPIGTAILS": "CODINI DREAD"
"CUST_ITEM_CM_PSG_HAT_M_BUCKETHAT": "STILE Z"
"CUST_ITEM_SQUARE_BELT_1": "CALZAMAGLIA PESO MASSIMO"
"CUST_MAX_COMPOSITE_WARNING": "Hai raggiunto il numero massimo di selezioni concesse."
"PLAYER_MORPH_UPPER_LIP_SIDES_ELEVATION_TEXT": "ALTEZZA LATO LABBRO SUP."
"SLOT_BED_OPTIONS": "MODIFICHE AL VANO DI CARICO"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2B": "T-SHIRT URBAN SAFARI"
"CUST_ITEM_CM_HAIR_FLATTOP": "DA SOLDATO"
"PLAYER_MORPH_DOUBLE_CHIN_WIDTH_TEXT": "LARG. DOPPIO MENTO"
"PLAYER_MORPH_BRIDGE_ELEVATION_TEXT": "ALTEZZA PONTE"
"CUST_COLOR_CLOTHING_BLUE-GREEN_3": "BLU VERDE 3"
"VEHICLE_COLOR_CANDY_CHEW_ORANGE": "ARANCIONE GELATINA"
"VEHICLE_COLOR_CHAZ_BEIGE": "BEIGE CHAZ"
"CUST_WEAR_TUCKED_LOW_PANT_NO_SUSPENDERS": "DENTRO, VITA BASSA"
"CUST_INSULT_P": "PRINCIPESSA DEL CUSCINO"
"CUST_COLOR_CLOTHING_BLUES_5": "BLU 5"
"CUST_COLOR_CLOTHING_RED-ORANGE_3": "ROSSO ARANCIONE 3"
"VEHICLE_COLOR_BLUE_WAVE": "ONDA BLU"
"SLOT_DECAL_5": "DECALCOMANIA 5"
"CUST_COLOR_BRIGHT_ORANGE": "ARANCIONE BRILLANTE"
"CUST_COLOR_BLUE_1": "BLU 1"
"CUST_VARIANT_PLAIN_NO_BOWTIE": "NESSUNA CRAVATTA"
"CUST_ITEM_CF_RING_F_SAINTSSET": "ANELLI GIGLIO SAINTS"
"CUST_ITEM_CF_NLMD_FACE_F_LIPRING": "PIERCING DA LABBRO ROCK"
"CUST_ITEM_CM_NLMA_UBDY_M_SPSHIRTVEST": "STEAMPUNK ALLA MODA"
"SLOT_NITROUS": "TURBO"
"CUST_VARIANT_LARGEPLAID": "SCOZZESE GRANDE"
"CUST_VARIANT_STRETCH_TOP_2": "STILE 2"
"PLAYER_MORPH_MOUTH_ANGLE_TEXT": "ANGOLAZIONE BOCCA"
"CUST_VARIANT_MATERIAL__8": "CUST_VARIANT_MATERIAL_#8"
"CUST_WEAR_FINGER_LI": "INDICE SINISTRO"
"CUST_ITEM_IMPRESSIONS_MALE_L": "TRENDY E MODERNO"
"PLAYER_MORPH_INNER_BROW_ELEVATION_TEXT": "ALT. INTERNO SOPRACCIGLIA"
"CUST_COMP_FACE_SCAR_4": "CICATRICE GRANDE 4"
"CUST_COMP_MUSTACHE_8": "MONSIEUR"
"LOGO_TEXAS": "TEXAS"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2E": "URBAN SAFARI CON CAMICIA"
"PLAYER_MORPH_EYE_SEPARATION_TEXT": "SEPARAZIONE OCCHI"
"CUST_COLOR_CLOTHING_BLUE-GREEN_7": "BLU VERDE 7"
"VEHICLE_COLOR_COLDWASH_BLUE": "AZZURRO CASCATA"
"CUST_WEAR_HALF-WAY BUTTONED": "ABBOTTONATO A METÀ"
"CUST_INSULT_T": "NO"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_3": "Aumenta il rateo di fuoco, la capienza dei caricatori e i danni. Mirino metallico per una maggiore precisione."
"CUST_COMP_TEST_FACE_MAKEUP": "SOGGHIGNO MALEFICO"
"SLOT_REINFORCED_BUMPER_DESC": "Potenziando la resistenza del paraurti potrai infliggere danni devastanti a qualunque cosa si metta sul tuo cammino."
"PLAYER_MORPH_FOREHEAD_SHAPE_TEXT": "FORMA FRONTE"
"VEHICLE_COLOR_GRAY_DARK": "GRIGIO SCURO"
"SLOT_DECAL_1": "DECALCOMANIA 1"
"LOGO_ZOMBIE": "ZOMBI"
"LOGO_SR_1": "SAINTS ROW"
"CUST_VARIANT_CRAZY_JACKET_PLAID": "SCOZZESE FOLLE GIACCA"
"CUST_VARIANT_POLICE": "POLIZIA"
"CUST_VARIANT_COLOR": "COLORATO"
"CUST_BRA": "REGGISENO"
"PLAYER_MORPH_CHIN_DEPTH_TEXT": "PROFONDITÀ MENTO"
"CUST_COLOR_CLOTHING_BLUES_1": "BLU 1"
"CUST_COLOR_CLOTHING_RED-ORANGE_7": "ROSSO ARANCIONE 7"
"COLOR_SLOT_TRIM": "RIFINITURA"
"COLOR_SLOT_PAINT_3_AND_TRIM": "VERNICE 3 E RIFINITURA"
"CUST_VARIANT_TANK_TOP_2": "STILE 2"
"CUST_ITEM_CF_DLC_WP_LBDY_F_LOWER": "PRINCIPESSA GUERRIERA INFERIORE"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT": "CAMICIA MODELLO UOMO"
"CUST_ITEM_CM_HAIR_AFRO": "AFRO SAINTS"
"CUST_TATTOO_ENTIRE_LEG_LEFT": "TUTTA LA GAMBA SINISTRA"
"CUST_TATTOO_HEAD_REAR": "TESTA DIETRO"
"PLAYER_MORPH_LOWER_LIP_SIZE_TEXT": "DIMENSIONE LABBRO INFERIORE"
"VEHICLE_COLOR_BRIGHT_RED": "ROSSO BRILLANTE"
"CUST_COLOR_REDHEAD": "ROSSI"
"CUST_VARIANT_STYLE_A": "STILE 1"
"CUST_ITEM_CM_LLA_FOOT_M_LTHRBOOTS": "STIVALI SAFEWORD"
"PLAYER_MORPH_EYEBALLS_SPACING_TEXT": "DISTANZA BULBO"
"PLAYER_MORPH_NOSE_PITCH_TEXT": "INCLINAZIONE NASO"
"VEHICLE_COLOR_AUTUMN_WOOD_BROWN": "MARRONE LEGNO D'AUTUNNO"
"LOGO_DUCKS": "DUCK TRUCKS"
"CUST_ITEM_CF_NLMC_UBDY_F_GOTHGIRL": "T-SHIRT MISTERIOSA"
"PLAYER_MORPH_EAR_BOTTOM_TEXT": "BASE ORECCHIO"
"LOGO_REPAIR_1": "UOMO DELLE RIPARAZIONI"
"CUST_VARIANT_THICK": "STRISCE SPESSE"
"CUST_ITEM_IMPRESSIONS_FEMALE_P": "VESTITO NERO"
"CUST_ITEM_FEMALE_LP_BRA_3": "FASCIA DA SPIAGGIA"
"CUST_SKIN_RED_YELLOW_4": "LIMONE"
"CUST_SKIN_METAL_3": "ORO"
"PLAYER_MORPH_NOSTRILS_SPACING_TEXT": "DISTANZA NARICE"
"CUST_COMP_FACE_MAKEUP_10": "OCCHIO NERO SINISTRA"
"VEHICLE_COLOR_CHOCOLATE_BROWN": "MARRONE CIOCCOLATO"
"CUST_VARIANT_NO_TIE": "SENZA CRAVATTA"
"CUST_ITEM_CF_LLJ_EYES_F_SUNGLASSES": "OCCHIALI DA NONNA"
"CUST_ITEM_CM_NLMA_HAND_M_GLOVESOFNGR": "GUANTO STEAMPUNK"
"SLOT_TORQUE_DESC": "La coppia migliorata ti darà lo spunto necessario per vincere le corse su strada... o evitare le forze dell'ordine."
"CUST_COLOR_LIGHT_BROWN": "CASTANO CHIARO"
"CUST_VARIANT_CMOVS_MSUNSHINE": "CACHEMIRE"
"CUST_VARIANT_TINTED": "COLORATO"
"CUST_ITEM_CM_IMPN_UBDY_M_SWEATER": "MAGLIONE MODERNO UOMO"
"CUST_ITEM_CM_HAIR_COMBEDDOWNJAGGED": "PETTINATI IN GIÙ SCALETTATI"
"CUST_CAT_HAIR_COLOR_FACE": "COLORE PELURIA VISO"
"VEHICLE_COLOR_LIPSTICK_RED": "ROSSO CILIEGIA"
"COLOR_SLOT_PAINT_4": "VERNICE 4"
"COLOR_SLOT_INTERIOR_4": "INTERNI 4"
"COMPONENT_OPTION_D": "OPZIONE D"
"PLAYER_MORPH_UPPER_LIP_SIDES_SIZE_TEXT": "MISURA LATO LABBRO SUP."
"STORE_WEAPON_OWNED_EQUIPPED": "{0} LIVELLO {1} {2}(EQUIPAGGIATO)[/format]"
"CUST_COLOR_CLOTHING_YELLOWS_9": "GIALLO 9"
"SLOT_WINGS": "ALI"
"CUST_COLOR_ORANGE_2": "ARANCIONE 2"
"LOGO_STILWATER_BIKE": "STILWATER BIKE CLUB"
"CUST_VARIANT_SNAKESKIN": "PITONATO"
"CUST_WEAR_BACK": "INDIETRO"
"CUST_ITEM_CM_LPH_FOOT_M_PIRATEBOOTS": "STIVALI DA CAPITANO"
"PLAYER_MORPH_TEMPLES_SPACING_TEXT": "DISTANZA TEMPIA"
"CUST_WEAR_MID-HEIGHT": "MEZZA ALTEZZA"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRT": "UOMO D'AFFARI"
"CUST_ITEM_CM_IMPB_FOOT_M_LTHRSHOE": "SCARPE FORMALI"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_E": "LOTTATORE DELL'IMPERO"
"SLOT_DEFENSE": "DIFESA"
"SLOT_HANDLEBARS": "MANUBRI"
"SLOT_WHEEL_COVERS": "COPRIRUOTE"
"IRIDESCENT_2": "IRIDESCENTE 2"
"CUST_VARIANT_VEST_B": "STILE 2"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT2": "UOMO MOD CON CAMICIA E FARFALLINO"
"CUST_ITEM_CM_HAIR_COMBEDDOWNFLUSH": "TEENAGER"
"CUST_ITEM_FEMALE_LP_EARRINGS_1": "ORECCHINI COCCINELLA"
"CUST_EXIT_WARNING_BODY": "Uscire da creazione giocatore?"
"PLAYER_CREATION_FIGURE_HUGE": "TARCHIATO"
"CUST_COLOR_CLOTHING_RED_2": "ROSSO 2"
"VEHICLE_COLOR_FAINT_TARRAGON_GRAY": "GRIGIO TOFU"
"RIM_RBP": "RBP"
"RIM_191": "C-X 504 PURPLE-WHITE"
"LOGO_CAVE_2": "CAVERNA FANTASMI 2"
"CUST_ITEM_CF_PSA_UBDY_F_3RDSTREET": "GIACCA CON CAPPUCCIO 3RD STREET"
"CUST_UNDERSHIRT": "CANOTTIERE"
"CUST_COMP_MUSTACHE_18": "DIVO DI HOLLYWOOD"
"CUST_COMP_FEMALE_EYEBROWS": "DONNA AL NATURALE"
"OPTION_38": "OPZIONE 38"
"HAIR_COLOR_AUBURN": "RAMATI"
