"CUST_ITEM_CF_HAIR_MED": "PO RAMENA"
"CUST_TERTIARY_COLOR": "DOPLŇKOVÁ BARVA"
"CUST_VARIANT_SPARKLE": "FLITRY"
"PLAYER_MORPH_CROWN_WIDTH_TEXT": "ŠÍŘKA TEMENE"
"COLOR_SLOT_PAINT_1_AND_RIMS_1": "LAK 1 A RÁFKY 1"
"COLOR_SLOT_CASKET": "SCHRÁNKA"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRTLOWV": "TRIČKO HILLS"
"CUST_ITEM_CF_NLMF_HAND_F_GLOVESOFNGR": "STEAMPUNKOVÉ BEZPRSTÉ RUKAVICE"
"CUST_ITEM_CM_NLMB_UBDY_M_SHIRTCOMBO": "POLOKOŠILE BROSEPH"
"PLAYER_MORPH_EARS_DEPTH_TEXT": "HLOUBKA UŠÍ"
"CUST_GANG_GUARD": "GARDISTI"
"RIM_SET_021": "SADA RÁFKŮ 21"
"HAIR_COLOR_BLACK": "ČERNÁ"
"CUST_CAT_HANDS": "RUCE"
"CUST_TATTOO_HAND_RIGHT": "PRAVÁ RUKA"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_3": "Zvětšení zásobníku."
"CUST_COMP_EYE_MAKEUP_5": "PŘEHLÍDKOVÉ MOLO"
"SLOT_WHEELS": "KOLA"
"LOGO_NUMBER7": "ČÍSLO 7"
"LOGO_SKEETERS_1": "SKEETEŘI 1"
"CUST_COLOR_CLOTHING_GREYS_3": "ŠEDÁ 3"
"CUST_WPN_UPGRADE_DESC_GRENADE_FLASHBANG_4": "Pozor na smrad."
"CUST_COMP_CHEEK_MAKEUP_5": "MELANCHOLIE"
"CUST_ITEM_CF_LPH_LBDY_F_CLSKIRT": "SUKNĚ ROZTLESKÁVAČKY"
"CUST_ITEM_CF_PSH_FOOT_F_CHUCKS": "TENISKY"
"CUST_TATTOO_LCALF_1": "MUNICE NAVÍC"
"CUST_VARIANT_STARS": "HVĚZDY"
"CUST_ITEM_FEMALE_NLM_EARRINGS_3": "NÁUŠNICE ŽIVOT STOJÍ ZA HOUBY"
"CUST_ITEM_CM_LPC_LBDY_M_HEROPANTS": "KALHOTY SUPERHRDINY"
"CUST_ITEM_CF_HAIR_PIXIE": "KRÁTKÉ SLADKÉ"
"CUST_COMPLIMENT_B": "OHROMENÍ"
"CUST_VARIANT_PUNK": "PUNK"
"CUST_VARIANT_KAHKI": "KHAKI"
"CUST_VARIANT_TARZAAN": "DŽUNGLE"
"CUST_ITEM_CF_LPE_FOOT_F_MBOOTS": "KANADY"
"CUST_ITEM_SINGLE_DIAMOND_RIGHT_EAR": "KNOKAUTOVACÍ OBVAZY"
"CUST_INSULT_M": "NANEBEVZETÍ"
"CUST_GANG_WRESTLER": "WRESTLER"
"VEHICLE_COLOR_BERRY_RED": "MALINOVĚ RUDÁ"
"SLOT_DOOR_MODS": "ÚPRAVY DVEŘÍ"
"CUST_VARIANT_3_TYPE_SOLID": "TŘI BARVY"
"CUST_ITEM_CM_IMPM_FOOT_M_SANDLES": "SANDÁLY KABANA"
"CUST_SKIN_OILED_5": "NAOLEJOVANÝ ČERNOCH 2"
"CUSTOM_WALK_FEMALE_7": "KOLÉBAVÝ"
"CUST_MORPH_CAT_CHEEKBONES": "LÍCNÍ KOSTI"
"PLAYER_MORPH_SKULL_BACK_WIDTH_TEXT": "ŠÍŘKA ZÁTYLKU"
"PLAYER_MORPH_MOUTH_DEPTH_TEXT": "HLOUBKA ÚST"
"CUST_WPN_UPGRADE_DESC_RIFLE_STAG_4": "Zvýšení kadence. Prodloužená hlaveň snižuje zpětný ráz."
"CUST_TATTOO_UPPBACK_4": "OLÍZNI ŽÁBU"
"VEHICLE_COLOR_DEEP_BRUNSWICK_GREEN": "TMAVĚ ZELENÁ"
"VEHICLE_COLOR_CATALYST_GREEN": "KATALYTICKÁ ZELENÁ"
"SLOT_GAS_CAPS": "UZÁVĚRY NÁDRŽE"
"SUIT_1": "OBLEK 1"
"LOGO_VIRAL_2": "VIRUS 2"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_NO_SUSPENDERS_TIE": "ZASTRČENÉ, ZAPNUTÉ, EXTRA VYSOKÉ KALHOTY, BEZ KŠAND, KRAVATA"
"LIGHT_BROWN": "SVĚTLE HNĚDÁ"
"LOGO_STALKER": "STALKER"
"CUST_VARIANT_CAMO": "KAMUFLÁŽ"
"CUST_ITEM_FEMALE_LL_UNDWEAR_2": "TANGA MOJE LÁSKA"
"CUST_ITEM_CF_PSA_UBDY_F_GFXHOODIEUP": "BUNDA SVATÝCH S KAPUCÍ"
"CUST_ITEM_RIGHT_ENTIRE_RIGHT_ARM_MATTS_SLEEVE_1": "MURDERBRAWLSKÁ RUKAVICE"
"PLAYER_MORPH_NOSE_STYLE_TEXT": "STYL NOSU"
"FACIAL_EXPRESSION_HAUGHTY": "AROGANTNÍ"
"PLAYER_MORPH_NOSTRIL_MIDDLE_HEIGHT_TEXT": "VÝŠKA PŘEPÁŽKY"
"CUST_COMP_EYE_MAKEUP_1": "MÝVALÍ OČI"
"LOGO_SKEETERS_5": "SKEETERS 5"
"LOGO_NUMBER3": "ČÍSLO 3"
"CUST_VARIANT_BRA_2": "KVĚTINY"
"CUST_ITEM_CM_LPH_LBDY_M_PIRATEPANTS": "KAPITÁNSKÉ KALHOTY"
"HAIR_COLOR_BLEACHED": "ODBARVENÁ"
"CUST_ITEM_FEMALE_NLM_OUTFIT_C": "GOTICKÁ"
"CUST_ITEM_CARDINAL_OUTFIT": "KARDINÁL"
"PLAYER_MORPH_EAR_DEPTH_TEXT": "HLOUBKA UCHA"
"CUST_WPN_UPGRADE_DESC_SPECIAL_STRIKE_4": "Rychlejší zaměřování a větší množství munice."
"CUST_TATTOO_NECK_2": "JEŠTĚRKA"
"CUST_COMP_BODY_MASK_2": "OPÁLENÍ Z PLAVEK (ŠORTKY)"
"LOGO_MUSEUM_ERO_2": "MUZEUM EROMENOS 2"
"CUST_VARIANT_2COLOR_THICK": "DVĚ BARVY, ŠIROKÉ"
"CUST_ITEM_CF_HAIR_SWIRLUP": "POMPADOUR"
"CUST_COLOR_CLOTHING_ORANGE_8": "ORANŽOVÁ 8"
"CUST_COMP_EYE_MAKEUP_16": "EGYPTSKÝ KNĚZ"
"VEHICLE_COLOR_BRUISED_PLUM_PURPLE": "ZRALEJŠÍ ŠVESTKOVĚ FIALOVÁ"
"CUST_VARIANT_BEAT_COP": "POLICEJNÍ PRŮKAZ"
"CUST_ITEM_CM_FPIC_SETE": "PIERCING VŠUDE"
"CUST_ITEM_FEMALE_LP_UNDWEAR_2": "SPODNÍ DÍL PLAVEK JSEM VLHKÁ"
"CUST_ITEM_CF_NLMC_NECK_M_CHOKER": "GOTICKÝ OBOJEK"
"CUST_TATTOO_UPPER_BACK": "ZÁDA NAHOŘE"
"VEHICLE_COLOR_TABLETOP_GRAY": "STOLOVÁ ŠEDÁ"
"VEHICLE_COLOR_REGATTA_BLUE": "REGATOVÁ MODŘ"
"COMPONENT_OPTION_2": "VARIANTA 2"
"SK01": "SKIN01"
"CUST_VARIANT_THIN_TRI_COLOR": "TENKÉ PRUHY"
"CUST_WEAR_TUCKED_BUTTONED_TIE": "ZASTRČENÉ, ZAPNUTÉ, KRAVATA"
"CUST_ITEM_CF_PSF_UBDY_M_JERSEY32": "DÁMSKÝ SVETR FREE THROW"
"CUST_ITEM_CM_SAINTSHEADSET": "SLUCHÁTKA SVATÝCH ASTRO A40"
"CUSTOM_WALK_1": "LUMP STYL 1"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_ELEVATION_TEXT": "VÝŠKA STŘEDU HORNÍHO RTU"
"PLAYER_CREATION_RANDOMIZE": "NÁHODNÉ NASTAVENÍ"
"CUST_TATTOO_LOWBACK_6": "VYLOŽ ESA"
"VEHICLE_PAINT_HEROGLOSS_PAINT": "LESKLÁ"
"CUST_VARIANT_POLISHED_LEATHER": "LEŠTĚNÁ KŮŽE"
"CUST_ITEM_CF_PSG_UBDY_F_TANKTOP": "TÍLKO"
"MENU_STYLE": "STYL"
"CUST_TATTOO_FACE_5": "MASOVÝ PRODUKT"
"LOGO_BROTHERHOOD_2": "BRATRSTVO 2"
"CUST_VARIANT_COLOR_BOTTOMS": "BAREVNÝ SPODEK"
"CUST_WEAR_FOREWARD": "DOPŘEDU"
"CUST_ITEM_LONG_SLEEVE_BUTTONED_SHIRT_AND_BOW_TIE": "STYLOVÉ SAKO S VESTOU"
"CUSTOM_WALK_15": "LUMP STYL 10"
"PLAYER_MORPH_FAT_TEXT": "TUK"
"PLAYER_MORPH_CHEEKS_TEXT": "TVÁŘE"
"CUST_COLOR_CLOTHING_VIOLET-RED_3": "ČERVENOFIALOVÁ 3"
"CUST_COLOR_CLOTHING_BROWNS_2": "HNĚDÁ 2"
"CUST_COMP_MUSTACHE_15": "PROUŽEK NA BRADĚ"
"SLOT_FRONT_FENDERS": "PŘEDNÍ BLATNÍKY"
"CUST_VARIANT_LEOPARD_2": "LEOPARD 2"
"CUST_SKIN_BLACK_05": "ČERNOCH 5"
"CUST_TATTOO_RHAND_2": "KOSTĚJ"
"BRIGHT_YELLOW": "SVĚTLE ŽLUTÁ"
"CUST_VARIANT_DIAMOND": "KOSOČTVEREC"
"CUST_COMP_FACE_MAKEUP_2": "ROZPOLCENÁ OSOBNOST"
"HAIR_COLOR_PINK_MATTE": "MATNÁ RŮŽOVÁ"
"CUST_VARIANT_STRIPESB": "PROUŽKY 2"
"CUST_VARIANT_COLORED_COLLAR": "BAREVNÝ LÍMEC"
"CUST_ITEM_CF_NLME_UBDY_F_SADTEXT": "SMUTNÁ BUNDA"
"CUST_SKIN_HISPANIC_02": "HISPÁNEC 2"
"CUST_COLOR_ROSE_2": "RŮŽOVÁ 2"
"LOGO_NUMBER10": "ČÍSLO 10"
"CUST_VARIANT_COLORB": "STYL 2"
"RIM_SET_013": "SADA RÁFKŮ 13"
"LOGO_K12": "K12 97.6"
"CUST_ITEM_CF_LLR_HAND_F_LACYGLOVE": "RUKAVICE SVŮDNICE"
"CUST_SKIN_DEMON": "RŮŽOVÝ DÉMON"
"CUST_PRESET_AGE": "VĚK"
"PLAYER_MORPH_AFRICAN_TEXT": "AFRIČAN"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_4": "MODROFIALOVÁ 4"
"VEHICLE_COLOR_BRONZE": "BRONZ"
"CUST_VARIANT_TYEDYE": "STYL 1"
"CUST_CAT_LOWER_BODY": "SPODNÍ ČÁST TĚLA"
"CUST_TATTOO_ARMS": "RUCE"
"PLAYER_MORPH_MOUTH_SIDES_ELEVATION_TEXT": "VÝŠKA STRAN ÚST"
"PLAYER_CREATION_FIGURE_OBESE": "OBÉZNÍ"
"CUST_COLOR_CLOTHING_GREENS_8": "ZELENÁ 8"
"CUST_TATTOO_STOMACH_6": "SVATÝ Z TŘETÍ ULICE"
"CUST_WEAR_TATTOO_MAY_LION": "MÁJSKÝ LEV"
"CUST_WEAR_FINGER_RR": "PRAVÝ PRSTENÍČEK"
"CUST_ITEM_CM_DLC_UBDY_M_GPPANTS": "KALHOTY REALITNÍHO KLIMAXU"
"CUST_COMPLIMENT_S": "OD ŘEKY"
"Gang_Customization": "ÚPRAVA GANGU"
"BRIGHT_PINK": "SVĚTLE RŮŽOVÁ"
"CUST_SKIN_CAUCASIAN_04": "BĚLOCH 4"
"FACIAL_EXPRESSION_INEBRIATED": "OMÁMENÝ"
"PLAYER_MORPH_DOUBLE_CHIN_DEPTH_TEXT": "HLOUBKA DVOJITÉ BRADY"
"PLAYER_MORPH_BALL_ELEVATION_TEXT": "ZDVIH ŠPIČKY NOSU"
"PLAYER_MORPH_BROW_TEXT": "OBOČÍ"
"CUST_VARIANT_BUTTONED_SHIRT": "FRAKOVÁ KOŠILE"
"CUST_ITEM_CM_PSF_FOOT_M_HIGHTOPS": "JUMPS"
"CUST_TATTOO_RARM_3": "BRATRSTVO"
"VEHICLE_COLOR_TINT_80": "ODSTÍN 80%%"
"RIM_157": "RADIANT"
"SLOT_DECAL_9": "POTISK 9"
"CUST_VARIANT_ARMY": "ARMÁDNÍ"
"CUST_SKIN_ASIAN_05": "ASIAT 5"
"PLAYER_MORPH_JAW_ELEVATION_TEXT": "VÝŠKA ČELISTÍ"
"CUST_COLOR_CLOTHING_BLUES_9": "MODRÁ 9"
"VEHICLE_PAINT_CLOTH": "PLÁTNO"
"CUST_MORPH_CAT_CROWN": "TEMENO"
"PLAYER_MORPH_EARS_HEIGHT_TEXT": "VÝŠKA UŠÍ"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_LAUNCHER_3": "Větší kapacita munice."
"CUST_GANG_HO": "ŠTĚTKA"
"COLOR_SLOT_PAINT_1_AND_TRIM": "LAK 1 A LEMOVÁNÍ"
"CUST_VARIANT_PINSTRIPES": "JEMNÝ PROUŽEK"
"CUST_VARIANT_2COLOR_THIN": "DVĚ BARVY, TENKÉ"
"PLAYER_MORPH_CHIN_PITCH_TEXT": "POLOHA BRADY"
"PLAYER_MORPH_BRIDGE_LENGTH_TEXT": "DÉLKA KOŘENE NOSU"
"CUST_TATTOO_LFORARM_1": "JSEM KRÁL"
"COLOR_SLOT_TRIM_2": "LEMOVÁNÍ 2"
"CUST_VARIANT_SERGIO": "SERGIO"
"CUST_ITEM_BASIC_T_SHIRT": "BOMBER"
"LOGO_FIRE": "POŽÁRNÍK"
"CUST_VARIANT_SOLID2": "JEDNOBAREVNÉ STÍNÍTKO"
"CUST_ITEM_LEFT_UPPER_ARM_BARB_WIRE_01": "MURDERBRAWLSKÁ RUKAVICE"
"CUST_PRESET_FIGURE": "VZHLED"
"PLAYER_MORPH_NOSE_DEPTH_TEXT": "HLOUBKA NOSU"
"CUST_COMP_MUSTACHE_23": "KLEPADLO"
"CUST_VARIANT_LARGE_POLKA_DOTS": "VELKÉ PUNTÍKY"
"CUST_WEAR_LOW_LEFT_UNZIPPED_RIGHT_ZIPPED": "ROZEPNOUT LEVOU, NÍZKO"
"CUST_ITEM_CF_NLME_LBDY_F_KHAKIS": "MASKÁČOVÉ KALHOTY"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_A": "PRACUJÍCI NA ULICI"
"CUST_CAT_MEDALLION": "MEDAILONY"
"CUST_TATTOO_LOWER_ARM_RIGHT": "PRAVÁ PAŽE DOLE"
"PLAYER_MORPH_BROW_SPACING_TEXT": "ROZESTUP OBOČÍ"
"LOGO_GHETTO_1": "KAZEŤÁK 1"
"PLAYER_MORPH_MOUTH_STYLE_TEXT": "STYL ÚST"
"CUST_ITEM_CM_NLMD_LBDY_M_PANTS": "KALHOTY DAY GLO"
"CUST_ITEM_MALE_MURDERBRAWL_OUTFIT": "PÁNSKÝ KOSTÝM 3 COUNT"
"CUST_CAT_EYES": "OČI"
"CUST_COLOR_CLOTHING_YELLOWS_1": "ŽLUTÁ 1"
"CUST_TATTOO_RUPPARM_1": "DUŠE VLKA"
"VEHICLE_PAINT_MODERN": "MODERNÍ"
"SLOT_SPARE_TIRE": "NÁHRADNÍ PNEUMATIKY"
"MALE_OBESE": "OBÉZNÍ MUŽ"
"CUST_VARIANT_ROPES": "PROVAZY"
"CUST_ITEM_CM_DLC_M_EARRINGS01": "NÁUŠNICE VE STYLU ZET"
"CUST_ITEM_CM_NYTEBLAYDE": "NYTE BLAYDE"
"CUST_ITEM_CM_LLN_UBDY_M_SEQSHIRT": "TRIČKO DISCO FEVER"
"PLAYER_MORPH_FACE_SCALE_TEXT": "USAZENÍ OBLIČEJE"
"CUST_COLOR_CLOTHING_VIOLET_2": "FIALOVÁ 2"
"CUST_WEAR_BOTH_ROLLED_HIGH": "OBOJÍ SROLOVAT, VYSOKO"
"CUST_ITEM_CM_NECK_PEARLS": "PERLOVÝ NÁHRDELNÍK"
"CUST_ITEM_CM_IMPN_LBDY_M_PANTS": "METRO KALHOTY"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRT": "VOLNÉ TRIČKO HILLS"
"CUST_ITEM_CF_NLMH_EYES_F_HSNGLSTASSLES": "BRÝLE CANDY KID"
"CUST_ITEM_BASIC_LIPSTICK": "VLASY S ČELENKOU"
"CUST_BRO_COMPLIMENT_C": "POKLONA BRATRSTVA 3"
"CUST_MOVEMENT_MELEE": "STYL BOJE"
"CUST_TATTOO_LFORARM_5": "NAVIGÁTOR"
"CUST_VARIANT_COW": "KRÁVA"
"CUST_ITEM_CM_IMPL_LBDY_M_DRESSPANTS": "KALHOTY EVROPSKÝ MODEL"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRTLOW": "BUNDA S VESTOU HILLS"
"CUST_ITEM_CM_NATIONALGUARD": "UNIFORMA STEELPORTSKÉHO STRÁŽNÍKA"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_D": "ELEKTRO DJ"
"CUST_GANG_LUCHADOR": "LUCHADOR"
"LOGO_NODRUGS": "ŽÁDNÉ DROGY"
"CUST_VARIANT_DOTS": "TEČKY"
"CUST_ITEM_5_O_CLOCK_SHADOW_1": "STÍN 5 HODIN"
"RACE_AFRICAN": "AFROAMERIČAN"
"CUST_WPN_UPGRADE_DESC_PISTOL_POLICE_3": "Zvýší sílu zbraně a sníží zpětný ráz."
"CUST_COMP_MUSTACHE_27": "PODKOVA"
"VEHICLE_COLOR_YELLOW_LIGHT_TINT": "SVĚTLE ŽLUTÝ NÁDECH"
"VEHICLE_COLOR_MUSTARD_GREEN": "HOŘČICOVĚ ZELENÁ"
"RIM_176": "SD FTN59"
"CUST_VARIANT_PLAIN": "BEZ VZORU"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_E": "SPORTOVKYNĚ"
"CUST_TATTOO_TORSO_LOWER_BACK": "SPODNÍ ČÁST ZAD"
"CUST_ITEM_FEMALE_PS_UNDWEAR_3": "TANGA SVATÉ VYTRŽENÍ"
"CUST_MOVEMENT_COMPLIMENT": "POKLONA"
"CUST_VARIANT_CIRCLE": "KRUHY"
"CUST_VARIANT_METAL": "KOV"
"CUST_VARIANT_FADED": "VYBLEDLÉ"
"CUST_ITEM_CM_DLC_KNIGHT": "RYTÍŘ"
"CUST_ITEM_FEMALE_LL_BRA_2": "PRAVÁ LÁSKA"
"CUST_ITEM_CM_LLL_FOOT_M_LBOOTS": "MOTORKÁŘSKÉ BOTY"
"CUST_DIALOG_DISROBE_TITLE": "SVLÉKNOUT VŠECHNO OBLEČENÍ"
"CUST_WPN_UPGRADE_DESC_SPECIAL_SNIPER_4": "Zvětšení zásobníku. Prodloužená hlaveň zvyšuje sílu zbraně a snižuje zpětný ráz."
"VEHICLE_PAINT_CLASSIC_50_S___60_S": "KLASICKÁ 50. - 60. LÉTA"
"CUST_COLOR_BRIGHT_GREEN": "SVĚTLE ZELENÁ"
"CUST_VARIANT_DROOPS": "VLNKY"
"CUST_ITEM_CF_LLI_LBDY_F_SHORTS": "ELASTICKÉ SUPERKRÁTKÉ ŠORTKY"
"CUST_ITEM_CF_NLME_UBDY_F_HOODIEUP": "MIZEROVA BUNDA"
"CUST_ITEM_CM_PSI_EYES_M_SHADES": "BRÝLE GATOVA STYLU"
"CUST_MENU_RACE_PRESETS": "PŘEDVOLBY RASY"
"PLAYER_MORPH_MOUTH_SIZE_TEXT": "VELIKOST ÚST"
"CUST_COLOR_CLOTHING_VIOLET_6": "FIALOVÁ 6"
"SLOT_SECONDARY_SURFACES": "VEDLEJŠÍ POVRCHY"
"LOGO_RFG": "RFG"
"CUST_VARIANT_SHAGGY": "STŘAPATÝ"
"CUST_MENU_WEAR_OPTION": "VOLBY OBLEČENÍ"
"PLAYER_MORPH_EARS_LENGTH_TEXT": "DÉLKA UŠÍ"
"CUST_COLOR_CLOTHING_YELLOWS_5": "ŽLUTÁ 5"
"CUST_TATTOO_RUPPARM_5": "ZNÁMÉ ZLO"
"VEHICLE_COLOR_FOREST_GREEN": "LESNÍ ZELENÁ"
"VEHICLE_COLOR_ORANGE_DARK_TINT": "TMAVĚ ORANŽOVÝ ODSTÍN"
"SLOT_SPINNERS": "MATKY"
"LOGO_POT_LEAF": "MARIHUANOVÝ LIST"
"CUST_WEAR_UNBUTTONED": "ROZEPNUTÉ"
"CUST_ITEM_CM_IMPN_UBDY_M_TURTLENECK": "MODERNÍ ROLÁK"
"CUST_ITEM_WOMEN_S_PLATFORM_SHOES": "BOTY NA DEATHMATCH"
"CUST_GANG_SPACE": "VESMIRNÍ SVATÍ"
"RIM_SET_017": "SADA RÁFKŮ 17"
"CUST_VARIANT_PATTERN_A": "STYL 1"
"CUST_WEAR_TOP_BUTTONED": "ZAPNUTÁ HALENKA"
"CUST_ITEM_CM_LPG_SUIT_M_ANIMALSUIT": "POŘÁDNÝ ZVÍŘE"
"CUST_CAT_RIGHT_HAND": "PRAVÁ RUKA"
"CUST_COLOR_RED_2": "ČERVENÁ 2"
"CUST_VARIANT_LARGE_STRIPE": "VELKÝ PRUH"
"CUST_ITEM_CM_PSG_LBDY_M_TRACKPANTS": "TEPLÁKY NA BĚHÁNÍ"
"CUSTOM_WALK_FEMALE": "ŽENA - ZÁKLADNÍ"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_3": "Dohodíš dál."
"CUST_TATTOO_STOMACH_2": "ROBOTOSAN"
"CUST_COMP_MUSTACHE_4": "DALI"
"LOGO_KRUNCH": "THE BLOOD 106.66"
"CUST_VARIANT_STRIPES_A": "PROUŽKY 1"
"CUST_WEAR_BOTH": "OBOJÍ"
"CUST_WEAR_TUCKED_EXTRA_HIGH_PANT_NO_SUSPENDERS": "ZASTRČENÉ, EXTRA VYSOKÉ KALHOTY"
"CUST_ITEM_CF_LLI_UBDY_F_JCKTTUBETOP": "TÍLKO BEZ RAMÍNEK A BUNDA"
"CUST_COMPLIMENT_W": "FANDĚNÍ"
"PLAYER_MORPH_UPPER_LIP_LENGTH_TEXT": "DÉLKA HORNÍHO RTU"
"PLAYER_MORPH_CHIN_WIDTH_TEXT": "ŠÍŘKA BRADY"
"COLOR_SLOT_PAINT_TRIM_AND_RIMS": "LAK, LEMOVÁNÍ A RÁFKY"
"PLAYER_MORPH_EAR_TIP_TEXT": "ŠPIČKA UCHA"
"CUST_ITEM_CF_PSD_UBDY_F_GFXHOODCOMBOUP": "BUNDA LOUNGE"
"CUST_ITEM_CF_PSF_UBDY_F_LEFLEUR": "BUNDA S LILIÍ"
"CUST_ITEM_CM_HAIR_TRIBALMULLET": "MULET"
"PLAYER_MORPH_LOWER_LID_LENGTH_TEXT": "DÉLKA SPODNÍHO VÍČKA"
"PLAYER_MORPH_EARS_TEXT": "UŠI"
"CUST_ITEM_CM_LLN_FOOT_M_LSHOES": "DISKOBOTY NA PODPATKU"
"tat_neck_fleur": "FLEUR DE SAINTS"
"CUST_TATTOO_RARM_7": "KMENOVÝ NÁRAMEK"
"RIM_153": "LX-2"
"CUST_WEAR_UNTUCKED_TOP_BUTTON": "NEZASTRČENÉ, HORNÍ KNOFLÍK"
"CUST_ITEM_CM_DLC_UBDY_M_GPTOP": "GENKIHO SVRŠEK"
"CUST_ITEM_LPA_M_SPACESUIT": "GANGSTER VE SKAFANDRU"
"CUST_TATTOO_LOWER_LEG_LEFT": "PRAVÁ NOHA NAHOŘE"
"CUST_SKIN_ASIAN_01": "ASIAT 1"
"CUST_VARIANT_POLKA_DOT": "PUNTÍK"
"CUST_ITEM_CF_RING_F_BIGGEM": "RODINNÉ KLENOTY"
"CUST_TATTOO_LOWER_LEG_RIGHT": "PRAVÁ NOHA DOLE"
"LOGO_UNIVERSITY_NEWS": "Stilwater U. News"
"Default": "ZÁKLADNÍ"
"LOGO_VOLITION_2": "ROZHODNUTÍ 2"
"LOGO_SECURITY_1": "HLÍDAČ 1"
"CUST_ITEM_CF_HAIR_MEDIUMBOB": "NA PÁŽE"
"CUST_SAMEDI_COMPLIMENT_A": "POKLONA SYNŮ SAMEDIHO 1"
"PLAYER_MORPH_CHEEKBONE_SIZE_TEXT": "VELIKOST LÍCNÍ KOSTI"
"VEHICLE_COLOR_ORANGE_LIGHT_TINT": "SVĚTLE ORANŽOVÝ ODSTÍN"
"RIM_130": "T130"
"CUST_ITEM_MALE_PS_UNDWEAR_1": "BOXERKY S LOGEM"
"CUST_ITEM_FEMALE_NLM_BRA_1": "ZLOMENÉ SRDCE"
"CUST_ITEM_CM_HAIR_MOHAWK": "ČÍRO"
"DARK_BLUE": "TMAVĚ MODRÁ"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_A": "INTERGALAKTICKÝ MUŽ"
"CUST_SAMEDI_TAUNT_D": "URÁŽKA SYNŮ SAMEDIHO 4"
"PLAYER_MORPH_NOSE_WIDTH_TEXT": "ŠÍŘKA NOSU"
"VEHICLE_COLOR_SNAPPER_RED": "RŮŽOVOČERVENÁ"
"CUST_COLOR_YELLOW_1": "ŽLUTÁ 1"
"CUST_ITEM_CM_FPIC_NOSESLEFT": "PIERCING V NOSE VLEVO"
"CUST_COLOR_CLOTHING_RED_6": "ČERVENÁ 6"
"CUST_WPN_UPGRADE_DESC_MELEE_BAT_2": "Zvýší sílu útoku."
"RIM_195": "AF1 MONOBLACK CX 504"
"CUST_VARIANT_ULTOR_W_TIE": "ULTORSKÁ KRAVATA"
"PLAYER_MORPH_CHEEK_FATNESS_TEXT": "TLOUŠŤKA TVÁŘE"
"PLAYER_CREATION_BASIC": "ZÁKLADNÍ"
"CUST_COMP_FACE_WART_3": "BRADAVICE 3"
"VEHICLE_COLOR_GALACTIC_DOVE_GRAY": "ŠEĎ GALAKTICKÉ HOLUBICE"
"COMPONENT_EXTRA_LOW_PROFILE": "EXTRA NÍZKÝ PROFIL"
"player_lips": "RTĚNKA"
"CUST_ITEM_FEMALE_LP_EARRINGS_5": "NÁUŠNICE SOUKROMÉHO OČKA"
"PLAYER_MORPH_EAR_SPACING_TEXT": "ROZESTUP UŠÍ"
"LINEUP_WARNING_BODY": "Návrat do výběru zruší aktuální nastavení.\nOpravdu to chceš provést?"
"CUST_COLOR_CLOTHING_GREENS_4": "ZELENÁ 4"
"LOGO_UNIVERSITY_3": "STILWATERSKÁ UNIVERZITA 3"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATERTN": "BUNDA PAŘÍŽSKÁ PROCHÁZKA"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2A": "VÝSTŘIHOVKA URBAN SAFARI"
"CUST_ITEM_GASMASK": "FUMIGÁTOR 3000"
"CUST_ITEM_CF_LPE_LBDY_F_MPANTS": "BOJOVÉ KALHOTY"
"CUST_SKIN_BLUE_4": "SVĚTLE MODRÁ"
"PLAYER_MORPH_DOUBLE_CHIN_ELEVATION_TEXT": "VÝŠKA DVOJITÉ BRADY"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_8": "MODROFIALOVÁ 8"
"LOGO_NEVERLAND": "NEVER LAND"
"FEMALE_ATHLETIC": "ATLETICKÁ ŽENA"
"CUST_ITEM_CF_DREADSINPIGTAILS": "DREDY V COPÁNCÍCH"
"CUST_ITEM_CM_PSG_HAT_M_BUCKETHAT": "STYL Z"
"CUST_ITEM_SQUARE_BELT_1": "KALHOTY TĚŽKÉ VÁHY"
"CUST_MAX_COMPOSITE_WARNING": "Vybral jsi maximum položek."
"PLAYER_MORPH_UPPER_LIP_SIDES_ELEVATION_TEXT": "VÝŠKA STRAN HORNÍHO RTU"
"SLOT_BED_OPTIONS": "KORBY"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2B": "TRIČKO URBAN SAFARI"
"CUST_ITEM_CM_HAIR_FLATTOP": "VOJENSKÝ SESTŘIH"
"PLAYER_MORPH_DOUBLE_CHIN_WIDTH_TEXT": "ŠÍŘKA DVOJITÉ BRADY"
